WL,Al,WL,Cr,WL,Cu,WL,Au
423.42112,0.22658,423.42112,0.4289,423.42112,0.37986,423.42112,0.65558
423.52941,0.22437,423.52941,0.43227,423.52941,0.38417,423.52941,0.66633
423.63776,0.22233,423.63776,0.43571,423.63776,0.3886,423.63776,0.67726
423.74616,0.22047,423.74616,0.43923,423.74616,0.39316,423.74616,0.68836
423.85462,0.21879,423.85462,0.44283,423.85462,0.39784,423.85462,0.69962
423.96313,0.21732,423.96313,0.44651,423.96313,0.40264,423.96313,0.71103
424.0717,0.21609,424.0717,0.45027,424.0717,0.40759,424.0717,0.72258
424.18033,0.21512,424.18033,0.45412,424.18033,0.41267,424.18033,0.73426
424.28901,0.21445,424.28901,0.45805,424.28901,0.41789,424.28901,0.74604
424.39774,0.21415,424.39774,0.46206,424.39774,0.42326,424.39774,0.75792
424.50654,0.21428,424.50654,0.46616,424.50654,0.42878,424.50654,0.76987
424.61538,0.21493,424.61538,0.47035,424.61538,0.43445,424.61538,0.78186
424.72429,0.21624,424.72429,0.47463,424.72429,0.44027,424.72429,0.79389
424.83325,0.21836,424.83325,0.47901,424.83325,0.44626,424.83325,0.80591
424.94226,0.22154,424.94226,0.48347,424.94226,0.45242,424.94226,0.81791
425.05133,0.2261,425.05133,0.48804,425.05133,0.45874,425.05133,0.82985
425.16046,0.23249,425.16046,0.49269,425.16046,0.46524,425.16046,0.8417
425.26965,0.24134,425.26965,0.49745,425.26965,0.47191,425.26965,0.85342
425.37889,0.25356,425.37889,0.5023,425.37889,0.47877,425.37889,0.86498
425.48818,0.27044,425.48818,0.50726,425.48818,0.48582,425.48818,0.87635
425.59753,0.29371,425.59753,0.51232,425.59753,0.49305,425.59753,0.88747
425.70694,0.32558,425.70694,0.51748,425.70694,0.50048,425.70694,0.89831
425.81641,0.36824,425.81641,0.52274,425.81641,0.5081,425.81641,0.90882
425.92593,0.42213,425.92593,0.52811,425.92593,0.51593,425.92593,0.91896
426.0355,0.48209,426.0355,0.53359,426.0355,0.52396,426.0355,0.92869
426.14514,0.53303,426.14514,0.53917,426.14514,0.5322,426.14514,0.93795
426.25483,0.55405,426.25483,0.54486,426.25483,0.54065,426.25483,0.9467
426.36457,0.53581,426.36457,0.55066,426.36457,0.54931,426.36457,0.9549
426.47438,0.48999,426.47438,0.55657,426.47438,0.55818,426.47438,0.96249
426.58423,0.43586,426.58423,0.56259,426.58423,0.56728,426.58423,0.96944
426.69415,0.38601,426.69415,0.56872,426.69415,0.57658,426.69415,0.97571
426.80412,0.34479,426.80412,0.57497,426.80412,0.58611,426.80412,0.98124
426.91415,0.31217,426.91415,0.58132,426.91415,0.59586,426.91415,0.986
427.02424,0.28666,427.02424,0.58778,427.02424,0.60582,427.02424,0.98996
427.13438,0.26665,427.13438,0.59435,427.13438,0.61599,427.13438,0.99309
427.24458,0.2508,427.24458,0.60104,427.24458,0.62638,427.24458,0.99536
427.35484,0.23808,427.35484,0.60783,427.35484,0.63697,427.35484,0.99674
427.46515,0.22773,427.46515,0.61473,427.46515,0.64777,427.46515,0.99721
427.57552,0.21919,427.57552,0.62173,427.57552,0.65877,427.57552,0.99677
427.68595,0.21205,427.68595,0.62884,427.68595,0.66996,427.68595,0.9954
427.79644,0.20601,427.79644,0.63605,427.79644,0.68133,427.79644,0.99311
427.90698,0.20085,427.90698,0.64336,427.90698,0.69288,427.90698,0.98988
428.01758,0.1964,428.01758,0.65077,428.01758,0.70458,428.01758,0.98574
428.12823,0.19252,428.12823,0.65828,428.12823,0.71644,428.12823,0.9807
428.23894,0.18911,428.23894,0.66587,428.23894,0.72842,428.23894,0.97477
428.34972,0.18611,428.34972,0.67356,428.34972,0.74052,428.34972,0.96799
428.46054,0.18343,428.46054,0.68132,428.46054,0.75272,428.46054,0.9604
428.57143,0.18105,428.57143,0.68917,428.57143,0.76499,428.57143,0.95203
428.68237,0.17891,428.68237,0.69709,428.68237,0.77731,428.68237,0.94294
428.79337,0.17698,428.79337,0.70507,428.79337,0.78966,428.79337,0.93318
428.90443,0.17525,428.90443,0.71312,428.90443,0.80201,428.90443,0.92277
429.01554,0.17369,429.01554,0.72121,429.01554,0.81433,429.01554,0.91171
429.12672,0.17228,429.12672,0.72936,429.12672,0.82658,429.12672,0.90004
429.23795,0.17101,429.23795,0.73754,429.23795,0.83874,429.23795,0.88777
429.34924,0.16986,429.34924,0.74576,429.34924,0.85076,429.34924,0.87495
429.46058,0.16884,429.46058,0.75399,429.46058,0.86261,429.46058,0.86164
429.57198,0.16792,429.57198,0.76223,429.57198,0.87425,429.57198,0.8479
429.68345,0.16711,429.68345,0.77048,429.68345,0.88563,429.68345,0.83378
429.79496,0.1664,429.79496,0.77871,429.79496,0.89672,429.79496,0.81933
429.90654,0.16579,429.90654,0.78692,429.90654,0.90747,429.90654,0.8046
430.01818,0.16528,430.01818,0.79509,430.01818,0.91783,430.01818,0.78965
430.12987,0.16486,430.12987,0.80322,430.12987,0.92776,430.12987,0.7745
430.24162,0.16453,430.24162,0.81128,430.24162,0.93722,430.24162,0.7592
430.35343,0.1643,430.35343,0.81927,430.35343,0.94615,430.35343,0.74379
430.4653,0.16416,430.4653,0.82716,430.4653,0.95452,430.4653,0.7283
430.57722,0.16413,430.57722,0.83495,430.57722,0.96228,430.57722,0.71277
430.68921,0.16419,430.68921,0.84262,430.68921,0.9694,430.68921,0.69723
430.80125,0.16437,430.80125,0.85014,430.80125,0.97583,430.80125,0.68171
430.91335,0.16465,430.91335,0.85751,430.91335,0.98153,430.91335,0.66623
431.02551,0.16506,431.02551,0.8647,431.02551,0.98649,431.02551,0.65084
431.13772,0.16559,431.13772,0.87171,431.13772,0.99066,431.13772,0.63554
431.25,0.16625,431.25,0.87851,431.25,0.99402,431.25,0.62037
431.36233,0.16707,431.36233,0.88508,431.36233,0.99655,431.36233,0.60535
431.47473,0.16804,431.47473,0.8914,431.47473,0.99825,431.47473,0.5905
431.58718,0.16918,431.58718,0.89747,431.58718,0.99909,431.58718,0.57586
431.69969,0.17051,431.69969,0.90325,431.69969,0.99907,431.69969,0.56144
431.81226,0.17205,431.81226,0.90874,431.81226,0.99819,431.81226,0.54727
431.92488,0.17382,431.92488,0.91392,431.92488,0.99646,431.92488,0.5334
432.03757,0.17584,432.03757,0.91877,432.03757,0.99389,432.03757,0.51985
432.15031,0.17815,432.15031,0.92327,432.15031,0.99048,432.15031,0.50667
432.26312,0.18077,432.26312,0.92741,432.26312,0.98627,432.26312,0.49391
432.37598,0.18375,432.37598,0.93117,432.37598,0.98127,432.37598,0.48164
432.4889,0.18712,432.4889,0.93455,432.4889,0.97551,432.4889,0.46992
432.60188,0.19095,432.60188,0.93752,432.60188,0.96903,432.60188,0.45886
432.71492,0.19528,432.71492,0.94008,432.71492,0.96185,432.71492,0.44857
432.82802,0.20019,432.82802,0.94222,432.82802,0.95402,432.82802,0.43918
432.94118,0.20575,432.94118,0.94393,432.94118,0.94557,432.94118,0.43088
433.05439,0.21205,433.05439,0.9452,433.05439,0.93655,433.05439,0.42387
433.16767,0.21919,433.16767,0.94602,433.16767,0.92699,433.16767,0.4184
433.281,0.22727,433.281,0.9464,433.281,0.91694,433.281,0.4148
433.3944,0.23642,433.3944,0.94632,433.3944,0.90645,433.3944,0.41341
433.50785,0.24677,433.50785,0.94579,433.50785,0.89556,433.50785,0.41466
433.62137,0.25844,433.62137,0.9448,433.62137,0.8843,433.62137,0.419
433.73494,0.27155,433.73494,0.94336,433.73494,0.87273,433.73494,0.42694
433.84857,0.28622,433.84857,0.94147,433.84857,0.86088,433.84857,0.43893
433.96226,0.30248,433.96226,0.93914,433.96226,0.8488,433.96226,0.45537
434.07602,0.32034,434.07602,0.93637,434.07602,0.83652,434.07602,0.47648
434.18983,0.33964,434.18983,0.93318,434.18983,0.82408,434.18983,0.50217
434.3037,0.36006,434.3037,0.92956,434.3037,0.81151,434.3037,0.53195
434.41763,0.38106,434.41763,0.92553,434.41763,0.79885,434.41763,0.56481
434.53162,0.40184,434.53162,0.92111,434.53162,0.78613,434.53162,0.59927
434.64567,0.42131,434.64567,0.9163,434.64567,0.77337,434.64567,0.63343
434.75978,0.43821,434.75978,0.91112,434.75978,0.76061,434.75978,0.66527
434.87395,0.45121,434.87395,0.90559,434.87395,0.74786,434.87395,0.69295
434.98818,0.4592,434.98818,0.89972,434.98818,0.73516,434.98818,0.71507
435.10247,0.46146,435.10247,0.89352,435.10247,0.72251,435.10247,0.73089
435.21682,0.45785,435.21682,0.88703,435.21682,0.70995,435.21682,0.74029
435.33123,0.44883,435.33123,0.88025,435.33123,0.69748,435.33123,0.74371
435.4457,0.43536,435.4457,0.8732,435.4457,0.68513,435.4457,0.74194
435.56023,0.41865,435.56023,0.8659,435.56023,0.6729,435.56023,0.73592
435.67482,0.39994,435.67482,0.85837,435.67482,0.6608,435.67482,0.72664
435.78947,0.38036,435.78947,0.85064,435.78947,0.64886,435.78947,0.71497
435.90419,0.36078,435.90419,0.84271,435.90419,0.63707,435.90419,0.70168
436.01896,0.34184,436.01896,0.83461,436.01896,0.62545,436.01896,0.68739
436.13379,0.32397,436.13379,0.82636,436.13379,0.614,436.13379,0.67256
436.24868,0.30737,436.24868,0.81797,436.24868,0.60272,436.24868,0.65756
436.36364,0.29216,436.36364,0.80947,436.36364,0.59163,436.36364,0.64266
436.47865,0.27832,436.47865,0.80086,436.47865,0.58073,436.47865,0.62802
436.59373,0.26582,436.59373,0.79218,436.59373,0.57002,436.59373,0.61378
436.70886,0.25456,436.70886,0.78343,436.70886,0.55949,436.70886,0.60002
436.82406,0.24444,436.82406,0.77463,436.82406,0.54917,436.82406,0.58678
436.93931,0.23536,436.93931,0.7658,436.93931,0.53904,436.93931,0.57409
437.05463,0.22722,437.05463,0.75695,437.05463,0.52911,437.05463,0.56195
437.17001,0.2199,437.17001,0.7481,437.17001,0.51937,437.17001,0.55036
437.28545,0.21334,437.28545,0.73925,437.28545,0.50984,437.28545,0.5393
437.40095,0.20744,437.40095,0.73043,437.40095,0.50051,437.40095,0.52876
437.51651,0.20213,437.51651,0.72165,437.51651,0.49138,437.51651,0.51872
437.63214,0.19734,437.63214,0.71291,437.63214,0.48245,437.63214,0.50915
437.74782,0.19303,437.74782,0.70423,437.74782,0.47373,437.74782,0.50003
437.86356,0.18914,437.86356,0.69561,437.86356,0.4652,437.86356,0.49134
437.97937,0.18563,437.97937,0.68708,437.97937,0.45689,437.97937,0.48305
438.09524,0.18246,438.09524,0.67862,438.09524,0.44877,438.09524,0.47515
438.21117,0.17959,438.21117,0.67026,438.21117,0.44086,438.21117,0.46761
438.32716,0.177,438.32716,0.66201,438.32716,0.43315,438.32716,0.46041
438.44321,0.17466,438.44321,0.65386,438.44321,0.42565,438.44321,0.45354
438.55932,0.17255,438.55932,0.64582,438.55932,0.41836,438.55932,0.44697
438.6755,0.17065,438.6755,0.63791,438.6755,0.41128,438.6755,0.44069
438.79173,0.16894,438.79173,0.63012,438.79173,0.4044,438.79173,0.43469
438.90803,0.1674,438.90803,0.62246,438.90803,0.39774,438.90803,0.42895
439.02439,0.16603,439.02439,0.61493,439.02439,0.3913,439.02439,0.42345
439.14081,0.16481,439.14081,0.60754,439.14081,0.38506,439.14081,0.41819
439.25729,0.16373,439.25729,0.60029,439.25729,0.37905,439.25729,0.41315
439.37384,0.16278,439.37384,0.59319,439.37384,0.37326,439.37384,0.40832
439.49045,0.16196,439.49045,0.58623,439.49045,0.36768,439.49045,0.4037
439.60711,0.16126,439.60711,0.57943,439.60711,0.36234,439.60711,0.39927
439.72384,0.16067,439.72384,0.57277,439.72384,0.35721,439.72384,0.39502
439.84064,0.16019,439.84064,0.56626,439.84064,0.35232,439.84064,0.39095
439.95749,0.15981,439.95749,0.55991,439.95749,0.34766,439.95749,0.38705
440.07441,0.15953,440.07441,0.55371,440.07441,0.34323,440.07441,0.38332
440.19139,0.15935,440.19139,0.54766,440.19139,0.33903,440.19139,0.37973
440.30843,0.15927,440.30843,0.54177,440.30843,0.33507,440.30843,0.3763
440.42553,0.15929,440.42553,0.53603,440.42553,0.33134,440.42553,0.37301
440.5427,0.15939,440.5427,0.53045,440.5427,0.32786,440.5427,0.36986
440.65993,0.15959,440.65993,0.52503,440.65993,0.32461,440.65993,0.36684
440.77722,0.15989,440.77722,0.51975,440.77722,0.32159,440.77722,0.36396
440.89457,0.16028,440.89457,0.51464,440.89457,0.31881,440.89457,0.3612
441.01198,0.16076,441.01198,0.50967,441.01198,0.31627,441.01198,0.35856
441.12946,0.16135,441.12946,0.50486,441.12946,0.31397,441.12946,0.35603
441.247,0.16203,441.247,0.5002,441.247,0.31189,441.247,0.35363
441.36461,0.16282,441.36461,0.49569,441.36461,0.31004,441.36461,0.35133
441.48227,0.16372,441.48227,0.49133,441.48227,0.30842,441.48227,0.34914
441.6,0.16473,441.6,0.48712,441.6,0.30702,441.6,0.34706
441.71779,0.16585,441.71779,0.48305,441.71779,0.30583,441.71779,0.34509
441.83565,0.1671,441.83565,0.47914,441.83565,0.30486,441.83565,0.34321
441.95356,0.16848,441.95356,0.47536,441.95356,0.30409,441.95356,0.34144
442.07154,0.17,442.07154,0.47173,442.07154,0.30352,442.07154,0.33976
442.18959,0.17167,442.18959,0.46825,442.18959,0.30314,442.18959,0.33818
442.30769,0.1735,442.30769,0.4649,442.30769,0.30295,442.30769,0.33669
442.42586,0.1755,442.42586,0.46169,442.42586,0.30293,442.42586,0.3353
442.54409,0.17769,442.54409,0.45862,442.54409,0.30309,442.54409,0.334
442.66239,0.18008,442.66239,0.45569,442.66239,0.3034,442.66239,0.33279
442.78075,0.1827,442.78075,0.45289,442.78075,0.30387,442.78075,0.33167
442.89917,0.18556,442.89917,0.45023,442.89917,0.30448,442.89917,0.33064
443.01766,0.18869,443.01766,0.44769,443.01766,0.30523,443.01766,0.3297
443.13621,0.19213,443.13621,0.44529,443.13621,0.3061,443.13621,0.32885
443.25482,0.1959,443.25482,0.44301,443.25482,0.30709,443.25482,0.32809
443.37349,0.20005,443.37349,0.44087,443.37349,0.30819,443.37349,0.32742
443.49223,0.20462,443.49223,0.43885,443.49223,0.30939,443.49223,0.32684
443.61104,0.20969,443.61104,0.43695,443.61104,0.31068,443.61104,0.32634
443.7299,0.21531,443.7299,0.43518,443.7299,0.31206,443.7299,0.32594
443.84883,0.22157,443.84883,0.43352,443.84883,0.3135,443.84883,0.32562
443.96783,0.22858,443.96783,0.43199,443.96783,0.31502,443.96783,0.3254
444.08689,0.23646,444.08689,0.43058,444.08689,0.3166,444.08689,0.32527
444.20601,0.24537,444.20601,0.42928,444.20601,0.31822,444.20601,0.32523
444.32519,0.25549,444.32519,0.4281,444.32519,0.3199,444.32519,0.32528
444.44444,0.26707,444.44444,0.42703,444.44444,0.32161,444.44444,0.32543
444.56376,0.28041,444.56376,0.42607,444.56376,0.32336,444.56376,0.32568
444.68314,0.2959,444.68314,0.42523,444.68314,0.32513,444.68314,0.32603
444.80258,0.31403,444.80258,0.4245,444.80258,0.32692,444.80258,0.32647
444.92208,0.33544,444.92208,0.42387,444.92208,0.32874,444.92208,0.32702
445.04166,0.36097,445.04166,0.42335,445.04166,0.33056,445.04166,0.32767
445.16129,0.39168,445.16129,0.42294,445.16129,0.33239,445.16129,0.32842
445.28099,0.42896,445.28099,0.42264,445.28099,0.33423,445.28099,0.32929
445.40075,0.47454,445.40075,0.42243,445.40075,0.33607,445.40075,0.33027
445.52058,0.53048,445.52058,0.42233,445.52058,0.3379,445.52058,0.33136
445.64047,0.59886,445.64047,0.42233,445.64047,0.33973,445.64047,0.33257
445.76043,0.68099,445.76043,0.42243,445.76043,0.34155,445.76043,0.3339
445.88045,0.77532,445.88045,0.42262,445.88045,0.34336,445.88045,0.33535
446.00054,0.87362,446.00054,0.42291,446.00054,0.34516,446.00054,0.33693
446.12069,0.95658,446.12069,0.4233,446.12069,0.34695,446.12069,0.33865
446.24091,0.9951,446.24091,0.42378,446.24091,0.34871,446.24091,0.34049
446.36119,0.96609,446.36119,0.42436,446.36119,0.35047,446.36119,0.34248
446.48153,0.87378,446.48153,0.42503,446.48153,0.3522,446.48153,0.34461
446.60194,0.74871,446.60194,0.42578,446.60194,0.35391,446.60194,0.34689
446.72242,0.6236,446.72242,0.42663,446.72242,0.3556,446.72242,0.34932
446.84296,0.5168,446.84296,0.42756,446.84296,0.35728,446.84296,0.3519
446.96356,0.43295,446.96356,0.42858,446.96356,0.35893,446.96356,0.35465
447.08423,0.36982,447.08423,0.42969,447.08423,0.36056,447.08423,0.35756
447.20497,0.32318,447.20497,0.43088,447.20497,0.36217,447.20497,0.36063
447.32577,0.28899,447.32577,0.43215,447.32577,0.36375,447.32577,0.36388
447.44664,0.264,447.44664,0.43351,447.44664,0.36532,447.44664,0.3673
447.56757,0.2458,447.56757,0.43494,447.56757,0.36686,447.56757,0.3709
447.68856,0.23264,447.68856,0.43645,447.68856,0.36838,447.68856,0.37467
447.80963,0.22325,447.80963,0.43804,447.80963,0.36988,447.80963,0.37863
447.93075,0.21673,447.93075,0.43971,447.93075,0.37136,447.93075,0.38276
448.05195,0.21242,448.05195,0.44145,448.05195,0.37281,448.05195,0.38706
448.17321,0.20984,448.17321,0.44327,448.17321,0.37425,448.17321,0.39153
448.29453,0.20863,448.29453,0.44516,448.29453,0.37567,448.29453,0.39616
448.41592,0.20853,448.41592,0.44712,448.41592,0.37706,448.41592,0.40095
448.53738,0.20935,448.53738,0.44914,448.53738,0.37844,448.53738,0.40587
448.6589,0.21093,448.6589,0.45124,448.6589,0.3798,448.6589,0.41092
448.78049,0.21316,448.78049,0.45341,448.78049,0.38114,448.78049,0.41606
448.90214,0.21595,448.90214,0.45564,448.90214,0.38246,448.90214,0.42127
449.02386,0.21923,449.02386,0.45793,449.02386,0.38376,449.02386,0.42653
449.14565,0.22295,449.14565,0.46029,449.14565,0.38505,449.14565,0.43178
449.2675,0.22708,449.2675,0.46271,449.2675,0.38632,449.2675,0.43698
449.38942,0.23158,449.38942,0.46519,449.38942,0.38758,449.38942,0.44209
449.5114,0.23642,449.5114,0.46773,449.5114,0.38882,449.5114,0.44704
449.63345,0.24158,449.63345,0.47033,449.63345,0.39004,449.63345,0.45177
449.75557,0.24706,449.75557,0.47298,449.75557,0.39126,449.75557,0.45621
449.87775,0.25284,449.87775,0.47569,449.87775,0.39245,449.87775,0.46029
450,0.25891,450,0.47845,450,0.39364,450,0.46392
450.12232,0.26526,450.12232,0.48126,450.12232,0.39481,450.12232,0.46704
450.2447,0.27189,450.2447,0.48412,450.2447,0.39597,450.2447,0.46957
450.36715,0.2788,450.36715,0.48703,450.36715,0.39712,450.36715,0.47144
450.48966,0.28598,450.48966,0.48999,450.48966,0.39826,450.48966,0.4726
450.61224,0.29344,450.61224,0.49299,450.61224,0.39938,450.61224,0.47301
450.73489,0.30116,450.73489,0.49604,450.73489,0.4005,450.73489,0.47263
450.85761,0.30915,450.85761,0.49913,450.85761,0.40161,450.85761,0.47147
450.98039,0.3174,450.98039,0.50227,450.98039,0.40271,450.98039,0.46954
451.10324,0.32592,451.10324,0.50544,451.10324,0.40379,451.10324,0.46687
451.22616,0.33469,451.22616,0.50865,451.22616,0.40487,451.22616,0.46351
451.34914,0.34373,451.34914,0.5119,451.34914,0.40595,451.34914,0.45954
451.47219,0.35301,451.47219,0.51518,451.47219,0.40701,451.47219,0.45505
451.59531,0.36255,451.59531,0.5185,451.59531,0.40807,451.59531,0.45012
451.71849,0.37233,451.71849,0.52185,451.71849,0.40912,451.71849,0.44487
451.84175,0.38234,451.84175,0.52523,451.84175,0.41016,451.84175,0.43941
451.96507,0.39258,451.96507,0.52864,451.96507,0.4112,451.96507,0.43384
452.08845,0.40304,452.08845,0.53207,452.08845,0.41223,452.08845,0.42825
452.21191,0.4137,452.21191,0.53554,452.21191,0.41325,452.21191,0.42275
452.33543,0.42456,452.33543,0.53903,452.33543,0.41427,452.33543,0.41741
452.45902,0.4356,452.45902,0.54254,452.45902,0.41529,452.45902,0.41232
452.58267,0.44681,452.58267,0.54607,452.58267,0.4163,452.58267,0.40752
452.7064,0.45816,452.7064,0.54962,452.7064,0.4173,452.7064,0.40307
452.83019,0.46963,452.83019,0.55319,452.83019,0.4183,452.83019,0.399
452.95405,0.48122,452.95405,0.55678,452.95405,0.4193,452.95405,0.39535
453.07798,0.49288,453.07798,0.56038,453.07798,0.42029,453.07798,0.39214
453.20197,0.5046,453.20197,0.564,453.20197,0.42128,453.20197,0.38938
453.32603,0.51636,453.32603,0.56762,453.32603,0.42227,453.32603,0.38708
453.45016,0.52811,453.45016,0.57126,453.45016,0.42325,453.45016,0.38524
453.57436,0.53984,453.57436,0.57491,453.57436,0.42423,453.57436,0.38385
453.69863,0.5515,453.69863,0.57857,453.69863,0.4252,453.69863,0.38292
453.82297,0.56307,453.82297,0.58223,453.82297,0.42618,453.82297,0.38243
453.94737,0.57452,453.94737,0.5859,453.94737,0.42715,453.94737,0.38237
454.07184,0.5858,454.07184,0.58957,454.07184,0.42812,454.07184,0.38274
454.19638,0.59689,454.19638,0.59325,454.19638,0.42909,454.19638,0.38353
454.32099,0.60774,454.32099,0.59692,454.32099,0.43005,454.32099,0.38472
454.44566,0.61832,454.44566,0.6006,454.44566,0.43102,454.44566,0.3863
454.57041,0.6286,454.57041,0.60427,454.57041,0.43198,454.57041,0.38826
454.69522,0.63854,454.69522,0.60794,454.69522,0.43294,454.69522,0.39059
454.8201,0.64811,454.8201,0.6116,454.8201,0.4339,454.8201,0.39328
454.94505,0.65727,454.94505,0.61526,454.94505,0.43485,454.94505,0.39633
455.07007,0.666,455.07007,0.61891,455.07007,0.43581,455.07007,0.39971
455.19516,0.67427,455.19516,0.62256,455.19516,0.43676,455.19516,0.40344
455.32032,0.68204,455.32032,0.62619,455.32032,0.43772,455.32032,0.40749
455.44554,0.68931,455.44554,0.62981,455.44554,0.43867,455.44554,0.41187
455.57084,0.69603,455.57084,0.63342,455.57084,0.43962,455.57084,0.41656
455.6962,0.70221,455.6962,0.63702,455.6962,0.44058,455.6962,0.42157
455.82164,0.70782,455.82164,0.6406,455.82164,0.44153,455.82164,0.42688
455.94714,0.71286,455.94714,0.64417,455.94714,0.44248,455.94714,0.43249
456.07271,0.71731,456.07271,0.64772,456.07271,0.44343,456.07271,0.4384
456.19835,0.72117,456.19835,0.65125,456.19835,0.44438,456.19835,0.44461
456.32406,0.72443,456.32406,0.65476,456.32406,0.44533,456.32406,0.4511
456.44983,0.72711,456.44983,0.65825,456.44983,0.44627,456.44983,0.45789
456.57568,0.72921,456.57568,0.66173,456.57568,0.44722,456.57568,0.46496
456.7016,0.73073,456.7016,0.66518,456.7016,0.44817,456.7016,0.47232
456.82759,0.73168,456.82759,0.66861,456.82759,0.44912,456.82759,0.47996
456.95364,0.73209,456.95364,0.67201,456.95364,0.45007,456.95364,0.48787
457.07977,0.73195,457.07977,0.67539,457.07977,0.45102,457.07977,0.49606
457.20596,0.7313,457.20596,0.67875,457.20596,0.45197,457.20596,0.50452
457.33223,0.73016,457.33223,0.68208,457.33223,0.45291,457.33223,0.51325
457.45856,0.72853,457.45856,0.68538,457.45856,0.45386,457.45856,0.52224
457.58497,0.72645,457.58497,0.68865,457.58497,0.45481,457.58497,0.53149
457.71144,0.72394,457.71144,0.6919,457.71144,0.45576,457.71144,0.54099
457.83799,0.72102,457.83799,0.69512,457.83799,0.45671,457.83799,0.55075
457.9646,0.71772,457.9646,0.6983,457.9646,0.45766,457.9646,0.56075
458.09129,0.71407,458.09129,0.70146,458.09129,0.45861,458.09129,0.57098
458.21804,0.71008,458.21804,0.70459,458.21804,0.45956,458.21804,0.58145
458.34487,0.70579,458.34487,0.70768,458.34487,0.46051,458.34487,0.59213
458.47176,0.70121,458.47176,0.71074,458.47176,0.46146,458.47176,0.60303
458.59873,0.69638,458.59873,0.71377,458.59873,0.46241,458.59873,0.61413
458.72576,0.69131,458.72576,0.71677,458.72576,0.46336,458.72576,0.62541
458.85287,0.68603,458.85287,0.71973,458.85287,0.46431,458.85287,0.63687
458.98004,0.68056,458.98004,0.72266,458.98004,0.46526,458.98004,0.6485
459.10729,0.67493,459.10729,0.72556,459.10729,0.46621,459.10729,0.66026
459.23461,0.66915,459.23461,0.72842,459.23461,0.46716,459.23461,0.67216
459.362,0.66324,459.362,0.73124,459.362,0.46812,459.362,0.68417
459.48946,0.65722,459.48946,0.73403,459.48946,0.46907,459.48946,0.69628
459.61699,0.65111,459.61699,0.73679,459.61699,0.47002,459.61699,0.70845
459.74459,0.64492,459.74459,0.7395,459.74459,0.47098,459.74459,0.72068
459.87226,0.63868,459.87226,0.74219,459.87226,0.47193,459.87226,0.73293
460,0.63239,460,0.74483,460,0.47288,460,0.74518
