WL,Al,WL,Cr,WL,Cu,WL,Au
388.64116,0.65198,388.64116,0.49504,388.64116,0.43112,388.64116,0.81985
388.73239,0.67995,388.73239,0.49386,388.73239,0.43194,388.73239,0.83633
388.82367,0.7098,388.82367,0.49289,388.82367,0.43296,388.82367,0.85263
388.91498,0.74139,388.91498,0.49215,388.91498,0.43421,388.91498,0.86866
389.00634,0.77444,389.00634,0.49163,389.00634,0.43569,389.00634,0.8843
389.09774,0.8085,389.09774,0.49134,389.09774,0.4374,389.09774,0.89942
389.18919,0.84296,389.18919,0.49128,389.18919,0.43935,389.18919,0.9139
389.28068,0.87693,389.28068,0.49146,389.28068,0.44155,389.28068,0.92762
389.37221,0.90934,389.37221,0.49187,389.37221,0.444,389.37221,0.94044
389.46378,0.93889,389.46378,0.49253,389.46378,0.44672,389.46378,0.95224
389.5554,0.96412,389.5554,0.49344,389.5554,0.44972,389.5554,0.9629
389.64706,0.98356,389.64706,0.4946,389.64706,0.453,389.64706,0.9723
389.73876,0.99586,389.73876,0.49601,389.73876,0.45657,389.73876,0.98035
389.83051,0.99998,389.83051,0.49769,389.83051,0.46045,389.83051,0.98695
389.9223,0.99535,389.9223,0.49964,389.9223,0.46465,389.9223,0.99203
390.01413,0.98195,390.01413,0.50185,390.01413,0.46918,390.01413,0.99555
390.10601,0.96038,390.10601,0.50435,390.10601,0.47405,390.10601,0.99745
390.19793,0.93171,390.19793,0.50712,390.19793,0.47927,390.19793,0.99773
390.28989,0.8974,390.28989,0.51019,390.28989,0.48487,390.28989,0.9964
390.3819,0.85905,390.3819,0.51355,390.3819,0.49086,390.3819,0.99347
390.47394,0.81825,390.47394,0.51721,390.47394,0.49724,390.47394,0.989
390.56604,0.77643,390.56604,0.52117,390.56604,0.50404,390.56604,0.98304
390.65817,0.73481,390.65817,0.52545,390.65817,0.51127,390.65817,0.97568
390.75035,0.69431,390.75035,0.53004,390.75035,0.51895,390.75035,0.967
390.84258,0.65559,390.84258,0.53496,390.84258,0.52709,390.84258,0.95711
390.93484,0.61909,390.93484,0.5402,390.93484,0.53572,390.93484,0.94612
391.02715,0.58503,391.02715,0.54578,391.02715,0.54484,391.02715,0.93414
391.11951,0.55353,391.11951,0.55169,391.11951,0.55448,391.11951,0.9213
391.21191,0.52456,391.21191,0.55795,391.21191,0.56465,391.21191,0.9077
391.30435,0.49804,391.30435,0.56455,391.30435,0.57535,391.30435,0.89348
391.39683,0.47384,391.39683,0.5715,391.39683,0.58661,391.39683,0.87874
391.48936,0.4518,391.48936,0.5788,391.48936,0.59844,391.48936,0.8636
391.58193,0.43176,391.58193,0.58646,391.58193,0.61084,391.58193,0.84815
391.67455,0.41354,391.67455,0.59447,391.67455,0.62381,391.67455,0.83249
391.76721,0.39698,391.76721,0.60283,391.76721,0.63737,391.76721,0.8167
391.85991,0.38193,391.85991,0.61154,391.85991,0.6515,391.85991,0.80087
391.95266,0.36823,391.95266,0.6206,391.95266,0.66619,391.95266,0.78507
392.04545,0.35576,392.04545,0.62999,392.04545,0.68144,392.04545,0.76936
392.13829,0.34439,392.13829,0.63973,392.13829,0.69722,392.13829,0.7538
392.23117,0.33401,392.23117,0.64979,392.23117,0.71349,392.23117,0.73843
392.32409,0.32452,392.32409,0.66016,392.32409,0.73022,392.32409,0.7233
392.41706,0.31583,392.41706,0.67083,392.41706,0.74736,392.41706,0.70843
392.51007,0.30787,392.51007,0.68179,392.51007,0.76483,392.51007,0.69387
392.60313,0.30056,392.60313,0.69301,392.60313,0.78258,392.60313,0.67962
392.69623,0.29384,392.69623,0.70447,392.69623,0.8005,392.69623,0.66572
392.78937,0.28764,392.78937,0.71615,392.78937,0.8185,392.78937,0.65216
392.88256,0.28193,392.88256,0.72802,392.88256,0.83646,392.88256,0.63897
392.97579,0.27666,392.97579,0.74005,392.97579,0.85425,392.97579,0.62615
393.06907,0.27177,393.06907,0.75219,393.06907,0.87172,393.06907,0.61369
393.16239,0.26725,393.16239,0.76442,393.16239,0.88873,393.16239,0.60162
393.25576,0.26306,393.25576,0.77669,393.25576,0.9051,393.25576,0.58991
393.34917,0.25916,393.34917,0.78896,393.34917,0.92067,393.34917,0.57857
393.44262,0.25553,393.44262,0.80117,393.44262,0.93527,393.44262,0.56759
393.53612,0.25215,393.53612,0.81328,393.53612,0.94871,393.53612,0.55698
393.62966,0.249,393.62966,0.82523,393.62966,0.96083,393.62966,0.54671
393.72325,0.24606,393.72325,0.83697,393.72325,0.97147,393.72325,0.53679
393.81688,0.24331,393.81688,0.84845,393.81688,0.98049,393.81688,0.5272
393.91056,0.24073,393.91056,0.8596,393.91056,0.98775,393.91056,0.51794
394.00428,0.23832,394.00428,0.87036,394.00428,0.99317,394.00428,0.509
394.09805,0.23606,394.09805,0.88069,394.09805,0.99666,394.09805,0.50036
394.19186,0.23393,394.19186,0.89051,394.19186,0.99817,394.19186,0.49202
394.28571,0.23194,394.28571,0.89978,394.28571,0.9977,394.28571,0.48397
394.37961,0.23006,394.37961,0.90845,394.37961,0.99526,394.37961,0.47619
394.47356,0.22829,394.47356,0.91646,394.47356,0.99089,394.47356,0.46869
394.56755,0.22662,394.56755,0.92377,394.56755,0.98467,394.56755,0.46144
394.66158,0.22505,394.66158,0.93034,394.66158,0.97669,394.66158,0.45444
394.75566,0.22357,394.75566,0.93614,394.75566,0.96708,394.75566,0.44769
394.84979,0.22217,394.84979,0.94112,394.84979,0.95597,394.84979,0.44117
394.94395,0.22085,394.94395,0.94528,394.94395,0.94352,394.94395,0.43487
395.03817,0.2196,395.03817,0.94859,395.03817,0.92989,395.03817,0.42878
395.13243,0.21842,395.13243,0.95103,395.13243,0.91523,395.13243,0.4229
395.22673,0.2173,395.22673,0.95262,395.22673,0.89972,395.22673,0.41722
395.32108,0.21624,395.32108,0.95334,395.32108,0.88351,395.32108,0.41173
395.41547,0.21523,395.41547,0.95322,395.41547,0.86675,395.41547,0.40643
395.50991,0.21428,395.50991,0.95225,395.50991,0.84959,395.50991,0.4013
395.6044,0.21338,395.6044,0.95047,395.6044,0.83215,395.6044,0.39634
395.69892,0.21253,395.69892,0.94789,395.69892,0.81457,395.69892,0.39155
395.7935,0.21172,395.7935,0.94456,395.7935,0.79694,395.7935,0.38691
395.88812,0.21095,395.88812,0.94049,395.88812,0.77937,395.88812,0.38242
395.98278,0.21023,395.98278,0.93574,395.98278,0.76194,395.98278,0.37808
396.07749,0.20954,396.07749,0.93034,396.07749,0.74472,396.07749,0.37388
396.17225,0.20888,396.17225,0.92433,396.17225,0.72778,396.17225,0.36981
396.26705,0.20826,396.26705,0.91776,396.26705,0.71115,396.26705,0.36587
396.3619,0.20768,396.3619,0.91068,396.3619,0.69489,396.3619,0.36205
396.45679,0.20712,396.45679,0.90312,396.45679,0.67903,396.45679,0.35836
396.55172,0.2066,396.55172,0.89514,396.55172,0.66358,396.55172,0.35478
396.64671,0.2061,396.64671,0.88678,396.64671,0.64858,396.64671,0.35131
396.74173,0.20563,396.74173,0.87809,396.74173,0.63403,396.74173,0.34795
396.83681,0.20519,396.83681,0.8691,396.83681,0.61994,396.83681,0.34469
396.93193,0.20477,396.93193,0.85987,396.93193,0.60631,396.93193,0.34153
397.02709,0.20437,397.02709,0.85042,397.02709,0.59314,397.02709,0.33847
397.1223,0.204,397.1223,0.8408,397.1223,0.58043,397.1223,0.3355
397.21756,0.20365,397.21756,0.83104,397.21756,0.56817,397.21756,0.33263
397.31286,0.20332,397.31286,0.82117,397.31286,0.55636,397.31286,0.32984
397.40821,0.20301,397.40821,0.81124,397.40821,0.54498,397.40821,0.32714
397.5036,0.20273,397.5036,0.80125,397.5036,0.53403,397.5036,0.32453
397.59904,0.20246,397.59904,0.79125,397.59904,0.52349,397.59904,0.32201
397.69452,0.20221,397.69452,0.78126,397.69452,0.51335,397.69452,0.31957
397.79006,0.20198,397.79006,0.77129,397.79006,0.50359,397.79006,0.31722
397.88563,0.20177,397.88563,0.76137,397.88563,0.49421,397.88563,0.31493
397.98125,0.20157,397.98125,0.75151,397.98125,0.48518,397.98125,0.31265
398.07692,0.20139,398.07692,0.74174,398.07692,0.47651,398.07692,0.31032
398.17264,0.20123,398.17264,0.73206,398.17264,0.46816,398.17264,0.30795
398.2684,0.20109,398.2684,0.72249,398.2684,0.46014,398.2684,0.30566
398.3642,0.20096,398.3642,0.71304,398.3642,0.45242,398.3642,0.3035
398.46006,0.20084,398.46006,0.70371,398.46006,0.445,398.46006,0.30145
398.55596,0.20074,398.55596,0.69453,398.55596,0.43786,398.55596,0.29948
398.6519,0.20066,398.6519,0.68548,398.6519,0.43099,398.6519,0.29758
398.74789,0.20059,398.74789,0.67659,398.74789,0.42437,398.74789,0.29574
398.84393,0.20054,398.84393,0.66785,398.84393,0.41801,398.84393,0.29395
398.94001,0.2005,398.94001,0.65927,398.94001,0.41188,398.94001,0.2922
399.03614,0.20047,399.03614,0.65084,399.03614,0.40598,399.03614,0.29051
399.13232,0.20046,399.13232,0.64258,399.13232,0.4003,399.13232,0.28886
399.22854,0.20046,399.22854,0.63449,399.22854,0.39483,399.22854,0.28725
399.32481,0.20047,399.32481,0.62656,399.32481,0.38955,399.32481,0.28568
399.42113,0.2005,399.42113,0.61879,399.42113,0.38446,399.42113,0.28416
399.51749,0.20054,399.51749,0.61119,399.51749,0.37956,399.51749,0.28267
399.6139,0.2006,399.6139,0.60376,399.6139,0.37483,399.6139,0.28122
399.71035,0.20067,399.71035,0.59648,399.71035,0.37026,399.71035,0.27981
399.80686,0.20075,399.80686,0.58937,399.80686,0.36586,399.80686,0.27843
399.9034,0.20085,399.9034,0.58242,399.9034,0.36161,399.9034,0.27709
400,0.20096,400,0.57562,400,0.3575,400,0.27579
400.09664,0.20108,400.09664,0.56898,400.09664,0.35354,400.09664,0.27451
400.19333,0.20121,400.19333,0.5625,400.19333,0.3497,400.19333,0.27327
400.29007,0.20136,400.29007,0.55616,400.29007,0.346,400.29007,0.27206
400.38685,0.20153,400.38685,0.54998,400.38685,0.34242,400.38685,0.27087
400.48368,0.2017,400.48368,0.54393,400.48368,0.33896,400.48368,0.26972
400.58055,0.20189,400.58055,0.53804,400.58055,0.33561,400.58055,0.2686
400.67747,0.20209,400.67747,0.53228,400.67747,0.33237,400.67747,0.2675
400.77444,0.20231,400.77444,0.52666,400.77444,0.32923,400.77444,0.26644
400.87146,0.20254,400.87146,0.52117,400.87146,0.32619,400.87146,0.2654
400.96852,0.20279,400.96852,0.51581,400.96852,0.32325,400.96852,0.26438
401.06563,0.20304,401.06563,0.51058,401.06563,0.3204,401.06563,0.26339
401.16279,0.20332,401.16279,0.50548,401.16279,0.31764,401.16279,0.26243
401.26,0.2036,401.26,0.5005,401.26,0.31497,401.26,0.26148
401.35725,0.20391,401.35725,0.49564,401.35725,0.31237,401.35725,0.26057
401.45455,0.20422,401.45455,0.49089,401.45455,0.30986,401.45455,0.25967
401.55189,0.20455,401.55189,0.48626,401.55189,0.30742,401.55189,0.2588
401.64928,0.2049,401.64928,0.48174,401.64928,0.30505,401.64928,0.25795
401.74672,0.20526,401.74672,0.47732,401.74672,0.30276,401.74672,0.25712
401.84421,0.20564,401.84421,0.47301,401.84421,0.30053,401.84421,0.25632
401.94175,0.20603,401.94175,0.46881,401.94175,0.29837,401.94175,0.25553
402.03933,0.20644,402.03933,0.4647,402.03933,0.29627,402.03933,0.25476
402.13696,0.20687,402.13696,0.4607,402.13696,0.29423,402.13696,0.25402
402.23464,0.20731,402.23464,0.45678,402.23464,0.29224,402.23464,0.25329
402.33236,0.20777,402.33236,0.45296,402.33236,0.29032,402.33236,0.25258
402.43013,0.20824,402.43013,0.44923,402.43013,0.28845,402.43013,0.25189
402.52795,0.20874,402.52795,0.44559,402.52795,0.28663,402.52795,0.25122
402.62582,0.20925,402.62582,0.44203,402.62582,0.28486,402.62582,0.25057
402.72374,0.20978,402.72374,0.43856,402.72374,0.28314,402.72374,0.24993
402.8217,0.21033,402.8217,0.43517,402.8217,0.28147,402.8217,0.24931
402.91971,0.2109,402.91971,0.43186,402.91971,0.27985,402.91971,0.24871
403.01777,0.21148,403.01777,0.42862,403.01777,0.27826,403.01777,0.24812
403.11587,0.21209,403.11587,0.42546,403.11587,0.27673,403.11587,0.24756
403.21402,0.21272,403.21402,0.42237,403.21402,0.27523,403.21402,0.247
403.31223,0.21337,403.31223,0.41936,403.31223,0.27377,403.31223,0.24647
403.41048,0.21404,403.41048,0.41641,403.41048,0.27235,403.41048,0.24594
403.50877,0.21473,403.50877,0.41353,403.50877,0.27097,403.50877,0.24544
403.60712,0.21544,403.60712,0.41072,403.60712,0.26963,403.60712,0.24495
403.70551,0.21618,403.70551,0.40797,403.70551,0.26832,403.70551,0.24447
403.80395,0.21694,403.80395,0.40529,403.80395,0.26705,403.80395,0.24401
403.90244,0.21773,403.90244,0.40266,403.90244,0.26581,403.90244,0.24357
404.00098,0.21854,404.00098,0.4001,404.00098,0.2646,404.00098,0.24313
404.09956,0.21937,404.09956,0.39759,404.09956,0.26342,404.09956,0.24272
404.19819,0.22023,404.19819,0.39514,404.19819,0.26228,404.19819,0.24231
404.29688,0.22112,404.29688,0.39275,404.29688,0.26116,404.29688,0.24192
404.3956,0.22204,404.3956,0.39041,404.3956,0.26007,404.3956,0.24154
404.49438,0.22298,404.49438,0.38812,404.49438,0.25901,404.49438,0.24118
404.59321,0.22396,404.59321,0.38589,404.59321,0.25798,404.59321,0.24083
404.69208,0.22496,404.69208,0.3837,404.69208,0.25698,404.69208,0.2405
404.791,0.226,404.791,0.38157,404.791,0.256,404.791,0.24017
404.88998,0.22706,404.88998,0.37948,404.88998,0.25504,404.88998,0.23986
404.98899,0.22816,404.98899,0.37744,404.98899,0.25411,404.98899,0.23956
405.08806,0.2293,405.08806,0.37544,405.08806,0.25321,405.08806,0.23928
405.18718,0.23047,405.18718,0.37349,405.18718,0.25233,405.18718,0.23901
405.28634,0.23167,405.28634,0.37158,405.28634,0.25147,405.28634,0.23875
405.38556,0.23291,405.38556,0.36972,405.38556,0.25063,405.38556,0.2385
405.48482,0.23419,405.48482,0.3679,405.48482,0.24982,405.48482,0.23826
405.58413,0.23551,405.58413,0.36611,405.58413,0.24903,405.58413,0.23804
405.68349,0.23687,405.68349,0.36437,405.68349,0.24825,405.68349,0.23783
405.7829,0.23827,405.7829,0.36267,405.7829,0.2475,405.7829,0.23763
405.88235,0.23971,405.88235,0.361,405.88235,0.24677,405.88235,0.23745
405.98186,0.2412,405.98186,0.35938,405.98186,0.24606,405.98186,0.23727
406.08141,0.24274,406.08141,0.35779,406.08141,0.24536,406.08141,0.23711
406.18102,0.24432,406.18102,0.35623,406.18102,0.24469,406.18102,0.23696
406.28067,0.24595,406.28067,0.35471,406.28067,0.24403,406.28067,0.23682
406.38037,0.24763,406.38037,0.35323,406.38037,0.2434,406.38037,0.23669
406.48012,0.24937,406.48012,0.35177,406.48012,0.24277,406.48012,0.23658
406.57992,0.25116,406.57992,0.35036,406.57992,0.24217,406.57992,0.23648
406.67976,0.25301,406.67976,0.34897,406.67976,0.24158,406.67976,0.23639
406.77966,0.25491,406.77966,0.34762,406.77966,0.24102,406.77966,0.23631
406.87961,0.25688,406.87961,0.34629,406.87961,0.24046,406.87961,0.23624
406.9796,0.25891,406.9796,0.345,406.9796,0.23992,406.9796,0.23618
407.07965,0.261,407.07965,0.34374,407.07965,0.2394,407.07965,0.23614
407.17974,0.26316,407.17974,0.3425,407.17974,0.2389,407.17974,0.23611
407.27988,0.26539,407.27988,0.3413,407.27988,0.23841,407.27988,0.23609
407.38007,0.26769,407.38007,0.34012,407.38007,0.23793,407.38007,0.23608
407.48031,0.27007,407.48031,0.33898,407.48031,0.23747,407.48031,0.23608
407.58061,0.27252,407.58061,0.33785,407.58061,0.23703,407.58061,0.2361
407.68095,0.27506,407.68095,0.33676,407.68095,0.23659,407.68095,0.23613
407.78133,0.27768,407.78133,0.33569,407.78133,0.23618,407.78133,0.23617
407.88177,0.28038,407.88177,0.33465,407.88177,0.23577,407.88177,0.23622
407.98226,0.28318,407.98226,0.33364,407.98226,0.23538,407.98226,0.23628
408.0828,0.28607,408.0828,0.33265,408.0828,0.23501,408.0828,0.23636
408.18339,0.28905,408.18339,0.33168,408.18339,0.23465,408.18339,0.23644
408.28402,0.29214,408.28402,0.33074,408.28402,0.2343,408.28402,0.23654
408.38471,0.29533,408.38471,0.32982,408.38471,0.23396,408.38471,0.23666
408.48545,0.29863,408.48545,0.32893,408.48545,0.23364,408.48545,0.23678
408.58623,0.30204,408.58623,0.32806,408.58623,0.23333,408.58623,0.23692
408.68707,0.30557,408.68707,0.32721,408.68707,0.23303,408.68707,0.23707
408.78795,0.30922,408.78795,0.32639,408.78795,0.23275,408.78795,0.23723
408.88889,0.313,408.88889,0.32558,408.88889,0.23248,408.88889,0.23741
408.98987,0.31691,408.98987,0.3248,408.98987,0.23222,408.98987,0.2376
409.09091,0.32096,409.09091,0.32405,409.09091,0.23197,409.09091,0.2378
409.19199,0.32515,409.19199,0.32331,409.19199,0.23174,409.19199,0.23801
409.29313,0.32948,409.29313,0.32259,409.29313,0.23152,409.29313,0.23824
409.39431,0.33397,409.39431,0.3219,409.39431,0.23131,409.39431,0.23848
409.49555,0.33862,409.49555,0.32122,409.49555,0.23111,409.49555,0.23874
409.59683,0.34344,409.59683,0.32057,409.59683,0.23093,409.59683,0.23901
409.69817,0.34843,409.69817,0.31994,409.69817,0.23075,409.69817,0.23929
409.79955,0.35359,409.79955,0.31933,409.79955,0.23059,409.79955,0.23959
409.90099,0.35895,409.90099,0.31873,409.90099,0.23044,409.90099,0.2399
410.00248,0.36449,410.00248,0.31816,410.00248,0.2303,410.00248,0.24022
410.10401,0.37024,410.10401,0.31761,410.10401,0.23018,410.10401,0.24056
410.2056,0.3762,410.2056,0.31707,410.2056,0.23006,410.2056,0.24092
410.30723,0.38237,410.30723,0.31656,410.30723,0.22996,410.30723,0.24129
410.40892,0.38877,410.40892,0.31606,410.40892,0.22987,410.40892,0.24167
410.51066,0.39539,410.51066,0.31558,410.51066,0.22979,410.51066,0.24207
410.61245,0.40226,410.61245,0.31512,410.61245,0.22972,410.61245,0.24248
410.71429,0.40938,410.71429,0.31468,410.71429,0.22967,410.71429,0.24292
410.81617,0.41676,410.81617,0.31426,410.81617,0.22962,410.81617,0.24336
410.91811,0.4244,410.91811,0.31386,410.91811,0.22959,410.91811,0.24383
411.0201,0.43232,411.0201,0.31347,411.0201,0.22957,411.0201,0.24431
411.12214,0.44052,411.12214,0.3131,411.12214,0.22956,411.12214,0.2448
411.22424,0.44901,411.22424,0.31275,411.22424,0.22956,411.22424,0.24532
411.32638,0.4578,411.32638,0.31242,411.32638,0.22958,411.32638,0.24585
411.42857,0.4669,411.42857,0.31211,411.42857,0.2296,411.42857,0.2464
411.53082,0.47631,411.53082,0.31181,411.53082,0.22964,411.53082,0.24696
411.63311,0.48605,411.63311,0.31153,411.63311,0.22969,411.63311,0.24755
411.73545,0.49611,411.73545,0.31127,411.73545,0.22975,411.73545,0.24815
411.83785,0.5065,411.83785,0.31103,411.83785,0.22982,411.83785,0.24877
411.9403,0.51723,411.9403,0.3108,411.9403,0.22991,411.9403,0.24941
412.0428,0.52831,412.0428,0.31059,412.0428,0.23001,412.0428,0.25007
412.14535,0.53972,412.14535,0.3104,412.14535,0.23012,412.14535,0.25075
412.24795,0.55147,412.24795,0.31023,412.24795,0.23024,412.24795,0.25145
412.3506,0.56356,412.3506,0.31007,412.3506,0.23037,412.3506,0.25217
412.4533,0.57598,412.4533,0.30993,412.4533,0.23052,412.4533,0.25292
412.55605,0.58873,412.55605,0.30981,412.55605,0.23068,412.55605,0.25368
412.65886,0.60179,412.65886,0.3097,412.65886,0.23085,412.65886,0.25447
412.76171,0.61515,412.76171,0.30962,412.76171,0.23104,412.76171,0.25527
412.86462,0.62879,412.86462,0.30955,412.86462,0.23123,412.86462,0.2561
412.96758,0.6427,412.96758,0.30949,412.96758,0.23145,412.96758,0.25696
413.07059,0.65683,413.07059,0.30946,413.07059,0.23167,413.07059,0.25783
413.17365,0.67116,413.17365,0.30944,413.17365,0.23191,413.17365,0.25873
413.27677,0.68565,413.27677,0.30944,413.27677,0.23216,413.27677,0.25966
413.37993,0.70026,413.37993,0.30946,413.37993,0.23242,413.37993,0.26061
413.48315,0.71493,413.48315,0.30949,413.48315,0.2327,413.48315,0.26159
413.58641,0.72962,413.58641,0.30954,413.58641,0.23299,413.58641,0.26259
413.68973,0.74425,413.68973,0.30961,413.68973,0.23329,413.68973,0.26362
413.7931,0.75875,413.7931,0.3097,413.7931,0.23361,413.7931,0.26468
413.89653,0.77306,413.89653,0.3098,413.89653,0.23394,413.89653,0.26576
414,0.78708,414,0.30993,414,0.23429,414,0.26688
414.10353,0.80073,414.10353,0.31007,414.10353,0.23465,414.10353,0.26802
414.2071,0.81391,414.2071,0.31023,414.2071,0.23503,414.2071,0.26919
414.31073,0.82654,414.31073,0.3104,414.31073,0.23542,414.31073,0.2704
414.41441,0.83849,414.41441,0.3106,414.41441,0.23583,414.41441,0.27163
414.51815,0.84969,414.51815,0.31081,414.51815,0.23625,414.51815,0.2729
414.62193,0.86001,414.62193,0.31104,414.62193,0.23669,414.62193,0.2742
414.72577,0.86937,414.72577,0.31129,414.72577,0.23714,414.72577,0.27553
414.82966,0.87767,414.82966,0.31156,414.82966,0.23761,414.82966,0.2769
414.9336,0.88482,414.9336,0.31185,414.9336,0.23809,414.9336,0.27831
415.03759,0.89073,415.03759,0.31216,415.03759,0.2386,415.03759,0.27975
415.14164,0.89534,415.14164,0.31249,415.14164,0.23912,415.14164,0.28122
415.24574,0.89859,415.24574,0.31283,415.24574,0.23965,415.24574,0.28274
415.34989,0.90043,415.34989,0.3132,415.34989,0.24021,415.34989,0.28429
415.45409,0.90083,415.45409,0.31359,415.45409,0.24078,415.45409,0.28589
415.55834,0.89978,415.55834,0.31399,415.55834,0.24137,415.55834,0.28752
415.66265,0.89727,415.66265,0.31442,415.66265,0.24197,415.66265,0.2892
415.76701,0.89332,415.76701,0.31487,415.76701,0.2426,415.76701,0.29092
415.87142,0.88798,415.87142,0.31533,415.87142,0.24325,415.87142,0.29268
415.97589,0.88127,415.97589,0.31582,415.97589,0.24391,415.97589,0.29449
416.0804,0.87328,416.0804,0.31633,416.0804,0.24459,416.0804,0.29635
416.18497,0.86407,416.18497,0.31686,416.18497,0.2453,416.18497,0.29825
416.28959,0.85373,416.28959,0.31742,416.28959,0.24602,416.28959,0.3002
416.39427,0.84235,416.39427,0.31799,416.39427,0.24677,416.39427,0.3022
416.49899,0.83003,416.49899,0.31859,416.49899,0.24753,416.49899,0.30426
416.60377,0.81687,416.60377,0.31921,416.60377,0.24832,416.60377,0.30636
416.70861,0.80299,416.70861,0.31985,416.70861,0.24913,416.70861,0.30853
416.81349,0.78848,416.81349,0.32052,416.81349,0.24997,416.81349,0.31074
416.91843,0.77346,416.91843,0.32121,416.91843,0.25082,416.91843,0.31302
417.02342,0.75802,417.02342,0.32192,417.02342,0.2517,417.02342,0.31535
417.12846,0.74226,417.12846,0.32266,417.12846,0.2526,417.12846,0.31774
417.23356,0.72627,417.23356,0.32342,417.23356,0.25353,417.23356,0.3202
417.33871,0.71015,417.33871,0.32421,417.33871,0.25448,417.33871,0.32272
417.44391,0.69396,417.44391,0.32502,417.44391,0.25546,417.44391,0.32531
417.54917,0.67778,417.54917,0.32586,417.54917,0.25646,417.54917,0.32796
417.65448,0.66168,417.65448,0.32672,417.65448,0.2575,417.65448,0.33068
417.75984,0.64571,417.75984,0.32761,417.75984,0.25855,417.75984,0.33347
417.86525,0.62993,417.86525,0.32853,417.86525,0.25964,417.86525,0.33634
417.97072,0.61437,417.97072,0.32947,417.97072,0.26075,417.97072,0.33928
418.07624,0.59908,418.07624,0.33044,418.07624,0.2619,418.07624,0.3423
418.18182,0.58409,418.18182,0.33144,418.18182,0.26307,418.18182,0.3454
418.28745,0.56942,418.28745,0.33247,418.28745,0.26427,418.28745,0.34858
418.39313,0.5551,418.39313,0.33353,418.39313,0.26551,418.39313,0.35185
418.49886,0.54113,418.49886,0.33461,418.49886,0.26677,418.49886,0.3552
418.60465,0.52755,418.60465,0.33573,418.60465,0.26807,418.60465,0.35864
418.71049,0.51434,418.71049,0.33688,418.71049,0.26941,418.71049,0.36217
418.81639,0.50152,418.81639,0.33806,418.81639,0.27077,418.81639,0.3658
418.92234,0.48909,418.92234,0.33927,418.92234,0.27218,418.92234,0.36952
419.02834,0.47705,419.02834,0.34051,419.02834,0.27362,419.02834,0.37334
419.1344,0.4654,419.1344,0.34179,419.1344,0.27509,419.1344,0.37727
419.24051,0.45413,419.24051,0.3431,419.24051,0.27661,419.24051,0.3813
419.34667,0.44325,419.34667,0.34444,419.34667,0.27816,419.34667,0.38544
419.45289,0.43274,419.45289,0.34582,419.45289,0.27975,419.45289,0.38969
419.55916,0.42259,419.55916,0.34724,419.55916,0.28138,419.55916,0.39405
419.66548,0.4128,419.66548,0.34869,419.66548,0.28306,419.66548,0.39853
419.77186,0.40336,419.77186,0.35018,419.77186,0.28478,419.77186,0.40313
419.8783,0.39425,419.8783,0.3517,419.8783,0.28654,419.8783,0.40786
419.98478,0.38548,419.98478,0.35326,419.98478,0.28835,419.98478,0.41271
420.09132,0.37702,420.09132,0.35487,420.09132,0.29021,420.09132,0.41769
420.19792,0.36888,420.19792,0.35651,420.19792,0.29211,420.19792,0.42281
420.30457,0.36103,420.30457,0.35819,420.30457,0.29406,420.30457,0.42807
420.41127,0.35347,420.41127,0.35992,420.41127,0.29606,420.41127,0.43346
420.51803,0.3462,420.51803,0.36168,420.51803,0.29812,420.51803,0.439
420.62484,0.33918,420.62484,0.36349,420.62484,0.30023,420.62484,0.44469
420.73171,0.33243,420.73171,0.36534,420.73171,0.30239,420.73171,0.45054
420.83863,0.32593,420.83863,0.36724,420.83863,0.30461,420.83863,0.45654
420.9456,0.31967,420.9456,0.36918,420.9456,0.30689,420.9456,0.46269
421.05263,0.31365,421.05263,0.37117,421.05263,0.30923,421.05263,0.46902
421.15972,0.30784,421.15972,0.37321,421.15972,0.31163,421.15972,0.47551
421.26685,0.30225,421.26685,0.3753,421.26685,0.31409,421.26685,0.48217
421.37405,0.29687,421.37405,0.37743,421.37405,0.31661,421.37405,0.489
421.48129,0.29169,421.48129,0.37962,421.48129,0.31921,421.48129,0.49601
421.58859,0.2867,421.58859,0.38186,421.58859,0.32187,421.58859,0.50321
421.69595,0.2819,421.69595,0.38415,421.69595,0.3246,421.69595,0.51059
421.80336,0.27728,421.80336,0.38649,421.80336,0.32741,421.80336,0.51815
421.91083,0.27283,421.91083,0.38889,421.91083,0.33029,421.91083,0.52591
422.01835,0.26855,422.01835,0.39135,422.01835,0.33325,422.01835,0.53386
422.12592,0.26443,422.12592,0.39386,422.12592,0.33629,422.12592,0.54201
422.23355,0.26048,422.23355,0.39643,422.23355,0.33941,422.23355,0.55036
422.34124,0.25667,422.34124,0.39906,422.34124,0.34261,422.34124,0.55891
422.44898,0.25302,422.44898,0.40175,422.44898,0.3459,422.44898,0.56766
422.55677,0.24951,422.55677,0.4045,422.55677,0.34928,422.55677,0.57662
422.66462,0.24614,422.66462,0.40731,422.66462,0.35275,422.66462,0.58578
422.77253,0.24292,422.77253,0.41019,422.77253,0.35632,422.77253,0.59515
422.88049,0.23984,422.88049,0.41314,422.88049,0.35998,422.88049,0.60472
422.98851,0.2369,422.98851,0.41615,422.98851,0.36374,422.98851,0.61449
423.09658,0.23411,423.09658,0.41923,423.09658,0.36761,423.09658,0.62447
423.2047,0.23145,423.2047,0.42238,423.2047,0.37158,423.2047,0.63465
423.31288,0.22894,423.31288,0.42561,423.31288,0.37567,423.31288,0.64502
