Wavelength (nm),0 deg,14 deg,28 deg,42 deg,56 deg,70 deg,84 deg
389.09774,0.44442,0.42678,0.40519,0.36907,0.33103,0.30555,0.29041
389.18919,0.44629,0.42705,0.40411,0.36764,0.3297,0.30427,0.28999
389.28068,0.44841,0.42761,0.40334,0.3665,0.32859,0.30313,0.28961
389.37221,0.45078,0.42844,0.40285,0.36562,0.32768,0.30213,0.28928
389.46378,0.45343,0.42956,0.40266,0.36499,0.32696,0.30126,0.28902
389.5554,0.45635,0.43095,0.40275,0.36461,0.32642,0.30052,0.28882
389.64706,0.45956,0.43263,0.40311,0.36447,0.32605,0.29991,0.28869
389.73876,0.46307,0.43458,0.40374,0.36455,0.32584,0.2994,0.28863
389.83051,0.46689,0.43683,0.40463,0.36484,0.32578,0.29901,0.28864
389.9223,0.47103,0.43935,0.40578,0.36534,0.32586,0.29871,0.28872
390.01413,0.4755,0.44217,0.40719,0.36604,0.32608,0.2985,0.28887
390.10601,0.48031,0.44528,0.40885,0.36692,0.32642,0.29839,0.28909
390.19793,0.48549,0.44869,0.41075,0.368,0.32689,0.29835,0.28938
390.28989,0.49103,0.45241,0.4129,0.36925,0.32747,0.2984,0.28973
390.3819,0.49696,0.45643,0.4153,0.37067,0.32816,0.29851,0.29015
390.47394,0.5033,0.46077,0.41794,0.37226,0.32896,0.29869,0.29063
390.56604,0.51004,0.46543,0.42082,0.37402,0.32986,0.29894,0.29117
390.65817,0.51723,0.47042,0.42395,0.37595,0.33086,0.29925,0.29176
390.75035,0.52485,0.47575,0.42733,0.37803,0.33196,0.29962,0.29241
390.84258,0.53295,0.48142,0.43096,0.38027,0.33315,0.30004,0.29312
390.93484,0.54152,0.48745,0.43483,0.38268,0.33444,0.30052,0.29387
391.02715,0.55058,0.49384,0.43897,0.38524,0.33582,0.30105,0.29468
391.11951,0.56016,0.50061,0.44336,0.38796,0.33728,0.30163,0.29554
391.21191,0.57026,0.50776,0.44801,0.39084,0.33884,0.30226,0.29645
391.30435,0.58089,0.5153,0.45294,0.39389,0.34049,0.30293,0.29741
391.39683,0.59208,0.52325,0.45813,0.39709,0.34223,0.30366,0.29842
391.48936,0.60382,0.53161,0.46361,0.40047,0.34406,0.30443,0.29948
391.58193,0.61612,0.5404,0.46937,0.40401,0.34598,0.30525,0.30059
391.67455,0.62899,0.54961,0.47542,0.40772,0.34799,0.30611,0.30174
391.76721,0.64243,0.55927,0.48178,0.4116,0.3501,0.30702,0.30294
391.85991,0.65644,0.56938,0.48844,0.41567,0.3523,0.30797,0.3042
391.95266,0.67099,0.57995,0.49541,0.41991,0.3546,0.30897,0.3055
392.04545,0.68609,0.59098,0.50271,0.42435,0.357,0.31002,0.30685
392.13829,0.70169,0.60247,0.51034,0.42897,0.35951,0.31111,0.30826
392.23117,0.71778,0.61443,0.51831,0.4338,0.36211,0.31225,0.30972
392.32409,0.7343,0.62686,0.52662,0.43882,0.36483,0.31343,0.31123
392.41706,0.75122,0.63976,0.53528,0.44406,0.36765,0.31467,0.31279
392.51007,0.76846,0.65311,0.54431,0.44951,0.37059,0.31595,0.31442
392.60313,0.78595,0.6669,0.5537,0.45519,0.37365,0.31729,0.3161
392.69623,0.8036,0.68113,0.56347,0.46109,0.37682,0.31868,0.31784
392.78937,0.82131,0.69576,0.57361,0.46723,0.38013,0.32012,0.31964
392.88256,0.83898,0.71078,0.58414,0.47361,0.38356,0.32161,0.32151
392.97579,0.85646,0.72614,0.59505,0.48025,0.38712,0.32316,0.32344
393.06907,0.87362,0.74181,0.60635,0.48714,0.39083,0.32477,0.32544
393.16239,0.89031,0.75774,0.61803,0.4943,0.39468,0.32644,0.32751
393.25576,0.90637,0.77388,0.6301,0.50174,0.39868,0.32817,0.32966
393.34917,0.92164,0.79014,0.64254,0.50945,0.40283,0.32996,0.33188
393.44262,0.93595,0.80648,0.65536,0.51746,0.40715,0.33182,0.33417
393.53612,0.94912,0.82279,0.66853,0.52576,0.41163,0.33374,0.33655
393.62966,0.961,0.83898,0.68205,0.53437,0.41629,0.33574,0.33902
393.72325,0.97144,0.85496,0.69588,0.54329,0.42113,0.3378,0.34157
393.81688,0.98029,0.87062,0.71002,0.55253,0.42616,0.33995,0.34422
393.91056,0.98743,0.88583,0.72442,0.56209,0.43138,0.34217,0.34695
394.00428,0.99277,0.90048,0.73905,0.57198,0.4368,0.34447,0.34979
394.09805,0.99623,0.91444,0.75388,0.5822,0.44243,0.34686,0.35273
394.19186,0.99777,0.92758,0.76885,0.59275,0.44829,0.34933,0.35577
394.28571,0.99737,0.93978,0.7839,0.60364,0.45436,0.3519,0.35892
394.37961,0.99504,0.9509,0.79898,0.61486,0.46068,0.35456,0.36217
394.47356,0.99084,0.96083,0.81402,0.62641,0.46723,0.35732,0.36555
394.56755,0.98482,0.96946,0.82894,0.63828,0.47403,0.36019,0.36903
394.66158,0.97709,0.97669,0.84366,0.65047,0.4811,0.36316,0.37264
394.75566,0.96776,0.98244,0.85809,0.66296,0.48843,0.36625,0.37637
394.84979,0.95695,0.98663,0.87213,0.67573,0.49604,0.36945,0.38022
394.94395,0.94482,0.98922,0.88568,0.68878,0.50392,0.37278,0.38419
395.03817,0.93152,0.99017,0.89865,0.70206,0.5121,0.37623,0.38828
395.13243,0.91721,0.98949,0.91092,0.71556,0.52058,0.37982,0.39249
395.22673,0.90203,0.98718,0.92239,0.72924,0.52935,0.38354,0.39682
395.32108,0.88615,0.98327,0.93296,0.74305,0.53843,0.38741,0.40127
395.41547,0.86971,0.97782,0.94251,0.75696,0.54783,0.39143,0.40583
395.50991,0.85286,0.9709,0.95097,0.7709,0.55753,0.39561,0.41048
395.6044,0.83571,0.96259,0.95823,0.78483,0.56755,0.39995,0.41523
395.69892,0.81839,0.95299,0.96422,0.79867,0.57787,0.40445,0.42006
395.7935,0.80101,0.94221,0.96888,0.81235,0.5885,0.40913,0.42495
395.88812,0.78367,0.93036,0.97214,0.82579,0.59943,0.414,0.42989
395.98278,0.76644,0.91757,0.97397,0.83891,0.61064,0.41905,0.43485
396.07749,0.74939,0.90396,0.97435,0.85163,0.62213,0.42429,0.43982
396.17225,0.7326,0.88965,0.97328,0.86384,0.63387,0.42973,0.44476
396.26705,0.71611,0.87477,0.97076,0.87545,0.64584,0.43537,0.44965
396.3619,0.69996,0.85942,0.96682,0.88637,0.658,0.44122,0.45445
396.45679,0.68418,0.84371,0.9615,0.89649,0.67033,0.44728,0.45913
396.55172,0.66881,0.82776,0.95487,0.90572,0.68279,0.45355,0.46365
396.64671,0.65386,0.81165,0.94699,0.91398,0.69531,0.46003,0.46798
396.74173,0.63934,0.79547,0.93794,0.92116,0.70786,0.46672,0.47207
396.83681,0.62527,0.7793,0.92782,0.9272,0.72036,0.47362,0.47589
396.93193,0.61165,0.76321,0.91673,0.93203,0.73274,0.48072,0.4794
397.02709,0.59848,0.74726,0.90476,0.93558,0.74494,0.48801,0.48257
397.1223,0.58576,0.7315,0.89203,0.93782,0.75685,0.49548,0.48538
397.21756,0.57348,0.71599,0.87863,0.93872,0.7684,0.50311,0.4878
397.31286,0.56163,0.70074,0.86467,0.93825,0.77949,0.51087,0.48983
397.40821,0.55022,0.68581,0.85026,0.93643,0.79002,0.51876,0.49144
397.5036,0.53922,0.67122,0.83549,0.93327,0.79988,0.52672,0.49266
397.59904,0.52862,0.65697,0.82046,0.92881,0.80898,0.53473,0.49347
397.69452,0.51842,0.6431,0.80524,0.92308,0.81721,0.54274,0.49391
397.79006,0.5086,0.62962,0.78993,0.91616,0.82448,0.55069,0.494
397.88563,0.49915,0.61652,0.77459,0.9081,0.8307,0.55854,0.49376
397.98125,0.49006,0.60381,0.7593,0.899,0.83579,0.56622,0.49324
398.07692,0.48131,0.5915,0.7441,0.88895,0.83968,0.57366,0.49246
398.17264,0.4729,0.57959,0.72906,0.87803,0.84231,0.58079,0.49149
398.2684,0.4648,0.56806,0.71421,0.86635,0.84365,0.58754,0.49035
398.3642,0.45701,0.55692,0.6996,0.85401,0.84368,0.59382,0.48909
398.46006,0.44951,0.54616,0.68526,0.84111,0.8424,0.59958,0.48776
398.55596,0.44229,0.53578,0.67121,0.82775,0.83982,0.60472,0.48639
398.6519,0.43534,0.52575,0.65749,0.81402,0.83597,0.6092,0.48502
398.74789,0.42865,0.51609,0.6441,0.80002,0.83092,0.61295,0.48368
398.84393,0.42221,0.50677,0.63106,0.78583,0.82472,0.61594,0.48241
398.94001,0.41601,0.49778,0.61839,0.77153,0.81747,0.61814,0.48124
399.03614,0.41003,0.48912,0.60609,0.7572,0.80924,0.61952,0.48018
399.13232,0.40428,0.48077,0.59415,0.7429,0.80016,0.6201,0.47925
399.22854,0.39873,0.47273,0.58259,0.72869,0.79032,0.6199,0.47848
399.32481,0.39338,0.46498,0.57141,0.71463,0.77984,0.61895,0.47788
399.42113,0.38822,0.45752,0.5606,0.70077,0.76882,0.6173,0.47745
399.51749,0.38324,0.45033,0.55015,0.68713,0.75739,0.61501,0.47721
399.6139,0.37844,0.4434,0.54006,0.67377,0.74565,0.61217,0.47717
399.71035,0.37381,0.43673,0.53033,0.6607,0.7337,0.60885,0.47732
399.80686,0.36934,0.4303,0.52095,0.64795,0.72163,0.60513,0.47767
399.9034,0.36502,0.42411,0.51191,0.63554,0.70954,0.60111,0.47822
400,0.36085,0.41814,0.5032,0.62349,0.6975,0.59688,0.47897
400.09664,0.35682,0.41239,0.49481,0.61181,0.68559,0.5925,0.47992
400.19333,0.35293,0.40685,0.48674,0.6005,0.67387,0.58808,0.48108
400.29007,0.34916,0.40151,0.47897,0.58956,0.66239,0.58367,0.48243
400.38685,0.34552,0.39636,0.47149,0.57901,0.6512,0.57934,0.48398
400.48368,0.342,0.3914,0.46431,0.56884,0.64035,0.57516,0.48572
400.58055,0.3386,0.38662,0.45739,0.55906,0.62985,0.57116,0.48766
400.67747,0.3353,0.382,0.45075,0.54965,0.61975,0.5674,0.48978
400.77444,0.33211,0.37756,0.44437,0.54061,0.61005,0.56391,0.4921
400.87146,0.32902,0.37326,0.43823,0.53194,0.60078,0.56071,0.4946
400.96852,0.32603,0.36913,0.43234,0.52363,0.59194,0.55783,0.49728
401.06563,0.32313,0.36513,0.42667,0.51567,0.58355,0.55528,0.50014
401.16279,0.32033,0.36128,0.42124,0.50806,0.57559,0.55308,0.50317
401.26,0.3176,0.35757,0.41601,0.50079,0.56809,0.55123,0.50639
401.35725,0.31497,0.35398,0.411,0.49385,0.56102,0.54974,0.50977
401.45455,0.31241,0.35052,0.40619,0.48722,0.5544,0.54861,0.51333
401.55189,0.30992,0.34718,0.40157,0.48091,0.54821,0.54784,0.51706
401.64928,0.30752,0.34395,0.39714,0.47491,0.54245,0.54743,0.52096
401.74672,0.30518,0.34084,0.39289,0.4692,0.5371,0.54737,0.52502
401.84421,0.30291,0.33783,0.38881,0.46378,0.53217,0.54765,0.52925
401.94175,0.30071,0.33493,0.38491,0.45863,0.52764,0.54828,0.53364
402.03933,0.29857,0.33213,0.38116,0.45376,0.52351,0.54924,0.5382
402.13696,0.2965,0.32943,0.37757,0.44915,0.51976,0.55053,0.54292
402.23464,0.29448,0.32682,0.37414,0.44479,0.51638,0.55214,0.5478
402.33236,0.29252,0.3243,0.37085,0.44069,0.51338,0.55407,0.55284
402.43013,0.29061,0.32186,0.3677,0.43682,0.51073,0.5563,0.55804
402.52795,0.28876,0.31951,0.36469,0.43319,0.50843,0.55883,0.5634
402.62582,0.28696,0.31724,0.36181,0.42979,0.50647,0.56165,0.56891
402.72374,0.28521,0.31505,0.35906,0.4266,0.50484,0.56476,0.57459
402.8217,0.28351,0.31294,0.35644,0.42364,0.50354,0.56815,0.58042
402.91971,0.28186,0.3109,0.35393,0.42089,0.50256,0.57181,0.5864
403.01777,0.28025,0.30893,0.35155,0.41834,0.50189,0.57574,0.59254
403.11587,0.27868,0.30704,0.34928,0.41599,0.50152,0.57994,0.59883
403.21402,0.27716,0.30521,0.34712,0.41384,0.50146,0.58439,0.60527
403.31223,0.27568,0.30344,0.34506,0.41188,0.50168,0.58909,0.61187
403.41048,0.27423,0.30174,0.34312,0.41011,0.5022,0.59404,0.61861
403.50877,0.27283,0.3001,0.34128,0.40852,0.503,0.59924,0.6255
403.60712,0.27146,0.29852,0.33953,0.40711,0.50409,0.60467,0.63254
403.70551,0.27013,0.297,0.33789,0.40589,0.50545,0.61033,0.63971
403.80395,0.26883,0.29553,0.33634,0.40484,0.50709,0.61622,0.64703
403.90244,0.26757,0.29412,0.33489,0.40396,0.50899,0.62234,0.65449
404.00098,0.26634,0.29277,0.33353,0.40325,0.51117,0.62867,0.66208
404.09956,0.26515,0.29147,0.33226,0.40271,0.51361,0.63522,0.6698
404.19819,0.26398,0.29022,0.33107,0.40234,0.51632,0.64198,0.67765
404.29688,0.26285,0.28902,0.32998,0.40214,0.5193,0.64895,0.68562
404.3956,0.26174,0.28787,0.32897,0.4021,0.52253,0.65611,0.69371
404.49438,0.26066,0.28677,0.32805,0.40222,0.52603,0.66347,0.70191
404.59321,0.25961,0.28572,0.32721,0.40251,0.52979,0.67102,0.71021
404.69208,0.25859,0.28471,0.32646,0.40296,0.53382,0.67875,0.71862
404.791,0.25759,0.28375,0.32579,0.40358,0.5381,0.68665,0.72712
404.88998,0.25662,0.28283,0.3252,0.40436,0.54265,0.69472,0.7357
404.98899,0.25568,0.28196,0.32469,0.4053,0.54746,0.70296,0.74436
405.08806,0.25476,0.28113,0.32427,0.40641,0.55253,0.71135,0.75309
405.18718,0.25386,0.28035,0.32392,0.40769,0.55787,0.71988,0.76188
405.28634,0.25299,0.27961,0.32366,0.40913,0.56346,0.72854,0.77071
405.38556,0.25214,0.27891,0.32348,0.41074,0.56933,0.73733,0.77958
405.48482,0.25131,0.27825,0.32338,0.41252,0.57545,0.74624,0.78847
405.58413,0.2505,0.27764,0.32336,0.41447,0.58185,0.75524,0.79738
405.68349,0.24971,0.27706,0.32342,0.4166,0.5885,0.76434,0.80628
405.7829,0.24895,0.27653,0.32356,0.41891,0.59543,0.77351,0.81517
405.88235,0.2482,0.27604,0.32379,0.4214,0.60261,0.78274,0.82402
405.98186,0.24748,0.27558,0.3241,0.42407,0.61007,0.79202,0.83283
406.08141,0.24677,0.27517,0.3245,0.42693,0.61778,0.80132,0.84157
406.18102,0.24608,0.2748,0.32498,0.42998,0.62576,0.81065,0.85023
406.28067,0.24542,0.27447,0.32555,0.43322,0.634,0.81996,0.85879
406.38037,0.24476,0.27418,0.3262,0.43667,0.64249,0.82925,0.86723
406.48012,0.24413,0.27393,0.32695,0.44031,0.65124,0.8385,0.87553
406.57992,0.24352,0.27372,0.32779,0.44417,0.66025,0.84768,0.88368
406.67976,0.24292,0.27355,0.32872,0.44824,0.66949,0.85677,0.89165
406.77966,0.24234,0.27342,0.32975,0.45252,0.67898,0.86575,0.89942
406.87961,0.24177,0.27333,0.33087,0.45703,0.6887,0.8746,0.90697
406.9796,0.24122,0.27328,0.3321,0.46177,0.69864,0.8833,0.91428
407.07965,0.24069,0.27328,0.33342,0.46675,0.7088,0.89181,0.92133
407.17974,0.24017,0.27332,0.33485,0.47197,0.71916,0.90011,0.9281
407.27988,0.23967,0.2734,0.33639,0.47744,0.72972,0.90818,0.93457
407.38007,0.23918,0.27353,0.33805,0.48316,0.74045,0.91599,0.94071
407.48031,0.23871,0.2737,0.33981,0.48915,0.75134,0.92352,0.94651
407.58061,0.23825,0.27392,0.3417,0.4954,0.76238,0.93073,0.95195
407.68095,0.23781,0.27418,0.3437,0.50193,0.77354,0.93761,0.95701
407.78133,0.23738,0.27449,0.34584,0.50875,0.7848,0.94413,0.96166
407.88177,0.23697,0.27485,0.3481,0.51585,0.79613,0.95026,0.9659
407.98226,0.23657,0.27525,0.3505,0.52326,0.80753,0.95598,0.96971
408.0828,0.23618,0.27571,0.35304,0.53096,0.81894,0.96127,0.97307
408.18339,0.2358,0.27622,0.35573,0.53899,0.83034,0.96611,0.97598
408.28402,0.23544,0.27678,0.35857,0.54733,0.84171,0.97047,0.97841
408.38471,0.2351,0.2774,0.36156,0.55599,0.853,0.97433,0.98036
408.48545,0.23476,0.27807,0.36472,0.56499,0.86418,0.97769,0.98182
408.58623,0.23444,0.27881,0.36806,0.57433,0.8752,0.98052,0.98279
408.68707,0.23413,0.2796,0.37157,0.584,0.88604,0.98281,0.98325
408.78795,0.23383,0.28045,0.37526,0.59403,0.89664,0.98455,0.98322
408.88889,0.23355,0.28137,0.37915,0.6044,0.90695,0.98573,0.98267
408.98987,0.23328,0.28236,0.38324,0.61512,0.91695,0.98634,0.98163
409.09091,0.23302,0.28341,0.38755,0.62619,0.92657,0.98638,0.98009
409.19199,0.23277,0.28454,0.39207,0.63762,0.93578,0.98585,0.97805
409.29313,0.23254,0.28574,0.39683,0.64939,0.94452,0.98475,0.97553
409.39431,0.23231,0.28702,0.40183,0.66149,0.95276,0.98308,0.97252
409.49555,0.2321,0.28838,0.40708,0.67394,0.96043,0.98084,0.96905
409.59683,0.2319,0.28983,0.41259,0.6867,0.96752,0.97805,0.96512
409.69817,0.23171,0.29136,0.41838,0.69977,0.97396,0.97472,0.96074
409.79955,0.23154,0.29299,0.42446,0.71313,0.97972,0.97085,0.95594
409.90099,0.23137,0.29472,0.43085,0.72676,0.98477,0.96646,0.95072
410.00248,0.23122,0.29654,0.43755,0.74063,0.98907,0.96157,0.94511
410.10401,0.23108,0.29848,0.44458,0.75471,0.9926,0.9562,0.93912
410.2056,0.23095,0.30053,0.45196,0.76897,0.99532,0.95036,0.93277
410.30723,0.23083,0.30269,0.4597,0.78337,0.99722,0.94407,0.92608
410.40892,0.23072,0.30498,0.46781,0.79786,0.99829,0.93737,0.91908
410.51066,0.23063,0.3074,0.47632,0.81239,0.9985,0.93026,0.91177
410.61245,0.23054,0.30996,0.48524,0.8269,0.99787,0.92278,0.90419
410.71429,0.23047,0.31267,0.49459,0.84132,0.99639,0.91495,0.89635
410.81617,0.23041,0.31553,0.50437,0.8556,0.99407,0.90679,0.88828
410.91811,0.23036,0.31856,0.51462,0.86965,0.99092,0.89833,0.87999
411.0201,0.23032,0.32175,0.52534,0.88339,0.98695,0.8896,0.87152
411.12214,0.23029,0.32514,0.53655,0.89675,0.98219,0.88061,0.86287
411.22424,0.23028,0.32871,0.54826,0.90962,0.97666,0.8714,0.85407
411.32638,0.23027,0.3325,0.56048,0.92193,0.97039,0.86199,0.84514
411.42857,0.23028,0.3365,0.57323,0.93357,0.96343,0.85241,0.8361
411.53082,0.2303,0.34074,0.58651,0.94446,0.95579,0.84267,0.82697
411.63311,0.23033,0.34522,0.60032,0.95449,0.94753,0.8328,0.81776
411.73545,0.23037,0.34997,0.61466,0.96359,0.93869,0.82282,0.8085
411.83785,0.23042,0.355,0.62953,0.97166,0.92931,0.81275,0.79919
411.9403,0.23049,0.36033,0.64492,0.97863,0.91943,0.80262,0.78987
412.0428,0.23056,0.36598,0.66079,0.98442,0.9091,0.79245,0.78053
412.14535,0.23065,0.37197,0.67714,0.98897,0.89837,0.78224,0.7712
412.24795,0.23075,0.37832,0.69391,0.99223,0.88728,0.77202,0.76189
412.3506,0.23087,0.38505,0.71107,0.99415,0.87588,0.76181,0.75261
412.4533,0.23099,0.3922,0.72855,0.99472,0.8642,0.75162,0.74338
412.55605,0.23113,0.39978,0.74627,0.99391,0.85231,0.74146,0.7342
412.65886,0.23128,0.40783,0.76415,0.99173,0.84022,0.73135,0.72509
412.76171,0.23144,0.41637,0.78208,0.98819,0.82799,0.7213,0.71606
412.86462,0.23161,0.42544,0.79995,0.98333,0.81566,0.71132,0.70711
412.96758,0.2318,0.43506,0.81761,0.97717,0.80325,0.70142,0.69825
413.07059,0.232,0.44526,0.83491,0.96979,0.7908,0.69162,0.6895
413.17365,0.23221,0.45608,0.85169,0.96124,0.77834,0.68191,0.68086
413.27677,0.23243,0.46754,0.86777,0.95159,0.76591,0.67231,0.67234
413.37993,0.23267,0.47968,0.88295,0.94094,0.75352,0.66283,0.66393
413.48315,0.23292,0.49252,0.89704,0.92936,0.74121,0.65347,0.65566
413.58641,0.23319,0.50608,0.90985,0.91696,0.72898,0.64423,0.64751
413.68973,0.23347,0.52037,0.92118,0.90381,0.71688,0.63512,0.63951
413.7931,0.23376,0.5354,0.93084,0.89003,0.7049,0.62615,0.63165
413.89653,0.23406,0.55117,0.93867,0.87571,0.69307,0.61732,0.62393
414,0.23438,0.56764,0.94453,0.86093,0.68141,0.60863,0.61636
414.10353,0.23472,0.5848,0.94829,0.84579,0.66992,0.60008,0.60894
414.2071,0.23507,0.60257,0.94987,0.83038,0.65862,0.59167,0.60168
414.31073,0.23543,0.62087,0.94923,0.81477,0.64751,0.58342,0.59458
414.41441,0.23581,0.63958,0.94637,0.79904,0.6366,0.57531,0.58764
414.51815,0.2362,0.65854,0.9413,0.78327,0.6259,0.56735,0.58086
414.62193,0.23661,0.67756,0.93412,0.7675,0.61542,0.55954,0.57424
414.72577,0.23703,0.6964,0.92491,0.75182,0.60515,0.55188,0.5678
414.82966,0.23747,0.7148,0.91383,0.73625,0.5951,0.54437,0.56152
414.9336,0.23793,0.73242,0.90104,0.72086,0.58528,0.53701,0.55541
415.03759,0.2384,0.74893,0.88673,0.70568,0.57567,0.5298,0.54948
415.14164,0.23889,0.76395,0.87108,0.69074,0.56629,0.52273,0.54372
415.24574,0.2394,0.7771,0.85432,0.67608,0.55713,0.5158,0.53814
415.34989,0.23992,0.78801,0.83664,0.66171,0.54819,0.50902,0.53274
415.45409,0.24046,0.79635,0.81825,0.64766,0.53946,0.50239,0.52752
415.55834,0.24102,0.80182,0.79934,0.63395,0.53096,0.49589,0.52248
415.66265,0.2416,0.80424,0.7801,0.62059,0.52266,0.48954,0.51763
415.76701,0.24219,0.80347,0.76068,0.60758,0.51458,0.48332,0.51298
415.87142,0.2428,0.79952,0.74124,0.59494,0.5067,0.47723,0.50851
415.97589,0.24344,0.79247,0.7219,0.58266,0.49903,0.47128,0.50424
416.0804,0.24409,0.78251,0.70279,0.57075,0.49156,0.46546,0.50018
416.18497,0.24476,0.76993,0.684,0.55922,0.48429,0.45977,0.49632
416.28959,0.24545,0.75506,0.6656,0.54804,0.47721,0.45421,0.49267
416.39427,0.24617,0.73829,0.64767,0.53724,0.47032,0.44877,0.48923
416.49899,0.2469,0.72003,0.63026,0.52678,0.46361,0.44345,0.48602
416.60377,0.24766,0.70067,0.6134,0.51669,0.45709,0.43825,0.48304
416.70861,0.24843,0.6806,0.59713,0.50694,0.45074,0.43318,0.4803
416.81349,0.24923,0.66016,0.58146,0.49752,0.44457,0.42821,0.47781
416.91843,0.25006,0.63967,0.5664,0.48844,0.43857,0.42336,0.47557
417.02342,0.2509,0.61938,0.55196,0.47969,0.43274,0.41862,0.47359
417.12846,0.25177,0.59951,0.53814,0.47125,0.42707,0.414,0.4719
417.23356,0.25267,0.58022,0.52493,0.46311,0.42156,0.40947,0.47049
417.33871,0.25359,0.56165,0.51231,0.45528,0.4162,0.40505,0.46939
417.44391,0.25453,0.54387,0.50029,0.44773,0.411,0.40074,0.46862
417.54917,0.2555,0.52697,0.48883,0.44047,0.40594,0.39652,0.46818
417.65448,0.2565,0.51095,0.47793,0.43347,0.40102,0.39241,0.4681
417.75984,0.25753,0.49585,0.46756,0.42675,0.39625,0.38838,0.4684
417.86525,0.25858,0.48166,0.4577,0.42027,0.39161,0.38446,0.4691
417.97072,0.25966,0.46836,0.44835,0.41404,0.38711,0.38062,0.47023
418.07624,0.26077,0.45592,0.43947,0.40806,0.38273,0.37688,0.47182
418.18182,0.26191,0.44432,0.43105,0.4023,0.37849,0.37322,0.47389
418.28745,0.26308,0.43352,0.42307,0.39677,0.37437,0.36965,0.47647
418.39313,0.26428,0.42348,0.41551,0.39145,0.37036,0.36616,0.47961
418.49886,0.26551,0.41415,0.40834,0.38635,0.36648,0.36276,0.48333
418.60465,0.26678,0.40551,0.40157,0.38144,0.36271,0.35943,0.48768
418.71049,0.26808,0.39752,0.39515,0.37674,0.35906,0.35619,0.49268
418.81639,0.26942,0.39012,0.38909,0.37222,0.35551,0.35302,0.49839
418.92234,0.27079,0.38329,0.38336,0.36788,0.35207,0.34993,0.50484
419.02834,0.27219,0.37699,0.37795,0.36373,0.34873,0.34691,0.51205
419.1344,0.27363,0.37119,0.37285,0.35974,0.3455,0.34396,0.52008
419.24051,0.27511,0.36586,0.36804,0.35593,0.34237,0.34109,0.52893
419.34667,0.27663,0.36096,0.3635,0.35227,0.33933,0.33828,0.53862
419.45289,0.27819,0.35648,0.35923,0.34877,0.3364,0.33555,0.54916
419.55916,0.27979,0.35238,0.35522,0.34543,0.33355,0.33288,0.56052
419.66548,0.28143,0.34864,0.35145,0.34223,0.3308,0.33027,0.57266
419.77186,0.28312,0.34524,0.34792,0.33918,0.32814,0.32773,0.5855
419.8783,0.28485,0.34216,0.34461,0.33627,0.32556,0.32525,0.59893
419.98478,0.28662,0.33938,0.34152,0.33349,0.32307,0.32283,0.6128
420.09132,0.28844,0.33689,0.33863,0.33085,0.32067,0.32047,0.62688
420.19792,0.29031,0.33467,0.33595,0.32834,0.31835,0.31817,0.64093
420.30457,0.29223,0.3327,0.33345,0.32595,0.31612,0.31593,0.65464
420.41127,0.2942,0.33097,0.33115,0.32369,0.31396,0.31374,0.66765
420.51803,0.29622,0.32947,0.32902,0.32156,0.31189,0.31161,0.67958
420.62484,0.29829,0.32819,0.32707,0.31954,0.3099,0.30953,0.69002
420.73171,0.30042,0.32712,0.32529,0.31763,0.30798,0.30751,0.6986
420.83863,0.3026,0.32625,0.32367,0.31585,0.30614,0.30554,0.70496
420.9456,0.30484,0.32557,0.32221,0.31417,0.30438,0.30362,0.70882
421.05263,0.30714,0.32507,0.3209,0.31261,0.30269,0.30175,0.71
421.15972,0.3095,0.32476,0.31975,0.31116,0.30108,0.29993,0.7084
421.26685,0.31192,0.32461,0.31874,0.30981,0.29954,0.29816,0.70408
421.37405,0.31441,0.32463,0.31788,0.30857,0.29808,0.29644,0.69716
421.48129,0.31696,0.32481,0.31717,0.30744,0.29669,0.29476,0.68791
421.58859,0.31958,0.32515,0.31659,0.30642,0.29538,0.29314,0.67661
421.69595,0.32227,0.32564,0.31615,0.3055,0.29414,0.29155,0.66363
421.80336,0.32503,0.32628,0.31584,0.30468,0.29297,0.29001,0.64934
421.91083,0.32786,0.32706,0.31567,0.30397,0.29188,0.28852,0.63411
422.01835,0.33077,0.32799,0.31564,0.30336,0.29086,0.28707,0.61827
422.12592,0.33376,0.32907,0.31573,0.30286,0.28992,0.28566,0.60213
422.23355,0.33683,0.33028,0.31596,0.30246,0.28905,0.28429,0.58595
422.34124,0.33998,0.33163,0.31632,0.30216,0.28826,0.28297,0.56994
422.44898,0.34321,0.33312,0.3168,0.30197,0.28755,0.28168,0.55426
422.55677,0.34653,0.33475,0.31742,0.30189,0.28691,0.28044,0.53906
422.66462,0.34994,0.33652,0.31817,0.30191,0.28635,0.27924,0.52441
422.77253,0.35344,0.33842,0.31905,0.30204,0.28587,0.27808,0.51038
422.88049,0.35704,0.34046,0.32006,0.30228,0.28547,0.27695,0.49701
422.98851,0.36073,0.34264,0.3212,0.30263,0.28515,0.27587,0.48432
423.09658,0.36452,0.34496,0.32247,0.30309,0.28491,0.27482,0.4723
423.2047,0.36842,0.34742,0.32388,0.30367,0.28476,0.27381,0.46095
423.31288,0.37242,0.35002,0.32543,0.30436,0.2847,0.27284,0.45025
423.42112,0.37653,0.35276,0.32711,0.30517,0.28473,0.27191,0.44019
423.52941,0.38075,0.35565,0.32893,0.3061,0.28485,0.27101,0.43072
423.63776,0.38509,0.35868,0.33089,0.30715,0.28507,0.27016,0.42183
423.74616,0.38954,0.36186,0.33299,0.30833,0.28538,0.26933,0.41348
