WL,Inf. Array,3x3,12x12,6x6,27x27
371.38372,0.42892,0.42727,0.43069,0.42911,0.42742
371.46703,0.43061,0.42892,0.43239,0.43081,0.42903
371.55037,0.43237,0.43061,0.43415,0.43255,0.43069
371.63375,0.43417,0.43237,0.43596,0.43435,0.43239
371.71717,0.43603,0.43417,0.43783,0.4362,0.43415
371.80063,0.43794,0.43603,0.43975,0.4381,0.43596
371.88412,0.43991,0.43794,0.44172,0.44007,0.43783
371.96765,0.44195,0.43991,0.44376,0.44209,0.43975
372.05122,0.44404,0.44195,0.44585,0.44417,0.44172
372.13483,0.44619,0.44404,0.448,0.44631,0.44376
372.21848,0.4484,0.44619,0.45021,0.44852,0.44585
372.30216,0.45068,0.4484,0.45248,0.45079,0.448
372.38588,0.45302,0.45068,0.45482,0.45312,0.45021
372.46964,0.45543,0.45302,0.45722,0.45553,0.45248
372.55343,0.45791,0.45543,0.45969,0.458,0.45482
372.63726,0.46046,0.45791,0.46222,0.46054,0.45722
372.72113,0.46308,0.46046,0.46483,0.46315,0.45969
372.80504,0.46578,0.46308,0.46751,0.46583,0.46222
372.88899,0.46855,0.46578,0.47026,0.46859,0.46483
372.97297,0.4714,0.46855,0.47309,0.47143,0.46751
373.05699,0.47432,0.4714,0.47599,0.47434,0.47026
373.14105,0.47733,0.47432,0.47897,0.47734,0.47309
373.22515,0.48042,0.47733,0.48203,0.48042,0.47599
373.30929,0.4836,0.48042,0.48517,0.48358,0.47897
373.39346,0.48686,0.4836,0.4884,0.48683,0.48203
373.47767,0.49021,0.48686,0.49171,0.49017,0.48517
373.56192,0.49365,0.49021,0.49511,0.4936,0.4884
373.64621,0.49718,0.49365,0.49859,0.49712,0.49171
373.73053,0.50081,0.49718,0.50217,0.50073,0.49511
373.8149,0.50453,0.50081,0.50585,0.50444,0.49859
373.8993,0.50836,0.50453,0.50962,0.50825,0.50217
373.98374,0.51228,0.50836,0.51349,0.51217,0.50585
374.06822,0.51631,0.51228,0.51745,0.51618,0.50962
374.15273,0.52045,0.51631,0.52153,0.5203,0.51349
374.23729,0.52469,0.52045,0.5257,0.52453,0.51745
374.32188,0.52905,0.52469,0.52998,0.52887,0.52153
374.40651,0.53352,0.52905,0.53438,0.53332,0.5257
374.49118,0.5381,0.53352,0.53888,0.53789,0.52998
374.57589,0.54281,0.5381,0.5435,0.54258,0.53438
374.66063,0.54763,0.54281,0.54823,0.54738,0.53888
374.74542,0.55257,0.54763,0.55308,0.55231,0.5435
374.83024,0.55764,0.55257,0.55805,0.55736,0.54823
374.9151,0.56284,0.55764,0.56315,0.56254,0.55308
375,0.56817,0.56284,0.56837,0.56785,0.55805
375.08494,0.57363,0.56817,0.57372,0.57329,0.56315
375.16991,0.57922,0.57363,0.5792,0.57886,0.56837
375.25493,0.58495,0.57922,0.58481,0.58457,0.57372
375.33998,0.59082,0.58495,0.59055,0.59042,0.5792
375.42507,0.59683,0.59082,0.59643,0.59641,0.58481
375.5102,0.60298,0.59683,0.60245,0.60253,0.59055
375.59537,0.60927,0.60298,0.6086,0.6088,0.59643
375.68058,0.61571,0.60927,0.6149,0.61522,0.60245
375.76583,0.6223,0.61571,0.62134,0.62178,0.6086
375.85111,0.62903,0.6223,0.62792,0.62849,0.6149
375.93644,0.63591,0.62903,0.63465,0.63534,0.62134
376.0218,0.64294,0.63591,0.64152,0.64235,0.62792
376.1072,0.65012,0.64294,0.64854,0.6495,0.63465
376.19264,0.65745,0.65012,0.65571,0.6568,0.64152
376.27812,0.66493,0.65745,0.66302,0.66425,0.64854
376.36364,0.67255,0.66493,0.67047,0.67185,0.65571
376.44919,0.68033,0.67255,0.67807,0.67959,0.66302
376.53479,0.68824,0.68033,0.68582,0.68748,0.67047
376.62042,0.6963,0.68824,0.6937,0.69551,0.67807
376.7061,0.7045,0.6963,0.70172,0.70368,0.68582
376.79181,0.71283,0.7045,0.70988,0.71198,0.6937
376.87756,0.7213,0.71283,0.71817,0.72042,0.70172
376.96335,0.72989,0.7213,0.72659,0.72898,0.70988
377.04918,0.73861,0.72989,0.73514,0.73767,0.71817
377.13505,0.74744,0.73861,0.7438,0.74647,0.72659
377.22096,0.75637,0.74744,0.75257,0.75537,0.73514
377.3069,0.7654,0.75637,0.76144,0.76438,0.7438
377.39289,0.77453,0.7654,0.77041,0.77347,0.75257
377.47891,0.78373,0.77453,0.77947,0.78265,0.76144
377.56498,0.79299,0.78373,0.78859,0.79189,0.77041
377.65108,0.80232,0.79299,0.79779,0.80119,0.77947
377.73723,0.81168,0.80232,0.80703,0.81053,0.78859
377.82341,0.82106,0.81168,0.81631,0.81989,0.79779
377.90963,0.83045,0.82106,0.8256,0.82927,0.80703
377.99589,0.83984,0.83045,0.83491,0.83863,0.81631
378.08219,0.84919,0.83984,0.84419,0.84797,0.8256
378.16853,0.85849,0.84919,0.85345,0.85727,0.83491
378.25491,0.86772,0.85849,0.86265,0.86649,0.84419
378.34133,0.87685,0.86772,0.87177,0.87562,0.85345
378.42779,0.88587,0.87685,0.8808,0.88464,0.86265
378.51429,0.89474,0.88587,0.8897,0.89351,0.87177
378.60082,0.90343,0.89474,0.89845,0.90222,0.8808
378.6874,0.91193,0.90343,0.90702,0.91073,0.8897
378.77402,0.9202,0.91193,0.91539,0.91903,0.89845
378.86067,0.92821,0.9202,0.92353,0.92706,0.90702
378.94737,0.93594,0.92821,0.9314,0.93482,0.91539
379.0341,0.94334,0.93594,0.93898,0.94227,0.92353
379.12088,0.9504,0.94334,0.94624,0.94937,0.9314
379.20769,0.95708,0.9504,0.95314,0.9561,0.93898
379.29455,0.96335,0.95708,0.95965,0.96243,0.94624
379.38144,0.96918,0.96335,0.96576,0.96833,0.95314
379.46838,0.97454,0.96918,0.97141,0.97376,0.95965
379.55535,0.97941,0.97454,0.97659,0.97871,0.96576
379.64237,0.98375,0.97941,0.98127,0.98315,0.97141
379.72942,0.98755,0.98375,0.98542,0.98704,0.97659
379.81651,0.99078,0.98755,0.98902,0.99037,0.98127
379.90365,0.99342,0.99078,0.99205,0.99312,0.98542
379.99082,0.99546,0.99342,0.99448,0.99527,0.98902
380.07804,0.99687,0.99546,0.9963,0.9968,0.99205
380.16529,0.99764,0.99687,0.9975,0.9977,0.99448
380.25258,0.99777,0.99764,0.99806,0.99796,0.9963
380.33992,0.99725,0.99777,0.99798,0.99757,0.9975
380.42729,0.99607,0.99725,0.99724,0.99653,0.99806
380.51471,0.99425,0.99607,0.99586,0.99484,0.99798
380.60216,0.99177,0.99425,0.99383,0.9925,0.99724
380.68966,0.98865,0.99177,0.99116,0.98953,0.99586
380.77719,0.98489,0.98865,0.98785,0.98592,0.99383
380.86477,0.98052,0.98489,0.98392,0.98169,0.99116
380.95238,0.97555,0.98052,0.97939,0.97686,0.98785
381.04004,0.97,0.97555,0.97426,0.97144,0.98392
381.12773,0.96388,0.97,0.96857,0.96547,0.97939
381.21547,0.95723,0.96388,0.96234,0.95895,0.97426
381.30325,0.95008,0.95723,0.95559,0.95193,0.96857
381.39106,0.94244,0.95008,0.94834,0.94442,0.96234
381.47892,0.93436,0.94244,0.94064,0.93645,0.95559
381.56682,0.92586,0.93436,0.9325,0.92806,0.94834
381.65476,0.91697,0.92586,0.92396,0.91929,0.94064
381.74274,0.90773,0.91697,0.91506,0.91015,0.9325
381.83076,0.89817,0.90773,0.90581,0.90069,0.92396
381.91882,0.88833,0.89817,0.89627,0.89093,0.91506
382.00692,0.87823,0.88833,0.88645,0.88092,0.90581
382.09506,0.86792,0.87823,0.87639,0.87068,0.89627
382.18324,0.85742,0.86792,0.86613,0.86025,0.88645
382.27147,0.84676,0.85742,0.85569,0.84965,0.87639
382.35973,0.83598,0.84676,0.84511,0.83893,0.86613
382.44804,0.82511,0.83598,0.83442,0.8281,0.85569
382.53638,0.81417,0.82511,0.82363,0.81719,0.84511
382.62477,0.80319,0.81417,0.81279,0.80624,0.83442
382.7132,0.79219,0.80319,0.80191,0.79527,0.82363
382.80166,0.7812,0.79219,0.79102,0.7843,0.81279
382.89017,0.77025,0.7812,0.78014,0.77336,0.80191
382.97872,0.75934,0.77025,0.7693,0.76246,0.79102
383.06731,0.74851,0.75934,0.75851,0.75163,0.78014
383.15595,0.73777,0.74851,0.74779,0.74089,0.7693
383.24462,0.72713,0.73777,0.73716,0.73024,0.75851
383.33333,0.71662,0.72713,0.72664,0.71971,0.74779
383.42209,0.70624,0.71662,0.71623,0.70932,0.73716
383.51088,0.696,0.70624,0.70596,0.69906,0.72664
383.59972,0.68592,0.696,0.69584,0.68896,0.71623
383.6886,0.67601,0.68592,0.68586,0.67902,0.70596
383.77752,0.66628,0.67601,0.67606,0.66925,0.69584
383.86648,0.65672,0.66628,0.66642,0.65966,0.68586
383.95548,0.64736,0.65672,0.65696,0.65026,0.67606
384.04453,0.63819,0.64736,0.64769,0.64105,0.66642
384.13361,0.62921,0.63819,0.63861,0.63204,0.65696
384.22274,0.62044,0.62921,0.62972,0.62322,0.64769
384.31191,0.61188,0.62044,0.62104,0.61461,0.63861
384.40111,0.60352,0.61188,0.61255,0.60621,0.62972
384.49036,0.59538,0.60352,0.60427,0.59802,0.62104
384.57966,0.58744,0.59538,0.5962,0.59003,0.61255
384.66899,0.57971,0.58744,0.58833,0.58226,0.60427
384.75836,0.5722,0.57971,0.58067,0.5747,0.5962
384.84778,0.5649,0.5722,0.57322,0.56734,0.58833
384.93724,0.5578,0.5649,0.56598,0.5602,0.58067
385.02674,0.55092,0.5578,0.55894,0.55327,0.57322
385.11628,0.54425,0.55092,0.55211,0.54654,0.56598
385.20586,0.53778,0.54425,0.54549,0.54002,0.55894
385.29549,0.53152,0.53778,0.53907,0.53371,0.55211
385.38515,0.52546,0.53152,0.53286,0.5276,0.54549
385.47486,0.5196,0.52546,0.52684,0.5217,0.53907
385.56461,0.51395,0.5196,0.52103,0.51599,0.53286
385.6544,0.50849,0.51395,0.51542,0.51048,0.52684
385.74423,0.50323,0.50849,0.51,0.50517,0.52103
385.83411,0.49816,0.50323,0.50478,0.50006,0.51542
385.92403,0.49329,0.49816,0.49975,0.49513,0.51
386.01399,0.4886,0.49329,0.49491,0.4904,0.50478
386.10399,0.48411,0.4886,0.49027,0.48586,0.49975
386.19403,0.4798,0.48411,0.48581,0.4815,0.49491
386.28411,0.47567,0.4798,0.48153,0.47733,0.49027
386.37424,0.47173,0.47567,0.47744,0.47335,0.48581
386.46441,0.46797,0.47173,0.47354,0.46954,0.48153
386.55462,0.46439,0.46797,0.46981,0.46592,0.47744
386.64488,0.46099,0.46439,0.46627,0.46247,0.47354
386.73517,0.45777,0.46099,0.46291,0.45921,0.46981
386.82551,0.45472,0.45777,0.45972,0.45612,0.46627
386.91589,0.45185,0.45472,0.45671,0.45321,0.46291
387.00631,0.44915,0.45185,0.45388,0.45047,0.45972
387.09677,0.44663,0.44915,0.45122,0.44791,0.45671
387.18728,0.44428,0.44663,0.44874,0.44552,0.45388
387.27783,0.44211,0.44428,0.44644,0.44331,0.45122
387.36842,0.44011,0.44211,0.44431,0.44128,0.44874
387.45905,0.43829,0.44011,0.44236,0.43942,0.44644
387.54973,0.43664,0.43829,0.44058,0.43773,0.44431
387.64045,0.43517,0.43664,0.43898,0.43623,0.44236
387.73121,0.43387,0.43517,0.43756,0.4349,0.44058
387.82201,0.43276,0.43387,0.43632,0.43375,0.43898
387.91286,0.43182,0.43276,0.43526,0.43278,0.43756
388.00375,0.43107,0.43182,0.43439,0.43199,0.43632
388.09468,0.4305,0.43107,0.4337,0.43139,0.43526
388.18565,0.43012,0.4305,0.4332,0.43098,0.43439
388.27667,0.42992,0.43012,0.43288,0.43076,0.4337
388.36773,0.42992,0.42992,0.43277,0.43073,0.4332
388.45883,0.43012,0.42992,0.43285,0.4309,0.43288
388.54998,0.43052,0.43012,0.43313,0.43127,0.43277
388.64116,0.43112,0.43052,0.43361,0.43185,0.43285
388.73239,0.43194,0.43112,0.43431,0.43264,0.43313
388.82367,0.43296,0.43194,0.43522,0.43364,0.43361
388.91498,0.43421,0.43296,0.43636,0.43487,0.43431
389.00634,0.43569,0.43421,0.43772,0.43633,0.43522
389.09774,0.4374,0.43569,0.43931,0.43802,0.43636
389.18919,0.43935,0.4374,0.44114,0.43995,0.43772
389.28068,0.44155,0.43935,0.44323,0.44213,0.43931
389.37221,0.444,0.44155,0.44556,0.44457,0.44114
389.46378,0.44672,0.444,0.44816,0.44728,0.44323
389.5554,0.44972,0.44672,0.45104,0.45026,0.44556
389.64706,0.453,0.44972,0.4542,0.45353,0.44816
389.73876,0.45657,0.453,0.45765,0.4571,0.45104
389.83051,0.46045,0.45657,0.46141,0.46097,0.4542
389.9223,0.46465,0.46045,0.46548,0.46517,0.45765
390.01413,0.46918,0.46465,0.46988,0.46969,0.46141
390.10601,0.47405,0.46918,0.47462,0.47456,0.46548
390.19793,0.47927,0.47405,0.47972,0.47979,0.46988
390.28989,0.48487,0.47927,0.48518,0.4854,0.47462
390.3819,0.49086,0.48487,0.49103,0.49139,0.47972
390.47394,0.49724,0.49086,0.49727,0.49778,0.48518
390.56604,0.50404,0.49724,0.50393,0.5046,0.49103
390.65817,0.51127,0.50404,0.51102,0.51184,0.49727
390.75035,0.51895,0.51127,0.51855,0.51954,0.50393
390.84258,0.52709,0.51895,0.52654,0.52771,0.51102
390.93484,0.53572,0.52709,0.53501,0.53636,0.51855
391.02715,0.54484,0.53572,0.54398,0.54552,0.52654
391.11951,0.55448,0.54484,0.55345,0.55519,0.53501
391.21191,0.56465,0.55448,0.56345,0.56539,0.54398
391.30435,0.57535,0.56465,0.57399,0.57613,0.55345
391.39683,0.58661,0.57535,0.58508,0.58743,0.56345
391.48936,0.59844,0.58661,0.59673,0.59931,0.57399
391.58193,0.61084,0.59844,0.60895,0.61175,0.58508
391.67455,0.62381,0.61084,0.62175,0.62478,0.59673
391.76721,0.63737,0.62381,0.63512,0.63838,0.60895
391.85991,0.6515,0.63737,0.64907,0.65257,0.62175
391.95266,0.66619,0.6515,0.66359,0.66732,0.63512
392.04545,0.68144,0.66619,0.67867,0.68262,0.64907
392.13829,0.69722,0.68144,0.69427,0.69844,0.66359
392.23117,0.71349,0.69722,0.71038,0.71477,0.67867
392.32409,0.73022,0.71349,0.72696,0.73155,0.69427
392.41706,0.74736,0.73022,0.74395,0.74873,0.71038
392.51007,0.76483,0.74736,0.7613,0.76624,0.72696
392.60313,0.78258,0.76483,0.77893,0.78402,0.74395
392.69623,0.8005,0.78258,0.79676,0.80196,0.7613
392.78937,0.8185,0.8005,0.8147,0.81998,0.77893
392.88256,0.83646,0.8185,0.83262,0.83794,0.79676
392.97579,0.85425,0.83646,0.8504,0.85572,0.8147
393.06907,0.87172,0.85425,0.86791,0.87317,0.83262
393.16239,0.88873,0.87172,0.88498,0.89014,0.8504
393.25576,0.9051,0.88873,0.90147,0.90646,0.86791
393.34917,0.92067,0.9051,0.9172,0.92197,0.88498
393.44262,0.93527,0.92067,0.932,0.93648,0.90147
393.53612,0.94871,0.93527,0.94569,0.94984,0.9172
393.62966,0.96083,0.94871,0.95812,0.96186,0.932
393.72325,0.97147,0.96083,0.96911,0.9724,0.94569
393.81688,0.98049,0.97147,0.97852,0.9813,0.95812
393.91056,0.98775,0.98049,0.98622,0.98846,0.96911
394.00428,0.99317,0.98775,0.99211,0.99376,0.97852
394.09805,0.99666,0.99317,0.9961,0.99714,0.98622
394.19186,0.99817,0.99666,0.99814,0.99855,0.99211
394.28571,0.9977,0.99817,0.9982,0.99799,0.9961
394.37961,0.99526,0.9977,0.9963,0.99546,0.99814
394.47356,0.99089,0.99526,0.99247,0.99102,0.9982
394.56755,0.98467,0.99089,0.98678,0.98475,0.9963
394.66158,0.97669,0.98467,0.97932,0.97673,0.99247
394.75566,0.96708,0.97669,0.9702,0.96711,0.98678
394.84979,0.95597,0.96708,0.95957,0.95601,0.97932
394.94395,0.94352,0.95597,0.94756,0.94359,0.9702
395.03817,0.92989,0.94352,0.93433,0.93,0.95957
395.13243,0.91523,0.92989,0.92005,0.9154,0.94756
395.22673,0.89972,0.91523,0.90487,0.89996,0.93433
395.32108,0.88351,0.89972,0.88895,0.88384,0.92005
395.41547,0.86675,0.88351,0.87245,0.86717,0.90487
395.50991,0.84959,0.86675,0.8555,0.85011,0.88895
395.6044,0.83215,0.84959,0.83825,0.83278,0.87245
395.69892,0.81457,0.83215,0.82081,0.81531,0.8555
395.7935,0.79694,0.81457,0.80331,0.7978,0.83825
395.88812,0.77937,0.79694,0.78582,0.78034,0.82081
395.98278,0.76194,0.77937,0.76845,0.76302,0.80331
396.07749,0.74472,0.76194,0.75127,0.7459,0.78582
396.17225,0.72778,0.74472,0.73434,0.72906,0.76845
396.26705,0.71115,0.72778,0.71771,0.71253,0.75127
396.3619,0.69489,0.71115,0.70143,0.69636,0.73434
396.45679,0.67903,0.69489,0.68553,0.68058,0.71771
396.55172,0.66358,0.67903,0.67003,0.66522,0.70143
396.64671,0.64858,0.66358,0.65497,0.65029,0.68553
396.74173,0.63403,0.64858,0.64035,0.63581,0.67003
396.83681,0.61994,0.63403,0.62618,0.62177,0.65497
396.93193,0.60631,0.61994,0.61246,0.6082,0.64035
397.02709,0.59314,0.60631,0.5992,0.59508,0.62618
397.1223,0.58043,0.59314,0.58639,0.58241,0.61246
397.21756,0.56817,0.58043,0.57404,0.57019,0.5992
397.31286,0.55636,0.56817,0.56212,0.55841,0.58639
397.40821,0.54498,0.55636,0.55063,0.54705,0.57404
397.5036,0.53403,0.54498,0.53957,0.53612,0.56212
397.59904,0.52349,0.53403,0.52891,0.52559,0.55063
397.69452,0.51335,0.52349,0.51866,0.51546,0.53957
397.79006,0.50359,0.51335,0.50878,0.50571,0.52891
397.88563,0.49421,0.50359,0.49929,0.49633,0.51866
397.98125,0.48518,0.49421,0.49015,0.48731,0.50878
398.07692,0.47651,0.48518,0.48135,0.47863,0.49929
398.17264,0.46816,0.47651,0.47289,0.47028,0.49015
398.2684,0.46014,0.46816,0.46476,0.46225,0.48135
398.3642,0.45242,0.46014,0.45692,0.45452,0.47289
398.46006,0.445,0.45242,0.44939,0.44708,0.46476
398.55596,0.43786,0.445,0.44214,0.43993,0.45692
398.6519,0.43099,0.43786,0.43516,0.43304,0.44939
398.74789,0.42437,0.43099,0.42844,0.42641,0.44214
398.84393,0.41801,0.42437,0.42197,0.42002,0.43516
398.94001,0.41188,0.41801,0.41574,0.41387,0.42844
399.03614,0.40598,0.41188,0.40974,0.40795,0.42197
399.13232,0.4003,0.40598,0.40396,0.40225,0.41574
399.22854,0.39483,0.4003,0.39838,0.39675,0.40974
399.32481,0.38955,0.39483,0.39301,0.39144,0.40396
399.42113,0.38446,0.38955,0.38783,0.38633,0.39838
399.51749,0.37956,0.38446,0.38284,0.3814,0.39301
399.6139,0.37483,0.37956,0.37802,0.37664,0.38783
399.71035,0.37026,0.37483,0.37338,0.37205,0.38284
399.80686,0.36586,0.37026,0.36889,0.36762,0.37802
399.9034,0.36161,0.36586,0.36456,0.36334,0.37338
400,0.3575,0.36161,0.36037,0.35921,0.36889
400.09664,0.35354,0.3575,0.35633,0.35522,0.36456
400.19333,0.3497,0.35354,0.35243,0.35136,0.36037
400.29007,0.346,0.3497,0.34866,0.34763,0.35633
400.38685,0.34242,0.346,0.34501,0.34402,0.35243
400.48368,0.33896,0.34242,0.34148,0.34053,0.34866
400.58055,0.33561,0.33896,0.33807,0.33715,0.34501
400.67747,0.33237,0.33561,0.33477,0.33389,0.34148
400.77444,0.32923,0.33237,0.33157,0.33072,0.33807
400.87146,0.32619,0.32923,0.32848,0.32766,0.33477
400.96852,0.32325,0.32619,0.32548,0.32469,0.33157
401.06563,0.3204,0.32325,0.32258,0.32182,0.32848
401.16279,0.31764,0.3204,0.31977,0.31904,0.32548
401.26,0.31497,0.31764,0.31705,0.31634,0.32258
401.35725,0.31237,0.31497,0.31441,0.31372,0.31977
401.45455,0.30986,0.31237,0.31185,0.31118,0.31705
401.55189,0.30742,0.30986,0.30936,0.30872,0.31441
401.64928,0.30505,0.30742,0.30695,0.30633,0.31185
401.74672,0.30276,0.30505,0.30462,0.30402,0.30936
401.84421,0.30053,0.30276,0.30235,0.30177,0.30695
401.94175,0.29837,0.30053,0.30015,0.29958,0.30462
402.03933,0.29627,0.29837,0.29801,0.29746,0.30235
402.13696,0.29423,0.29627,0.29594,0.2954,0.30015
402.23464,0.29224,0.29423,0.29392,0.2934,0.29801
402.33236,0.29032,0.29224,0.29196,0.29146,0.29594
402.43013,0.28845,0.29032,0.29006,0.28957,0.29392
402.52795,0.28663,0.28845,0.28821,0.28773,0.29196
402.62582,0.28486,0.28663,0.28642,0.28594,0.29006
402.72374,0.28314,0.28486,0.28467,0.28421,0.28821
402.8217,0.28147,0.28314,0.28297,0.28252,0.28642
402.91971,0.27985,0.28147,0.28132,0.28088,0.28467
403.01777,0.27826,0.27985,0.27971,0.27928,0.28297
403.11587,0.27673,0.27826,0.27815,0.27773,0.28132
403.21402,0.27523,0.27673,0.27663,0.27622,0.27971
403.31223,0.27377,0.27523,0.27515,0.27475,0.27815
403.41048,0.27235,0.27377,0.27371,0.27331,0.27663
403.50877,0.27097,0.27235,0.27231,0.27192,0.27515
403.60712,0.26963,0.27097,0.27095,0.27056,0.27371
403.70551,0.26832,0.26963,0.26962,0.26924,0.27231
403.80395,0.26705,0.26832,0.26833,0.26796,0.27095
403.90244,0.26581,0.26705,0.26707,0.26671,0.26962
404.00098,0.2646,0.26581,0.26585,0.26549,0.26833
404.09956,0.26342,0.2646,0.26465,0.2643,0.26707
404.19819,0.26228,0.26342,0.26349,0.26314,0.26585
404.29688,0.26116,0.26228,0.26236,0.26202,0.26465
404.3956,0.26007,0.26116,0.26126,0.26092,0.26349
404.49438,0.25901,0.26007,0.26019,0.25985,0.26236
404.59321,0.25798,0.25901,0.25914,0.25881,0.26126
404.69208,0.25698,0.25798,0.25813,0.2578,0.26019
404.791,0.256,0.25698,0.25713,0.25681,0.25914
404.88998,0.25504,0.256,0.25617,0.25585,0.25813
404.98899,0.25411,0.25504,0.25523,0.25491,0.25713
405.08806,0.25321,0.25411,0.25431,0.254,0.25617
405.18718,0.25233,0.25321,0.25342,0.25311,0.25523
405.28634,0.25147,0.25233,0.25255,0.25225,0.25431
405.38556,0.25063,0.25147,0.25171,0.2514,0.25342
405.48482,0.24982,0.25063,0.25088,0.25058,0.25255
405.58413,0.24903,0.24982,0.25008,0.24978,0.25171
405.68349,0.24825,0.24903,0.2493,0.24901,0.25088
405.7829,0.2475,0.24825,0.24854,0.24825,0.25008
405.88235,0.24677,0.2475,0.2478,0.24751,0.2493
405.98186,0.24606,0.24677,0.24708,0.24679,0.24854
406.08141,0.24536,0.24606,0.24638,0.2461,0.2478
406.18102,0.24469,0.24536,0.2457,0.24542,0.24708
406.28067,0.24403,0.24469,0.24503,0.24476,0.24638
406.38037,0.2434,0.24403,0.24439,0.24411,0.2457
406.48012,0.24277,0.2434,0.24376,0.24349,0.24503
406.57992,0.24217,0.24277,0.24315,0.24288,0.24439
406.67976,0.24158,0.24217,0.24256,0.24229,0.24376
406.77966,0.24102,0.24158,0.24198,0.24172,0.24315
406.87961,0.24046,0.24102,0.24143,0.24116,0.24256
406.9796,0.23992,0.24046,0.24088,0.24062,0.24198
407.07965,0.2394,0.23992,0.24036,0.24009,0.24143
407.17974,0.2389,0.2394,0.23985,0.23958,0.24088
407.27988,0.23841,0.2389,0.23935,0.23909,0.24036
407.38007,0.23793,0.23841,0.23887,0.23861,0.23985
407.48031,0.23747,0.23793,0.23841,0.23815,0.23935
407.58061,0.23703,0.23747,0.23795,0.2377,0.23887
407.68095,0.23659,0.23703,0.23752,0.23726,0.23841
407.78133,0.23618,0.23659,0.2371,0.23684,0.23795
407.88177,0.23577,0.23618,0.23669,0.23644,0.23752
407.98226,0.23538,0.23577,0.2363,0.23604,0.2371
408.0828,0.23501,0.23538,0.23592,0.23567,0.23669
408.18339,0.23465,0.23501,0.23555,0.2353,0.2363
408.28402,0.2343,0.23465,0.2352,0.23495,0.23592
408.38471,0.23396,0.2343,0.23486,0.23461,0.23555
408.48545,0.23364,0.23396,0.23453,0.23428,0.2352
408.58623,0.23333,0.23364,0.23422,0.23397,0.23486
408.68707,0.23303,0.23333,0.23392,0.23367,0.23453
408.78795,0.23275,0.23303,0.23363,0.23339,0.23422
408.88889,0.23248,0.23275,0.23335,0.23311,0.23392
408.98987,0.23222,0.23248,0.23309,0.23285,0.23363
409.09091,0.23197,0.23222,0.23284,0.2326,0.23335
409.19199,0.23174,0.23197,0.2326,0.23236,0.23309
409.29313,0.23152,0.23174,0.23238,0.23214,0.23284
409.39431,0.23131,0.23152,0.23216,0.23192,0.2326
409.49555,0.23111,0.23131,0.23196,0.23172,0.23238
409.59683,0.23093,0.23111,0.23177,0.23153,0.23216
409.69817,0.23075,0.23093,0.2316,0.23135,0.23196
409.79955,0.23059,0.23075,0.23143,0.23119,0.23177
409.90099,0.23044,0.23059,0.23128,0.23103,0.2316
410.00248,0.2303,0.23044,0.23113,0.23089,0.23143
410.10401,0.23018,0.2303,0.231,0.23076,0.23128
410.2056,0.23006,0.23018,0.23088,0.23064,0.23113
410.30723,0.22996,0.23006,0.23078,0.23054,0.231
410.40892,0.22987,0.22996,0.23068,0.23044,0.23088
410.51066,0.22979,0.22987,0.2306,0.23036,0.23078
410.61245,0.22972,0.22979,0.23053,0.23028,0.23068
410.71429,0.22967,0.22972,0.23046,0.23022,0.2306
410.81617,0.22962,0.22967,0.23042,0.23017,0.23053
410.91811,0.22959,0.22962,0.23038,0.23013,0.23046
411.0201,0.22957,0.22959,0.23035,0.23011,0.23042
411.12214,0.22956,0.22957,0.23034,0.23009,0.23038
411.22424,0.22956,0.22956,0.23033,0.23009,0.23035
411.32638,0.22958,0.22956,0.23034,0.2301,0.23034
411.42857,0.2296,0.22958,0.23036,0.23012,0.23033
411.53082,0.22964,0.2296,0.2304,0.23015,0.23034
411.63311,0.22969,0.22964,0.23044,0.23019,0.23036
411.73545,0.22975,0.22969,0.2305,0.23025,0.2304
411.83785,0.22982,0.22975,0.23056,0.23032,0.23044
411.9403,0.22991,0.22982,0.23064,0.2304,0.2305
412.0428,0.23001,0.22991,0.23074,0.23049,0.23056
412.14535,0.23012,0.23001,0.23084,0.23059,0.23064
412.24795,0.23024,0.23012,0.23095,0.2307,0.23074
412.3506,0.23037,0.23024,0.23108,0.23083,0.23084
412.4533,0.23052,0.23037,0.23122,0.23097,0.23095
412.55605,0.23068,0.23052,0.23138,0.23112,0.23108
412.65886,0.23085,0.23068,0.23154,0.23129,0.23122
412.76171,0.23104,0.23085,0.23172,0.23147,0.23138
412.86462,0.23123,0.23104,0.23191,0.23166,0.23154
412.96758,0.23145,0.23123,0.23211,0.23186,0.23172
413.07059,0.23167,0.23145,0.23233,0.23207,0.23191
413.17365,0.23191,0.23167,0.23256,0.2323,0.23211
413.27677,0.23216,0.23191,0.2328,0.23254,0.23233
413.37993,0.23242,0.23216,0.23306,0.2328,0.23256
413.48315,0.2327,0.23242,0.23333,0.23307,0.2328
413.58641,0.23299,0.2327,0.23361,0.23335,0.23306
413.68973,0.23329,0.23299,0.23391,0.23365,0.23333
413.7931,0.23361,0.23329,0.23422,0.23396,0.23361
413.89653,0.23394,0.23361,0.23454,0.23428,0.23391
414,0.23429,0.23394,0.23488,0.23462,0.23422
414.10353,0.23465,0.23429,0.23523,0.23497,0.23454
414.2071,0.23503,0.23465,0.2356,0.23534,0.23488
414.31073,0.23542,0.23503,0.23598,0.23572,0.23523
414.41441,0.23583,0.23542,0.23638,0.23612,0.2356
414.51815,0.23625,0.23583,0.2368,0.23653,0.23598
414.62193,0.23669,0.23625,0.23723,0.23696,0.23638
414.72577,0.23714,0.23669,0.23767,0.23741,0.2368
