Wavelength (nm),0 Deg,14 Deg,28 Deg,42 Deg,56 Deg,70 Deg,84 Deg
389.09774,0.44442,0.5382,0.59294,0.54141,0.73964,0.51115,0.55392
389.18919,0.44629,0.5327,0.58609,0.53541,0.72279,0.50548,0.5466
389.28068,0.44841,0.52737,0.57937,0.52952,0.7066,0.49993,0.53944
389.37221,0.45078,0.52221,0.57276,0.52373,0.69108,0.49449,0.53244
389.46378,0.45343,0.51723,0.56628,0.51806,0.67621,0.48917,0.52559
389.5554,0.45635,0.5124,0.55992,0.51249,0.66197,0.48395,0.51891
389.64706,0.45956,0.50775,0.55368,0.50702,0.64834,0.47885,0.51238
389.73876,0.46307,0.50326,0.54756,0.50166,0.6353,0.47386,0.506
389.83051,0.46689,0.49893,0.54157,0.49641,0.62282,0.46897,0.49977
389.9223,0.47103,0.49477,0.53569,0.49125,0.61088,0.46419,0.49369
390.01413,0.4755,0.49077,0.52992,0.48619,0.59945,0.45951,0.48776
390.10601,0.48031,0.48693,0.52428,0.48124,0.5885,0.45493,0.48197
390.19793,0.48549,0.48326,0.51875,0.47638,0.57802,0.45046,0.47632
390.28989,0.49103,0.47974,0.51333,0.47161,0.56797,0.44607,0.4708
390.3819,0.49696,0.47638,0.50803,0.46694,0.55833,0.44179,0.46542
390.47394,0.5033,0.47318,0.50283,0.46237,0.54909,0.4376,0.46017
390.56604,0.51004,0.47014,0.49775,0.45788,0.54022,0.4335,0.45505
390.65817,0.51723,0.46726,0.49278,0.45349,0.5317,0.42949,0.45006
390.75035,0.52485,0.46454,0.48791,0.44918,0.52351,0.42556,0.4452
390.84258,0.53295,0.46197,0.48315,0.44496,0.51564,0.42173,0.44045
390.93484,0.54152,0.45957,0.47849,0.44083,0.50807,0.41797,0.43582
391.02715,0.55058,0.45733,0.47393,0.43678,0.50079,0.41431,0.43131
391.11951,0.56016,0.45526,0.46948,0.43281,0.49378,0.41072,0.42692
391.21191,0.57026,0.45335,0.46512,0.42892,0.48702,0.40721,0.42263
391.30435,0.58089,0.4516,0.46086,0.42511,0.48051,0.40378,0.41846
391.39683,0.59208,0.45002,0.45669,0.42138,0.47423,0.40042,0.41439
391.48936,0.60382,0.44861,0.45262,0.41773,0.46818,0.39714,0.41042
391.58193,0.61612,0.44738,0.44864,0.41415,0.46233,0.39394,0.40656
391.67455,0.62899,0.44632,0.44476,0.41064,0.45669,0.3908,0.4028
391.76721,0.64243,0.44544,0.44096,0.40721,0.45123,0.38774,0.39913
391.85991,0.65644,0.44474,0.43725,0.40385,0.44596,0.38474,0.39556
391.95266,0.67099,0.44423,0.43363,0.40055,0.44087,0.38181,0.39209
392.04545,0.68609,0.44392,0.43009,0.39733,0.43594,0.37895,0.3887
392.13829,0.70169,0.44379,0.42663,0.39417,0.43117,0.37615,0.3854
392.23117,0.71778,0.44388,0.42326,0.39107,0.42656,0.37341,0.38219
392.32409,0.7343,0.44417,0.41996,0.38804,0.42209,0.37073,0.37907
392.41706,0.75122,0.44467,0.41675,0.38507,0.41776,0.36812,0.37602
392.51007,0.76846,0.4454,0.41361,0.38216,0.41357,0.36556,0.37306
392.60313,0.78595,0.44636,0.41055,0.37932,0.4095,0.36306,0.37018
392.69623,0.8036,0.44756,0.40757,0.37653,0.40556,0.36062,0.36738
392.78937,0.82131,0.44901,0.40466,0.3738,0.40174,0.35824,0.36465
392.88256,0.83898,0.45071,0.40182,0.37112,0.39804,0.3559,0.36199
392.97579,0.85646,0.45269,0.39906,0.3685,0.39444,0.35362,0.35941
393.06907,0.87362,0.45495,0.39636,0.36594,0.39095,0.3514,0.3569
393.16239,0.89031,0.4575,0.39374,0.36343,0.38756,0.34922,0.35446
393.25576,0.90637,0.46035,0.39118,0.36097,0.38427,0.3471,0.35209
393.34917,0.92164,0.46353,0.38869,0.35856,0.38107,0.34502,0.34979
393.44262,0.93595,0.46705,0.38627,0.3562,0.37797,0.34299,0.34755
393.53612,0.94912,0.47092,0.38391,0.35389,0.37495,0.34101,0.34537
393.62966,0.961,0.47515,0.38162,0.35163,0.37202,0.33907,0.34326
393.72325,0.97144,0.47978,0.37939,0.34942,0.36917,0.33718,0.34121
393.81688,0.98029,0.48481,0.37723,0.34725,0.3664,0.33534,0.33922
393.91056,0.98743,0.49028,0.37513,0.34512,0.3637,0.33353,0.33728
394.00428,0.99277,0.49619,0.37309,0.34305,0.36108,0.33177,0.33541
394.09805,0.99623,0.50257,0.37111,0.34101,0.35854,0.33005,0.33359
394.19186,0.99777,0.50945,0.36919,0.33902,0.35606,0.32838,0.33183
394.28571,0.99737,0.51685,0.36733,0.33707,0.35365,0.32674,0.33012
394.37961,0.99504,0.52478,0.36553,0.33516,0.3513,0.32514,0.32847
394.47356,0.99084,0.53328,0.3638,0.33329,0.34902,0.32358,0.32687
394.56755,0.98482,0.54237,0.36212,0.33146,0.3468,0.32206,0.32532
394.66158,0.97709,0.55207,0.36049,0.32967,0.34463,0.32058,0.32383
394.75566,0.96776,0.5624,0.35893,0.32791,0.34253,0.31913,0.32238
394.84979,0.95695,0.57337,0.35742,0.3262,0.34048,0.31772,0.32098
394.94395,0.94482,0.58501,0.35598,0.32452,0.33849,0.31635,0.31963
395.03817,0.93152,0.59733,0.35459,0.32287,0.33655,0.31501,0.31833
395.13243,0.91721,0.61032,0.35325,0.32127,0.33466,0.3137,0.31707
395.22673,0.90203,0.62399,0.35198,0.31969,0.33282,0.31243,0.31587
395.32108,0.88615,0.63832,0.35076,0.31815,0.33103,0.31119,0.3147
395.41547,0.86971,0.6533,0.34961,0.31665,0.32929,0.30998,0.31358
395.50991,0.85286,0.66888,0.3485,0.31517,0.3276,0.30881,0.31251
395.6044,0.83571,0.68502,0.34746,0.31373,0.32595,0.30766,0.31148
395.69892,0.81839,0.70164,0.34648,0.31232,0.32434,0.30655,0.31049
395.7935,0.80101,0.71866,0.34556,0.31094,0.32278,0.30547,0.30955
395.88812,0.78367,0.73596,0.34469,0.3096,0.32125,0.30442,0.30864
395.98278,0.76644,0.7534,0.34389,0.30828,0.31977,0.3034,0.30778
396.07749,0.74939,0.77083,0.34315,0.30699,0.31833,0.3024,0.30696
396.17225,0.7326,0.78805,0.34246,0.30573,0.31693,0.30144,0.30618
396.26705,0.71611,0.80485,0.34185,0.30451,0.31556,0.30051,0.30544
396.3619,0.69996,0.821,0.34129,0.30331,0.31424,0.2996,0.30474
396.45679,0.68418,0.83624,0.3408,0.30213,0.31295,0.29872,0.30408
396.55172,0.66881,0.85031,0.34038,0.30099,0.31169,0.29786,0.30346
396.64671,0.65386,0.86296,0.34003,0.29987,0.31047,0.29704,0.30287
396.74173,0.63934,0.87391,0.33974,0.29878,0.30929,0.29624,0.30233
396.83681,0.62527,0.88292,0.33952,0.29772,0.30813,0.29547,0.30182
396.93193,0.61165,0.8898,0.33938,0.29669,0.30701,0.29472,0.30135
397.02709,0.59848,0.89436,0.33931,0.29568,0.30593,0.294,0.30092
397.1223,0.58576,0.89648,0.33932,0.2947,0.30487,0.2933,0.30052
397.21756,0.57348,0.89609,0.3394,0.29374,0.30385,0.29263,0.30016
397.31286,0.56163,0.89319,0.33957,0.29282,0.30285,0.29198,0.29984
397.40821,0.55022,0.88782,0.33982,0.29192,0.30189,0.29136,0.29956
397.5036,0.53922,0.8801,0.34016,0.29104,0.30095,0.29076,0.29931
397.59904,0.52862,0.87018,0.34058,0.29019,0.30004,0.29019,0.29909
397.69452,0.51842,0.85827,0.3411,0.28938,0.29916,0.28964,0.29891
397.79006,0.5086,0.84458,0.34172,0.28858,0.29831,0.28911,0.29877
397.88563,0.49915,0.82938,0.34243,0.28782,0.29749,0.28861,0.29867
397.98125,0.49006,0.81292,0.34325,0.28709,0.29669,0.28813,0.2986
398.07692,0.48131,0.79547,0.34418,0.28638,0.29592,0.28767,0.29856
398.17264,0.4729,0.77727,0.34522,0.28571,0.29518,0.28724,0.29856
398.2684,0.4648,0.75856,0.34638,0.28507,0.29446,0.28683,0.2986
398.3642,0.45701,0.73955,0.34766,0.28446,0.29377,0.28644,0.29867
398.46006,0.44951,0.72044,0.34907,0.28389,0.2931,0.28607,0.29878
398.55596,0.44229,0.70139,0.35062,0.28335,0.29246,0.28572,0.29892
398.6519,0.43534,0.68255,0.35231,0.28286,0.29184,0.2854,0.2991
398.74789,0.42865,0.66403,0.35414,0.2824,0.29124,0.2851,0.29931
398.84393,0.42221,0.64592,0.35614,0.28199,0.29067,0.28482,0.29956
398.94001,0.41601,0.6283,0.35829,0.28162,0.29012,0.28456,0.29985
399.03614,0.41003,0.61123,0.36062,0.2813,0.2896,0.28433,0.30017
399.13232,0.40428,0.59475,0.36314,0.28103,0.2891,0.28411,0.30053
399.22854,0.39873,0.57888,0.36584,0.28081,0.28862,0.28392,0.30092
399.32481,0.39338,0.56364,0.36874,0.28065,0.28816,0.28375,0.30135
399.42113,0.38822,0.54903,0.37186,0.28054,0.28773,0.2836,0.30181
399.51749,0.38324,0.53506,0.37519,0.28048,0.28732,0.28347,0.30232
399.6139,0.37844,0.52171,0.37876,0.28048,0.28693,0.28336,0.30286
399.71035,0.37381,0.50897,0.38258,0.28053,0.28656,0.28327,0.30343
399.80686,0.36934,0.49682,0.38665,0.28063,0.28622,0.28321,0.30405
399.9034,0.36502,0.48525,0.39099,0.28078,0.28589,0.28316,0.3047
400,0.36085,0.47423,0.39561,0.28095,0.28559,0.28314,0.30539
400.09664,0.35682,0.46375,0.40052,0.28116,0.28531,0.28313,0.30612
400.19333,0.35293,0.45377,0.40575,0.28138,0.28505,0.28315,0.30689
400.29007,0.34916,0.44427,0.41128,0.28161,0.28481,0.28319,0.3077
400.38685,0.34552,0.43524,0.41715,0.28185,0.28459,0.28325,0.30854
400.48368,0.342,0.42665,0.42335,0.28207,0.28439,0.28333,0.30943
400.58055,0.3386,0.41847,0.42989,0.28228,0.28422,0.28344,0.31035
400.67747,0.3353,0.41069,0.43678,0.28248,0.28406,0.28356,0.31132
400.77444,0.33211,0.40328,0.44402,0.28265,0.28393,0.2837,0.31233
400.87146,0.32902,0.39623,0.45161,0.28279,0.28381,0.28387,0.31338
400.96852,0.32603,0.38951,0.45952,0.28292,0.28372,0.28406,0.31447
401.06563,0.32313,0.38311,0.46776,0.28302,0.28364,0.28427,0.3156
401.16279,0.32033,0.37701,0.47629,0.28311,0.28359,0.2845,0.31678
401.26,0.3176,0.37119,0.48509,0.28318,0.28356,0.28475,0.318
401.35725,0.31497,0.36563,0.49409,0.28324,0.28355,0.28503,0.31926
401.45455,0.31241,0.36033,0.50326,0.2833,0.28356,0.28532,0.32057
401.55189,0.30992,0.35527,0.51252,0.28336,0.28359,0.28564,0.32193
401.64928,0.30752,0.35044,0.52178,0.28342,0.28364,0.28598,0.32333
401.74672,0.30518,0.34582,0.53093,0.28348,0.28371,0.28634,0.32478
401.84421,0.30291,0.3414,0.53987,0.28356,0.2838,0.28673,0.32627
401.94175,0.30071,0.33717,0.54845,0.28365,0.28391,0.28714,0.32782
402.03933,0.29857,0.33313,0.55653,0.28375,0.28404,0.28757,0.32941
402.13696,0.2965,0.32925,0.56394,0.28388,0.2842,0.28802,0.33106
402.23464,0.29448,0.32554,0.57053,0.28402,0.28437,0.2885,0.33275
402.33236,0.29252,0.32198,0.57614,0.28418,0.28457,0.289,0.33449
402.43013,0.29061,0.31857,0.58059,0.28437,0.28479,0.28952,0.33629
402.52795,0.28876,0.3153,0.58376,0.28459,0.28503,0.29007,0.33814
402.62582,0.28696,0.31215,0.58552,0.28483,0.28529,0.29064,0.34005
402.72374,0.28521,0.30914,0.58578,0.2851,0.28557,0.29123,0.34201
402.8217,0.28351,0.30624,0.58448,0.2854,0.28587,0.29185,0.34402
402.91971,0.28186,0.30346,0.58162,0.28572,0.2862,0.2925,0.3461
403.01777,0.28025,0.30078,0.57722,0.28608,0.28655,0.29317,0.34823
403.11587,0.27868,0.2982,0.57135,0.28647,0.28692,0.29386,0.35042
403.21402,0.27716,0.29573,0.56412,0.28689,0.28731,0.29458,0.35267
403.31223,0.27568,0.29334,0.55566,0.28735,0.28773,0.29533,0.35498
403.41048,0.27423,0.29105,0.54614,0.28784,0.28816,0.2961,0.35736
403.50877,0.27283,0.28884,0.53573,0.28836,0.28863,0.2969,0.3598
403.60712,0.27146,0.28671,0.52461,0.28892,0.28911,0.29772,0.3623
403.70551,0.27013,0.28465,0.51297,0.28952,0.28962,0.29857,0.36487
403.80395,0.26883,0.28267,0.50098,0.29015,0.29015,0.29945,0.36751
403.90244,0.26757,0.28076,0.48879,0.29082,0.29071,0.30036,0.37022
404.00098,0.26634,0.27892,0.47655,0.29153,0.29129,0.3013,0.37299
404.09956,0.26515,0.27715,0.4644,0.29228,0.2919,0.30226,0.37584
404.19819,0.26398,0.27543,0.45242,0.29307,0.29253,0.30326,0.37876
404.29688,0.26285,0.27377,0.44071,0.29391,0.29319,0.30428,0.38176
404.3956,0.26174,0.27218,0.42934,0.29479,0.29387,0.30533,0.38483
404.49438,0.26066,0.27063,0.41837,0.29571,0.29458,0.30642,0.38798
404.59321,0.25961,0.26914,0.40781,0.29667,0.29532,0.30753,0.39121
404.69208,0.25859,0.2677,0.39771,0.29769,0.29608,0.30868,0.39452
404.791,0.25759,0.26631,0.38807,0.29875,0.29687,0.30986,0.39791
404.88998,0.25662,0.26496,0.37891,0.29986,0.29769,0.31107,0.40138
404.98899,0.25568,0.26366,0.37021,0.30103,0.29854,0.31231,0.40494
405.08806,0.25476,0.2624,0.36198,0.30225,0.29941,0.31359,0.40859
405.18718,0.25386,0.26119,0.35419,0.30352,0.30032,0.3149,0.41233
405.28634,0.25299,0.26001,0.34684,0.30485,0.30125,0.31624,0.41616
405.38556,0.25214,0.25887,0.33991,0.30623,0.30222,0.31762,0.42007
405.48482,0.25131,0.25777,0.33338,0.30768,0.30321,0.31904,0.42409
405.58413,0.2505,0.25671,0.32723,0.30919,0.30424,0.32049,0.4282
405.68349,0.24971,0.25568,0.32145,0.31077,0.3053,0.32198,0.4324
405.7829,0.24895,0.25469,0.316,0.31241,0.30639,0.32351,0.43671
405.88235,0.2482,0.25373,0.31088,0.31412,0.30751,0.32507,0.44112
405.98186,0.24748,0.2528,0.30607,0.31591,0.30867,0.32668,0.44563
406.08141,0.24677,0.2519,0.30154,0.31777,0.30986,0.32832,0.45025
406.18102,0.24608,0.25103,0.29728,0.31971,0.31108,0.33,0.45497
406.28067,0.24542,0.25019,0.29327,0.32172,0.31235,0.33173,0.4598
406.38037,0.24476,0.24938,0.2895,0.32383,0.31364,0.3335,0.46475
406.48012,0.24413,0.24859,0.28596,0.32601,0.31498,0.33531,0.4698
406.57992,0.24352,0.24783,0.28262,0.32829,0.31635,0.33716,0.47497
406.67976,0.24292,0.2471,0.27948,0.33066,0.31776,0.33906,0.48026
406.77966,0.24234,0.24639,0.27653,0.33313,0.31921,0.341,0.48566
406.87961,0.24177,0.24571,0.27375,0.3357,0.3207,0.34299,0.49118
406.9796,0.24122,0.24505,0.27113,0.33838,0.32223,0.34503,0.49683
407.07965,0.24069,0.24441,0.26866,0.34116,0.3238,0.34712,0.5026
407.17974,0.24017,0.2438,0.26633,0.34406,0.32542,0.34925,0.50849
407.27988,0.23967,0.24321,0.26414,0.34707,0.32708,0.35143,0.51451
407.38007,0.23918,0.24264,0.26208,0.35021,0.32878,0.35367,0.52065
407.48031,0.23871,0.24209,0.26013,0.35347,0.33053,0.35596,0.52693
407.58061,0.23825,0.24156,0.2583,0.35686,0.33233,0.3583,0.53333
407.68095,0.23781,0.24105,0.25658,0.36038,0.33417,0.36069,0.53986
407.78133,0.23738,0.24057,0.25495,0.36404,0.33606,0.36314,0.54653
407.88177,0.23697,0.2401,0.25342,0.36784,0.338,0.36564,0.55332
407.98226,0.23657,0.23965,0.25198,0.37179,0.33999,0.3682,0.56025
408.0828,0.23618,0.23922,0.25062,0.37588,0.34204,0.37082,0.56732
408.18339,0.2358,0.2388,0.24935,0.38012,0.34413,0.3735,0.57451
408.28402,0.23544,0.23841,0.24815,0.38452,0.34628,0.37624,0.58184
408.38471,0.2351,0.23803,0.24702,0.38907,0.34849,0.37905,0.58931
408.48545,0.23476,0.23767,0.24596,0.39377,0.35075,0.38191,0.5969
408.58623,0.23444,0.23733,0.24497,0.39863,0.35307,0.38484,0.60463
408.68707,0.23413,0.237,0.24404,0.40364,0.35545,0.38784,0.61248
408.78795,0.23383,0.2367,0.24317,0.4088,0.3579,0.3909,0.62047
408.88889,0.23355,0.2364,0.24236,0.4141,0.3604,0.39403,0.62858
408.98987,0.23328,0.23613,0.2416,0.41953,0.36297,0.39723,0.63682
409.09091,0.23302,0.23587,0.24089,0.42508,0.3656,0.4005,0.64517
409.19199,0.23277,0.23562,0.24023,0.43074,0.3683,0.40385,0.65365
409.29313,0.23254,0.23539,0.23963,0.43649,0.37106,0.40727,0.66224
409.39431,0.23231,0.23518,0.23906,0.44231,0.3739,0.41076,0.67094
409.49555,0.2321,0.23498,0.23855,0.44818,0.37681,0.41433,0.67975
409.59683,0.2319,0.2348,0.23807,0.45405,0.37978,0.41798,0.68865
409.69817,0.23171,0.23463,0.23764,0.4599,0.38284,0.42171,0.69766
409.79955,0.23154,0.23448,0.23725,0.46567,0.38597,0.42551,0.70675
409.90099,0.23137,0.23434,0.2369,0.47134,0.38917,0.42941,0.71592
410.00248,0.23122,0.23422,0.23658,0.47683,0.39245,0.43338,0.72516
410.10401,0.23108,0.23411,0.2363,0.48209,0.39582,0.43744,0.73447
410.2056,0.23095,0.23401,0.23606,0.48706,0.39927,0.44159,0.74384
410.30723,0.23083,0.23394,0.23586,0.49167,0.40279,0.44582,0.75325
410.40892,0.23072,0.23387,0.23568,0.49584,0.40641,0.45015,0.76269
410.51066,0.23063,0.23382,0.23554,0.4995,0.41011,0.45457,0.77216
410.61245,0.23054,0.23378,0.23544,0.50257,0.4139,0.45908,0.78165
410.71429,0.23047,0.23376,0.23536,0.505,0.41777,0.46368,0.79113
410.81617,0.23041,0.23376,0.23532,0.50671,0.42174,0.46838,0.80059
410.91811,0.23036,0.23376,0.2353,0.50764,0.4258,0.47317,0.81003
411.0201,0.23032,0.23379,0.23532,0.50774,0.42995,0.47807,0.81943
411.12214,0.23029,0.23382,0.23537,0.50699,0.4342,0.48306,0.82876
411.22424,0.23028,0.23387,0.23544,0.50537,0.43854,0.48815,0.83802
411.32638,0.23027,0.23394,0.23555,0.50288,0.44297,0.49335,0.84718
411.42857,0.23028,0.23402,0.23568,0.49953,0.4475,0.49864,0.85624
411.53082,0.2303,0.23411,0.23585,0.49535,0.45213,0.50404,0.86517
411.63311,0.23033,0.23422,0.23604,0.49041,0.45686,0.50955,0.87395
411.73545,0.23037,0.23435,0.23625,0.48476,0.46168,0.51516,0.88256
411.83785,0.23042,0.23449,0.2365,0.47849,0.46659,0.52088,0.89099
411.9403,0.23049,0.23464,0.23677,0.47169,0.4716,0.5267,0.89921
412.0428,0.23056,0.23481,0.23707,0.46444,0.47671,0.53263,0.90721
412.14535,0.23065,0.235,0.2374,0.45686,0.48191,0.53867,0.91496
412.24795,0.23075,0.23519,0.23775,0.44904,0.4872,0.54481,0.92245
412.3506,0.23087,0.23541,0.23813,0.44107,0.49257,0.55106,0.92966
412.4533,0.23099,0.23564,0.23854,0.43304,0.49803,0.55742,0.93656
412.55605,0.23113,0.23589,0.23897,0.42504,0.50358,0.56389,0.94314
412.65886,0.23128,0.23615,0.23943,0.41714,0.5092,0.57046,0.94939
412.76171,0.23144,0.23643,0.23992,0.4094,0.51489,0.57714,0.95527
412.86462,0.23161,0.23672,0.24043,0.40188,0.52064,0.58392,0.96078
412.96758,0.2318,0.23703,0.24097,0.39463,0.52646,0.5908,0.9659
413.07059,0.232,0.23736,0.24153,0.38768,0.53233,0.59779,0.97062
413.17365,0.23221,0.23771,0.24212,0.38105,0.53824,0.60487,0.97492
413.27677,0.23243,0.23807,0.24274,0.37477,0.54419,0.61205,0.97878
413.37993,0.23267,0.23845,0.24338,0.36885,0.55016,0.61932,0.98221
413.48315,0.23292,0.23884,0.24404,0.36331,0.55614,0.62668,0.98518
413.58641,0.23319,0.23926,0.24474,0.35813,0.56212,0.63413,0.9877
413.68973,0.23347,0.23969,0.24545,0.35332,0.56808,0.64167,0.98974
413.7931,0.23376,0.24014,0.24619,0.34888,0.57401,0.64928,0.99132
413.89653,0.23406,0.24062,0.24696,0.34479,0.5799,0.65696,0.99241
414,0.23438,0.24111,0.24775,0.34106,0.58571,0.66471,0.99304
414.10353,0.23472,0.24161,0.24857,0.33766,0.59144,0.67252,0.99318
414.2071,0.23507,0.24214,0.24941,0.33459,0.59705,0.68039,0.99285
414.31073,0.23543,0.24269,0.25028,0.33183,0.60254,0.68831,0.99205
414.41441,0.23581,0.24326,0.25117,0.32937,0.60787,0.69627,0.99078
414.51815,0.2362,0.24386,0.25208,0.3272,0.61303,0.70426,0.98905
414.62193,0.23661,0.24447,0.25302,0.32531,0.61798,0.71227,0.98687
414.72577,0.23703,0.2451,0.25399,0.32367,0.6227,0.7203,0.98425
414.82966,0.23747,0.24576,0.25498,0.3223,0.62716,0.72833,0.98119
414.9336,0.23793,0.24644,0.25599,0.32116,0.63134,0.73636,0.97771
415.03759,0.2384,0.24714,0.25703,0.32025,0.63521,0.74437,0.97383
415.14164,0.23889,0.24787,0.25809,0.31956,0.63874,0.75235,0.96955
415.24574,0.2394,0.24862,0.25918,0.31908,0.64191,0.76028,0.9649
415.34989,0.23992,0.2494,0.26029,0.3188,0.6447,0.76817,0.95989
415.45409,0.24046,0.2502,0.26143,0.31871,0.64707,0.77598,0.95453
415.55834,0.24102,0.25103,0.26259,0.3188,0.64902,0.78372,0.94885
415.66265,0.2416,0.25189,0.26378,0.31907,0.65053,0.79135,0.94285
415.76701,0.24219,0.25277,0.265,0.31951,0.65157,0.79888,0.93657
415.87142,0.2428,0.25369,0.26624,0.32011,0.65214,0.80628,0.93001
415.97589,0.24344,0.25463,0.26751,0.32087,0.65224,0.81353,0.9232
416.0804,0.24409,0.2556,0.26881,0.32178,0.65186,0.82063,0.91615
416.18497,0.24476,0.2566,0.27013,0.32285,0.651,0.82756,0.90889
416.28959,0.24545,0.25764,0.27149,0.32405,0.64967,0.83429,0.90143
416.39427,0.24617,0.2587,0.27287,0.32539,0.64788,0.84081,0.89379
416.49899,0.2469,0.2598,0.27429,0.32687,0.64565,0.84712,0.88599
416.60377,0.24766,0.26094,0.27573,0.32848,0.64299,0.85318,0.87804
416.70861,0.24843,0.26211,0.27721,0.33022,0.63995,0.859,0.86997
416.81349,0.24923,0.26331,0.27872,0.3321,0.63654,0.86454,0.86178
416.91843,0.25006,0.26456,0.28027,0.33409,0.63281,0.8698,0.8535
417.02342,0.2509,0.26584,0.28185,0.33621,0.62879,0.87476,0.84514
417.12846,0.25177,0.26716,0.28347,0.33845,0.62452,0.87941,0.83671
417.23356,0.25267,0.26853,0.28512,0.34082,0.62004,0.88373,0.82824
417.33871,0.25359,0.26993,0.28682,0.34331,0.61541,0.88772,0.81972
417.44391,0.25453,0.27139,0.28855,0.34591,0.61067,0.89137,0.81119
417.54917,0.2555,0.27288,0.29033,0.34864,0.60586,0.89466,0.80264
417.65448,0.2565,0.27443,0.29214,0.35148,0.60105,0.89759,0.79409
417.75984,0.25753,0.27602,0.29401,0.35444,0.59626,0.90015,0.78555
417.86525,0.25858,0.27766,0.29591,0.35753,0.59156,0.90234,0.77703
417.97072,0.25966,0.27936,0.29787,0.36073,0.58698,0.90416,0.76855
418.07624,0.26077,0.28111,0.29987,0.36406,0.58257,0.90559,0.7601
418.18182,0.26191,0.28291,0.30192,0.3675,0.57836,0.90665,0.7517
418.28745,0.26308,0.28478,0.30402,0.37107,0.57441,0.90733,0.74335
418.39313,0.26428,0.2867,0.30617,0.37476,0.57073,0.90763,0.73507
418.49886,0.26551,0.28869,0.30838,0.37858,0.56738,0.90757,0.72686
418.60465,0.26678,0.29074,0.31065,0.38252,0.56436,0.90715,0.71873
418.71049,0.26808,0.29286,0.31297,0.38658,0.56172,0.90638,0.71067
418.81639,0.26942,0.29505,0.31535,0.39078,0.55948,0.90527,0.7027
418.92234,0.27079,0.29732,0.31779,0.39511,0.55766,0.90383,0.69483
419.02834,0.27219,0.29966,0.3203,0.39957,0.55627,0.90207,0.68705
419.1344,0.27363,0.30208,0.32287,0.40416,0.55534,0.90001,0.67937
419.24051,0.27511,0.30458,0.3255,0.40889,0.55487,0.89767,0.67179
419.34667,0.27663,0.30718,0.3282,0.41375,0.55488,0.89506,0.66433
419.45289,0.27819,0.30986,0.33098,0.41876,0.55538,0.89221,0.65698
419.55916,0.27979,0.31264,0.33382,0.42391,0.55638,0.88914,0.64974
419.66548,0.28143,0.31551,0.33674,0.4292,0.55788,0.88586,0.64261
419.77186,0.28312,0.31849,0.33973,0.43464,0.55988,0.8824,0.6356
419.8783,0.28485,0.32159,0.3428,0.44022,0.56239,0.87878,0.62871
419.98478,0.28662,0.32479,0.34595,0.44596,0.56541,0.87503,0.62194
420.09132,0.28844,0.32812,0.34919,0.45185,0.56893,0.87118,0.6153
420.19792,0.29031,0.33157,0.35251,0.4579,0.57296,0.86724,0.60877
420.30457,0.29223,0.33515,0.35591,0.46411,0.5775,0.86325,0.60237
420.41127,0.2942,0.33888,0.3594,0.47047,0.58253,0.85922,0.5961
420.51803,0.29622,0.34275,0.36299,0.477,0.58806,0.8552,0.58996
420.62484,0.29829,0.34677,0.36667,0.48369,0.59408,0.8512,0.58394
420.73171,0.30042,0.35096,0.37044,0.49055,0.60058,0.84724,0.57806
420.83863,0.3026,0.35533,0.37431,0.49758,0.60755,0.84337,0.57231
420.9456,0.30484,0.35987,0.37828,0.50477,0.61498,0.8396,0.56669
421.05263,0.30714,0.36461,0.38236,0.51214,0.62287,0.83597,0.56121
421.15972,0.3095,0.36955,0.38654,0.51969,0.63121,0.83249,0.55586
421.26685,0.31192,0.3747,0.39083,0.5274,0.63997,0.82919,0.55066
421.37405,0.31441,0.38009,0.39523,0.53529,0.64914,0.82611,0.54559
421.48129,0.31696,0.38571,0.39975,0.54336,0.65872,0.82326,0.54067
421.58859,0.31958,0.39159,0.40438,0.55161,0.66867,0.82067,0.53589
421.69595,0.32227,0.39774,0.40913,0.56003,0.67899,0.81837,0.53125
421.80336,0.32503,0.40418,0.41401,0.56863,0.68965,0.81637,0.52677
421.91083,0.32786,0.41092,0.41901,0.5774,0.70063,0.8147,0.52244
422.01835,0.33077,0.41798,0.42413,0.58635,0.71191,0.81339,0.51827
422.12592,0.33376,0.42538,0.42939,0.59547,0.72345,0.81244,0.51425
422.23355,0.33683,0.43313,0.43479,0.60476,0.73524,0.8119,0.5104
422.34124,0.33998,0.44126,0.44031,0.61422,0.74724,0.81176,0.50672
422.44898,0.34321,0.44978,0.44598,0.62384,0.75941,0.81204,0.50321
422.55677,0.34653,0.45871,0.45179,0.63363,0.77173,0.81277,0.49988
422.66462,0.34994,0.46805,0.45775,0.64356,0.78416,0.81395,0.49673
422.77253,0.35344,0.47783,0.46385,0.65365,0.79665,0.8156,0.49378
422.88049,0.35704,0.48804,0.47011,0.66388,0.80916,0.81771,0.49102
422.98851,0.36073,0.49869,0.47652,0.67425,0.82166,0.8203,0.48846
423.09658,0.36452,0.50975,0.48308,0.68474,0.8341,0.82337,0.48612
423.2047,0.36842,0.52121,0.4898,0.69535,0.84643,0.8269,0.48399
423.31288,0.37242,0.533,0.49669,0.70606,0.8586,0.8309,0.4821
423.42112,0.37653,0.54507,0.50373,0.71687,0.87056,0.83535,0.48045
423.52941,0.38075,0.55731,0.51094,0.72776,0.88226,0.84022,0.47904
423.63776,0.38509,0.56959,0.51832,0.73871,0.89366,0.8455,0.4779
423.74616,0.38954,0.58171,0.52587,0.74972,0.90469,0.85116,0.47702
