Wavelength (nm),Ring,Ring,Trophozoite,Schizont
409.49555,0.23111,0.23984,0.25052,0.25883
409.59683,0.23093,0.23957,0.25016,0.25839
409.69817,0.23075,0.23932,0.2498,0.25796
409.79955,0.23059,0.23907,0.24946,0.25754
409.90099,0.23044,0.23884,0.24914,0.25713
410.00248,0.2303,0.23862,0.24882,0.25674
410.10401,0.23018,0.23841,0.24852,0.25636
410.2056,0.23006,0.23822,0.24822,0.25599
410.30723,0.22996,0.23803,0.24794,0.25563
410.40892,0.22987,0.23786,0.24767,0.25529
410.51066,0.22979,0.23769,0.24741,0.25495
410.61245,0.22972,0.23754,0.24716,0.25463
410.71429,0.22967,0.2374,0.24693,0.25432
410.81617,0.22962,0.23727,0.2467,0.25402
410.91811,0.22959,0.23715,0.24649,0.25374
411.0201,0.22957,0.23705,0.24628,0.25346
411.12214,0.22956,0.23695,0.24609,0.25319
411.22424,0.22956,0.23686,0.24591,0.25294
411.32638,0.22958,0.23679,0.24573,0.25269
411.42857,0.2296,0.23672,0.24557,0.25246
411.53082,0.22964,0.23667,0.24542,0.25223
411.63311,0.22969,0.23663,0.24528,0.25202
411.73545,0.22975,0.2366,0.24515,0.25182
411.83785,0.22982,0.23658,0.24503,0.25163
411.9403,0.22991,0.23657,0.24492,0.25144
412.0428,0.23001,0.23657,0.24481,0.25127
412.14535,0.23012,0.23658,0.24472,0.25111
412.24795,0.23024,0.2366,0.24464,0.25095
412.3506,0.23037,0.23664,0.24458,0.25081
412.4533,0.23052,0.23668,0.24452,0.25068
412.55605,0.23068,0.23674,0.24447,0.25056
412.65886,0.23085,0.2368,0.24443,0.25044
412.76171,0.23104,0.23688,0.2444,0.25034
412.86462,0.23123,0.23697,0.24438,0.25024
412.96758,0.23145,0.23707,0.24437,0.25016
413.07059,0.23167,0.23718,0.24437,0.25008
413.17365,0.23191,0.2373,0.24438,0.25002
413.27677,0.23216,0.23744,0.24441,0.24996
413.37993,0.23242,0.23758,0.24444,0.24992
413.48315,0.2327,0.23774,0.24448,0.24988
413.58641,0.23299,0.23791,0.24453,0.24985
413.68973,0.23329,0.23808,0.2446,0.24984
413.7931,0.23361,0.23828,0.24467,0.24983
413.89653,0.23394,0.23848,0.24475,0.24983
414,0.23429,0.23869,0.24485,0.24984
414.10353,0.23465,0.23892,0.24495,0.24986
414.2071,0.23503,0.23916,0.24507,0.24989
414.31073,0.23542,0.23941,0.2452,0.24993
414.41441,0.23583,0.23967,0.24533,0.24998
414.51815,0.23625,0.23995,0.24548,0.25004
414.62193,0.23669,0.24024,0.24564,0.25011
414.72577,0.23714,0.24054,0.24581,0.25019
414.82966,0.23761,0.24085,0.24599,0.25028
414.9336,0.23809,0.24118,0.24619,0.25037
415.03759,0.2386,0.24152,0.24639,0.25048
415.14164,0.23912,0.24188,0.2466,0.2506
415.24574,0.23965,0.24225,0.24683,0.25073
415.34989,0.24021,0.24263,0.24707,0.25086
415.45409,0.24078,0.24302,0.24732,0.25101
415.55834,0.24137,0.24343,0.24758,0.25117
415.66265,0.24197,0.24386,0.24786,0.25134
415.76701,0.2426,0.2443,0.24815,0.25152
415.87142,0.24325,0.24475,0.24844,0.25171
415.97589,0.24391,0.24522,0.24876,0.25191
416.0804,0.24459,0.24571,0.24908,0.25212
416.18497,0.2453,0.24621,0.24942,0.25234
416.28959,0.24602,0.24672,0.24977,0.25257
416.39427,0.24677,0.24726,0.25013,0.25281
416.49899,0.24753,0.2478,0.25051,0.25306
416.60377,0.24832,0.24837,0.2509,0.25333
416.70861,0.24913,0.24895,0.2513,0.2536
416.81349,0.24997,0.24955,0.25172,0.25389
416.91843,0.25082,0.25017,0.25215,0.25419
417.02342,0.2517,0.25081,0.2526,0.2545
417.12846,0.2526,0.25146,0.25306,0.25482
417.23356,0.25353,0.25213,0.25353,0.25516
417.33871,0.25448,0.25283,0.25402,0.2555
417.44391,0.25546,0.25354,0.25453,0.25586
417.54917,0.25646,0.25427,0.25505,0.25623
417.65448,0.2575,0.25502,0.25559,0.25661
417.75984,0.25855,0.25579,0.25614,0.25701
417.86525,0.25964,0.25658,0.25671,0.25742
417.97072,0.26075,0.2574,0.2573,0.25784
418.07624,0.2619,0.25824,0.2579,0.25827
418.18182,0.26307,0.25909,0.25852,0.25872
418.28745,0.26427,0.25998,0.25916,0.25918
418.39313,0.26551,0.26088,0.25981,0.25966
418.49886,0.26677,0.26181,0.26049,0.26015
418.60465,0.26807,0.26277,0.26118,0.26065
418.71049,0.26941,0.26375,0.26189,0.26117
418.81639,0.27077,0.26475,0.26262,0.2617
418.92234,0.27218,0.26578,0.26337,0.26225
419.02834,0.27362,0.26684,0.26414,0.26281
419.1344,0.27509,0.26792,0.26493,0.26339
419.24051,0.27661,0.26904,0.26574,0.26398
419.34667,0.27816,0.27018,0.26657,0.26459
419.45289,0.27975,0.27135,0.26742,0.26522
419.55916,0.28138,0.27255,0.2683,0.26586
419.66548,0.28306,0.27379,0.2692,0.26652
419.77186,0.28478,0.27505,0.27012,0.2672
419.8783,0.28654,0.27635,0.27106,0.2679
419.98478,0.28835,0.27768,0.27203,0.26861
420.09132,0.29021,0.27904,0.27303,0.26934
420.19792,0.29211,0.28044,0.27405,0.27009
420.30457,0.29406,0.28188,0.27509,0.27086
420.41127,0.29606,0.28335,0.27616,0.27165
420.51803,0.29812,0.28486,0.27726,0.27245
420.62484,0.30023,0.28641,0.27838,0.27328
420.73171,0.30239,0.288,0.27953,0.27413
420.83863,0.30461,0.28963,0.28072,0.275
420.9456,0.30689,0.2913,0.28193,0.27589
421.05263,0.30923,0.29301,0.28317,0.2768
421.15972,0.31163,0.29477,0.28444,0.27773
421.26685,0.31409,0.29658,0.28574,0.27869
421.37405,0.31661,0.29843,0.28708,0.27967
421.48129,0.31921,0.30033,0.28844,0.28068
421.58859,0.32187,0.30227,0.28985,0.2817
421.69595,0.3246,0.30427,0.29128,0.28276
421.80336,0.32741,0.30632,0.29275,0.28384
421.91083,0.33029,0.30842,0.29426,0.28494
422.01835,0.33325,0.31058,0.29581,0.28607
422.12592,0.33629,0.31279,0.29739,0.28723
422.23355,0.33941,0.31507,0.29902,0.28842
422.34124,0.34261,0.3174,0.30068,0.28963
422.44898,0.3459,0.31979,0.30238,0.29087
422.55677,0.34928,0.32225,0.30413,0.29215
422.66462,0.35275,0.32477,0.30592,0.29345
422.77253,0.35632,0.32735,0.30775,0.29479
422.88049,0.35998,0.33001,0.30963,0.29615
422.98851,0.36374,0.33273,0.31156,0.29755
423.09658,0.36761,0.33553,0.31353,0.29899
423.2047,0.37158,0.3384,0.31556,0.30045
423.31288,0.37567,0.34135,0.31763,0.30196
423.42112,0.37986,0.34438,0.31976,0.3035
423.52941,0.38417,0.34749,0.32194,0.30507
423.63776,0.3886,0.35068,0.32417,0.30669
423.74616,0.39316,0.35396,0.32646,0.30834
423.85462,0.39784,0.35732,0.32881,0.31004
423.96313,0.40264,0.36078,0.33122,0.31177
424.0717,0.40759,0.36433,0.33369,0.31355
424.18033,0.41267,0.36797,0.33622,0.31537
424.28901,0.41789,0.37172,0.33882,0.31723
424.39774,0.42326,0.37557,0.34148,0.31914
424.50654,0.42878,0.37952,0.34421,0.3211
424.61538,0.43445,0.38358,0.34701,0.3231
424.72429,0.44027,0.38774,0.34988,0.32516
424.83325,0.44626,0.39203,0.35283,0.32726
424.94226,0.45242,0.39643,0.35585,0.32942
425.05133,0.45874,0.40095,0.35895,0.33163
425.16046,0.46524,0.40559,0.36213,0.33389
425.26965,0.47191,0.41036,0.36539,0.33622
425.37889,0.47877,0.41526,0.36874,0.33859
425.48818,0.48582,0.4203,0.37217,0.34103
425.59753,0.49305,0.42547,0.3757,0.34353
425.70694,0.50048,0.43079,0.37931,0.3461
425.81641,0.5081,0.43625,0.38303,0.34873
425.92593,0.51593,0.44185,0.38684,0.35142
426.0355,0.52396,0.44761,0.39074,0.35418
426.14514,0.5322,0.45353,0.39476,0.35702
426.25483,0.54065,0.45961,0.39888,0.35992
426.36457,0.54931,0.46585,0.4031,0.36291
426.47438,0.55818,0.47225,0.40744,0.36596
426.58423,0.56728,0.47883,0.4119,0.3691
426.69415,0.57658,0.48559,0.41647,0.37232
426.80412,0.58611,0.49252,0.42116,0.37562
426.91415,0.59586,0.49963,0.42598,0.379
427.02424,0.60582,0.50693,0.43093,0.38248
427.13438,0.61599,0.51442,0.436,0.38605
427.24458,0.62638,0.5221,0.44122,0.38971
427.35484,0.63697,0.52998,0.44657,0.39346
427.46515,0.64777,0.53805,0.45206,0.39732
427.57552,0.65877,0.54633,0.4577,0.40127
427.68595,0.66996,0.5548,0.46349,0.40533
427.79644,0.68133,0.56348,0.46943,0.4095
427.90698,0.69288,0.57237,0.47552,0.41378
428.01758,0.70458,0.58146,0.48178,0.41818
428.12823,0.71644,0.59076,0.4882,0.42269
428.23894,0.72842,0.60026,0.49479,0.42732
428.34972,0.74052,0.60997,0.50154,0.43207
428.46054,0.75272,0.61989,0.50847,0.43696
428.57143,0.76499,0.63,0.51558,0.44197
428.68237,0.77731,0.64031,0.52287,0.44712
428.79337,0.78966,0.65082,0.53035,0.4524
428.90443,0.80201,0.66152,0.53801,0.45783
429.01554,0.81433,0.6724,0.54586,0.4634
429.12672,0.82658,0.68345,0.5539,0.46912
429.23795,0.83874,0.69467,0.56214,0.475
429.34924,0.85076,0.70604,0.57057,0.48103
429.46058,0.86261,0.71756,0.5792,0.48722
429.57198,0.87425,0.72921,0.58803,0.49357
429.68345,0.88563,0.74097,0.59705,0.5001
429.79496,0.89672,0.75282,0.60628,0.50679
429.90654,0.90747,0.76476,0.61571,0.51366
430.01818,0.91783,0.77675,0.62533,0.52071
430.12987,0.92776,0.78877,0.63515,0.52794
430.24162,0.93722,0.80081,0.64517,0.53536
430.35343,0.94615,0.81282,0.65537,0.54296
430.4653,0.95452,0.82479,0.66576,0.55076
430.57722,0.96228,0.83668,0.67633,0.55875
430.68921,0.9694,0.84845,0.68707,0.56694
430.80125,0.97583,0.86008,0.69797,0.57533
430.91335,0.98153,0.87152,0.70903,0.58392
431.02551,0.98649,0.88274,0.72024,0.59271
431.13772,0.99066,0.89369,0.73158,0.60171
431.25,0.99402,0.90433,0.74303,0.61091
431.36233,0.99655,0.91463,0.75459,0.62031
431.47473,0.99825,0.92453,0.76623,0.62992
431.58718,0.99909,0.93399,0.77793,0.63973
431.69969,0.99907,0.94298,0.78968,0.64973
431.81226,0.99819,0.95143,0.80144,0.65994
431.92488,0.99646,0.95932,0.8132,0.67033
432.03757,0.99389,0.96659,0.82493,0.68091
432.15031,0.99048,0.97322,0.83659,0.69166
432.26312,0.98627,0.97915,0.84815,0.70259
432.37598,0.98127,0.98435,0.85958,0.71368
432.4889,0.97551,0.9888,0.87085,0.72492
432.60188,0.96903,0.99246,0.88191,0.73629
432.71492,0.96185,0.99531,0.89272,0.74779
432.82802,0.95402,0.99732,0.90324,0.75939
432.94118,0.94557,0.99848,0.91343,0.77108
433.05439,0.93655,0.99878,0.92325,0.78284
433.16767,0.92699,0.99821,0.93265,0.79464
433.281,0.91694,0.99676,0.94158,0.80646
433.3944,0.90645,0.99445,0.95001,0.81827
433.50785,0.89556,0.99128,0.95788,0.83004
433.62137,0.8843,0.98726,0.96514,0.84175
433.73494,0.87273,0.98242,0.97177,0.85334
433.84857,0.86088,0.97677,0.97772,0.8648
433.96226,0.8488,0.97034,0.98294,0.87608
434.07602,0.83652,0.96316,0.98741,0.88713
434.18983,0.82408,0.95528,0.99109,0.89792
434.3037,0.81151,0.94671,0.99396,0.90839
434.41763,0.79885,0.93752,0.99599,0.91852
434.53162,0.78613,0.92773,0.99715,0.92823
434.64567,0.77337,0.91739,0.99745,0.93749
434.75978,0.76061,0.90655,0.99686,0.94626
434.87395,0.74786,0.89525,0.99537,0.95447
434.98818,0.73516,0.88355,0.993,0.96208
435.10247,0.72251,0.87147,0.98973,0.96904
435.21682,0.70995,0.85908,0.98559,0.97531
435.33123,0.69748,0.84641,0.98058,0.98084
435.4457,0.68513,0.83351,0.97472,0.98559
435.56023,0.6729,0.82041,0.96804,0.98952
435.67482,0.6608,0.80717,0.96056,0.9926
435.78947,0.64886,0.79382,0.95232,0.9948
435.90419,0.63707,0.78039,0.94335,0.99609
436.01896,0.62545,0.76692,0.93368,0.99646
436.13379,0.614,0.75344,0.92336,0.99588
436.24868,0.60272,0.73998,0.91243,0.99435
436.36364,0.59163,0.72657,0.90094,0.99187
436.47865,0.58073,0.71324,0.88891,0.98844
436.59373,0.57002,0.7,0.87641,0.98407
436.70886,0.55949,0.68688,0.86347,0.97878
436.82406,0.54917,0.67389,0.85013,0.97259
436.93931,0.53904,0.66107,0.83644,0.96552
437.05463,0.52911,0.64841,0.82244,0.95761
437.17001,0.51937,0.63593,0.80817,0.94889
437.28545,0.50984,0.62365,0.79367,0.93941
437.40095,0.50051,0.61158,0.77898,0.92921
437.51651,0.49138,0.59972,0.76415,0.91834
437.63214,0.48245,0.58808,0.74919,0.90685
437.74782,0.47373,0.57667,0.73406,0.89479
437.86356,0.4652,0.56549,0.71865,0.88222
437.97937,0.45689,0.55454,0.70308,0.8692
438.09524,0.44877,0.54384,0.6875,0.85577
438.21117,0.44086,0.53337,0.67193,0.84199
438.32716,0.43315,0.52315,0.65635,0.82791
438.44321,0.42565,0.51317,0.64078,0.8136
438.55932,0.41836,0.50343,0.6252,0.79909
438.6755,0.41128,0.49393,0.60964,0.78444
438.79173,0.4044,0.48468,0.5941,0.7697
438.90803,0.39774,0.47566,0.57861,0.7549
439.02439,0.3913,0.46688,0.56321,0.7401
439.14081,0.38506,0.45833,0.54794,0.72533
439.25729,0.37905,0.45002,0.53287,0.71062
439.37384,0.37326,0.44193,0.5181,0.69602
439.49045,0.36768,0.43407,0.50376,0.68156
439.60711,0.36234,0.42643,0.49006,0.66726
439.72384,0.35721,0.41901,0.47722,0.65314
439.84064,0.35232,0.41181,0.46559,0.63924
439.95749,0.34766,0.40482,0.45555,0.62558
440.07441,0.34323,0.39804,0.44754,0.61217
440.19139,0.33903,0.39147,0.44203,0.59904
440.30843,0.33507,0.38509,0.4395,0.58619
440.42553,0.33134,0.37892,0.44031,0.57364
440.5427,0.32786,0.37294,0.44434,0.5614
440.65993,0.32461,0.36716,0.45095,0.54949
440.77722,0.32159,0.36156,0.45937,0.53792
440.89457,0.31881,0.35615,0.46868,0.52668
441.01198,0.31627,0.35093,0.47791,0.51579
441.12946,0.31397,0.34588,0.48622,0.50525
441.247,0.31189,0.34101,0.49301,0.49507
441.36461,0.31004,0.33632,0.49799,0.48526
441.48227,0.30842,0.3318,0.50109,0.4758
441.6,0.30702,0.32745,0.50243,0.46672
441.71779,0.30583,0.32327,0.50222,0.458
441.83565,0.30486,0.31925,0.50071,0.44965
441.95356,0.30409,0.3154,0.49818,0.44167
442.07154,0.30352,0.31171,0.49483,0.43407
442.18959,0.30314,0.30818,0.49089,0.42683
442.30769,0.30295,0.30481,0.48651,0.41997
442.42586,0.30293,0.30159,0.48184,0.41348
442.54409,0.30309,0.29854,0.47698,0.40736
442.66239,0.3034,0.29564,0.47202,0.40161
442.78075,0.30387,0.29289,0.46701,0.39623
442.89917,0.30448,0.2903,0.46203,0.39121
443.01766,0.30523,0.28786,0.4571,0.38655
443.13621,0.3061,0.28557,0.45225,0.38226
443.25482,0.30709,0.28344,0.44751,0.37833
443.37349,0.30819,0.28146,0.44289,0.37475
443.49223,0.30939,0.27964,0.43841,0.37153
443.61104,0.31068,0.27797,0.43407,0.36865
443.7299,0.31206,0.27645,0.42988,0.36611
443.84883,0.3135,0.27509,0.42584,0.36392
443.96783,0.31502,0.27388,0.42196,0.36206
444.08689,0.3166,0.27283,0.41824,0.36053
444.20601,0.31822,0.27194,0.41468,0.35932
444.32519,0.3199,0.2712,0.41127,0.35842
444.44444,0.32161,0.27063,0.40803,0.35784
444.56376,0.32336,0.27021,0.40495,0.35755
444.68314,0.32513,0.26996,0.40203,0.35755
444.80258,0.32692,0.26988,0.39929,0.35784
444.92208,0.32874,0.26996,0.39672,0.35839
445.04166,0.33056,0.27021,0.39432,0.35921
445.16129,0.33239,0.27063,0.39208,0.36028
445.28099,0.33423,0.27122,0.38992,0.36159
445.40075,0.33607,0.27199,0.38782,0.36312
445.52058,0.3379,0.27293,0.38582,0.36487
445.64047,0.33973,0.27405,0.38395,0.36682
445.76043,0.34155,0.27536,0.38222,0.36896
445.88045,0.34336,0.27684,0.38065,0.37128
446.00054,0.34516,0.27852,0.37922,0.37376
446.12069,0.34695,0.28037,0.37793,0.37639
446.24091,0.34871,0.28242,0.37679,0.37915
446.36119,0.35047,0.28466,0.37579,0.38203
446.48153,0.3522,0.28709,0.37492,0.38502
446.60194,0.35391,0.28971,0.37419,0.3881
446.72242,0.3556,0.29253,0.3736,0.39127
446.84296,0.35728,0.29554,0.37314,0.3945
446.96356,0.35893,0.29874,0.37281,0.39778
447.08423,0.36056,0.30215,0.37262,0.40111
447.20497,0.36217,0.30574,0.37257,0.40447
447.32577,0.36375,0.30953,0.37265,0.40784
447.44664,0.36532,0.31352,0.37288,0.41123
447.56757,0.36686,0.31769,0.37324,0.41461
447.68856,0.36838,0.32205,0.37374,0.41798
447.80963,0.36988,0.32659,0.37438,0.42132
447.93075,0.37136,0.33132,0.37517,0.42464
448.05195,0.37281,0.33622,0.37611,0.42792
448.17321,0.37425,0.34129,0.37719,0.43116
448.29453,0.37567,0.34652,0.37843,0.43434
448.41592,0.37706,0.3519,0.37982,0.43747
448.53738,0.37844,0.35744,0.38137,0.44054
448.6589,0.3798,0.36311,0.38308,0.44354
448.78049,0.38114,0.36891,0.38495,0.44647
448.90214,0.38246,0.37482,0.38699,0.44932
449.02386,0.38376,0.38084,0.38921,0.4521
449.14565,0.38505,0.38695,0.3916,0.4548
449.2675,0.38632,0.39313,0.39418,0.45742
449.38942,0.38758,0.39938,0.39694,0.45996
449.5114,0.38882,0.40568,0.3999,0.46242
449.63345,0.39004,0.412,0.40305,0.46479
449.75557,0.39126,0.41835,0.40641,0.46708
449.87775,0.39245,0.42468,0.40998,0.46929
450,0.39364,0.431,0.41376,0.47142
450.12232,0.39481,0.43728,0.41777,0.47346
450.2447,0.39597,0.4435,0.42201,0.47543
450.36715,0.39712,0.44965,0.42649,0.47731
450.48966,0.39826,0.4557,0.43122,0.47912
450.61224,0.39938,0.46165,0.43619,0.48085
450.73489,0.4005,0.46747,0.44143,0.48251
450.85761,0.40161,0.47315,0.44694,0.4841
450.98039,0.40271,0.47867,0.45273,0.48562
451.10324,0.40379,0.48402,0.45881,0.48707
451.22616,0.40487,0.48918,0.46518,0.48846
451.34914,0.40595,0.49414,0.47185,0.48978
451.47219,0.40701,0.49889,0.47884,0.49105
451.59531,0.40807,0.50342,0.48615,0.49225
451.71849,0.40912,0.50772,0.49379,0.4934
451.84175,0.41016,0.51178,0.50176,0.49449
451.96507,0.4112,0.5156,0.51007,0.49554
452.08845,0.41223,0.51918,0.51873,0.49653
452.21191,0.41325,0.5225,0.52774,0.49748
452.33543,0.41427,0.52557,0.53711,0.49838
452.45902,0.41529,0.52838,0.54683,0.49924
452.58267,0.4163,0.53095,0.5569,0.50007
452.7064,0.4173,0.53326,0.56733,0.50085
452.83019,0.4183,0.53533,0.5781,0.5016
452.95405,0.4193,0.53715,0.5892,0.50231
453.07798,0.42029,0.53874,0.60063,0.50299
453.20197,0.42128,0.54009,0.61236,0.50364
453.32603,0.42227,0.54122,0.62437,0.50426
453.45016,0.42325,0.54214,0.63662,0.50486
453.57436,0.42423,0.54284,0.6491,0.50543
453.69863,0.4252,0.54335,0.66174,0.50598
453.82297,0.42618,0.54367,0.67451,0.5065
453.94737,0.42715,0.54381,0.68733,0.50701
454.07184,0.42812,0.54377,0.70016,0.50749
454.19638,0.42909,0.54358,0.71291,0.50796
454.32099,0.43005,0.54324,0.72549,0.50841
454.44566,0.43102,0.54275,0.73782,0.50885
454.57041,0.43198,0.54214,0.7498,0.50927
454.69522,0.43294,0.5414,0.76131,0.50969
454.8201,0.4339,0.54055,0.77225,0.51008
454.94505,0.43485,0.53961,0.78249,0.51047
455.07007,0.43581,0.53857,0.79192,0.51085
455.19516,0.43676,0.53744,0.80042,0.51123
455.32032,0.43772,0.53624,0.80787,0.51159
455.44554,0.43867,0.53498,0.81417,0.51195
455.57084,0.43962,0.53366,0.8192,0.5123
455.6962,0.44058,0.53228,0.8229,0.51265
455.82164,0.44153,0.53087,0.82517,0.51299
455.94714,0.44248,0.52941,0.82599,0.51333
456.07271,0.44343,0.52793,0.8253,0.51367
456.19835,0.44438,0.52642,0.82311,0.514
456.32406,0.44533,0.5249,0.81942,0.51433
456.44983,0.44627,0.52337,0.81429,0.51466
456.57568,0.44722,0.52183,0.80776,0.515
456.7016,0.44817,0.52028,0.79991,0.51533
456.82759,0.44912,0.51874,0.79086,0.51566
456.95364,0.45007,0.51721,0.78071,0.51599
457.07977,0.45102,0.51569,0.76958,0.51632
457.20596,0.45197,0.51418,0.75762,0.51666
457.33223,0.45291,0.51269,0.74496,0.517
457.45856,0.45386,0.51122,0.73174,0.51734
457.58497,0.45481,0.50978,0.7181,0.51768
457.71144,0.45576,0.50836,0.70418,0.51803
457.83799,0.45671,0.50697,0.6901,0.51838
457.9646,0.45766,0.50562,0.67597,0.51873
458.09129,0.45861,0.5043,0.66192,0.51909
458.21804,0.45956,0.50301,0.64804,0.51945
458.34487,0.46051,0.50176,0.63441,0.51981
458.47176,0.46146,0.50055,0.62111,0.52019
458.59873,0.46241,0.49938,0.60821,0.52056
458.72576,0.46336,0.49825,0.59576,0.52094
458.85287,0.46431,0.49716,0.58382,0.52133
458.98004,0.46526,0.49612,0.57241,0.52172
459.10729,0.46621,0.49512,0.56157,0.52212
459.23461,0.46716,0.49417,0.55132,0.52252
459.362,0.46812,0.49326,0.54168,0.52293
459.48946,0.46907,0.49239,0.53266,0.52334
459.61699,0.47002,0.49158,0.52426,0.52376
459.74459,0.47098,0.49081,0.51649,0.52418
459.87226,0.47193,0.49008,0.50936,0.52462
460,0.47288,0.48941,0.50285,0.52505
