Wavelength (nm),0.5 nm,1 nm,2 nm,3 nm,4 nm,5 nm ,10 nm
388.36773,0.4394,0.47779,0.54597,0.64226,0.81476,0.97131,0.65595
388.45883,0.4387,0.47517,0.54119,0.6353,0.8062,0.97099,0.65666
388.54998,0.43818,0.47276,0.53664,0.62856,0.79768,0.97028,0.65743
388.64116,0.43786,0.47055,0.5323,0.62203,0.78921,0.96919,0.65828
388.73239,0.43774,0.46854,0.52818,0.61571,0.78081,0.96773,0.65921
388.82367,0.43782,0.46673,0.52428,0.60961,0.7725,0.9659,0.66021
388.91498,0.4381,0.46513,0.52059,0.60374,0.76429,0.96371,0.66128
389.00634,0.43858,0.46374,0.51713,0.59808,0.75619,0.96116,0.66242
389.09774,0.43928,0.46255,0.51388,0.59265,0.74822,0.95829,0.66364
389.18919,0.4402,0.46158,0.51085,0.58743,0.74038,0.95509,0.66494
389.28068,0.44134,0.46082,0.50804,0.58245,0.73269,0.95157,0.66631
389.37221,0.44271,0.46028,0.50545,0.57768,0.72516,0.94776,0.66775
389.46378,0.44432,0.45996,0.50309,0.57314,0.71778,0.94367,0.66928
389.5554,0.44617,0.45987,0.50094,0.56883,0.71058,0.93932,0.67088
389.64706,0.44827,0.46001,0.49902,0.56474,0.70356,0.93471,0.67255
389.73876,0.45064,0.46038,0.49733,0.56088,0.69672,0.92988,0.67431
389.83051,0.45328,0.46099,0.49587,0.55725,0.69007,0.92483,0.67614
389.9223,0.45621,0.46185,0.49464,0.55385,0.68362,0.91959,0.67805
390.01413,0.45942,0.46296,0.49365,0.55068,0.67737,0.91417,0.68004
390.10601,0.46295,0.46434,0.49289,0.54774,0.67133,0.90859,0.6821
390.19793,0.46679,0.46598,0.49238,0.54504,0.6655,0.90287,0.68425
390.28989,0.47096,0.46789,0.49212,0.54258,0.65988,0.89703,0.68648
390.3819,0.47547,0.4701,0.49211,0.54035,0.65448,0.89108,0.68878
390.47394,0.48034,0.47259,0.49236,0.53836,0.6493,0.88505,0.69117
390.56604,0.48559,0.47539,0.49287,0.53662,0.64435,0.87894,0.69363
390.65817,0.49122,0.4785,0.49365,0.53513,0.63962,0.87278,0.69618
390.75035,0.49726,0.48194,0.49472,0.53389,0.63512,0.86658,0.6988
390.84258,0.50372,0.48572,0.49606,0.53291,0.63086,0.86035,0.70151
390.93484,0.51061,0.48985,0.4977,0.53218,0.62684,0.85413,0.7043
391.02715,0.51796,0.49435,0.49964,0.53173,0.62306,0.84791,0.70717
391.11951,0.52578,0.49922,0.5019,0.53154,0.61952,0.84171,0.71012
391.21191,0.53408,0.50448,0.50447,0.53163,0.61622,0.83554,0.71315
391.30435,0.54289,0.51016,0.50738,0.53201,0.61318,0.82943,0.71626
391.39683,0.55222,0.51626,0.51063,0.53267,0.61039,0.82338,0.71945
391.48936,0.56209,0.52279,0.51424,0.53364,0.60786,0.8174,0.72272
391.58193,0.57251,0.52979,0.51822,0.53491,0.60559,0.81151,0.72607
391.67455,0.58349,0.53726,0.52258,0.5365,0.60358,0.80571,0.72951
391.76721,0.59505,0.54522,0.52734,0.53842,0.60185,0.80003,0.73302
391.85991,0.6072,0.5537,0.53251,0.54067,0.60039,0.79445,0.73661
391.95266,0.61994,0.56269,0.53811,0.54326,0.59922,0.78901,0.74028
392.04545,0.63328,0.57223,0.54415,0.54622,0.59833,0.7837,0.74403
392.13829,0.64721,0.58233,0.55065,0.54955,0.59773,0.77854,0.74786
392.23117,0.66173,0.59299,0.55762,0.55326,0.59744,0.77353,0.75176
392.32409,0.67683,0.60425,0.56509,0.55737,0.59745,0.76868,0.75574
392.41706,0.69248,0.61609,0.57307,0.56189,0.59778,0.764,0.7598
392.51007,0.70865,0.62854,0.58157,0.56683,0.59843,0.75949,0.76393
392.60313,0.72532,0.64159,0.59061,0.57222,0.59941,0.75518,0.76813
392.69623,0.74242,0.65525,0.60021,0.57806,0.60073,0.75105,0.77241
392.78937,0.7599,0.6695,0.61038,0.58438,0.6024,0.74712,0.77676
392.88256,0.77768,0.68434,0.62113,0.59119,0.60444,0.7434,0.78117
392.97579,0.79568,0.69975,0.63248,0.5985,0.60684,0.73989,0.78566
393.06907,0.8138,0.71569,0.64442,0.60633,0.60963,0.7366,0.79021
393.16239,0.83192,0.73212,0.65696,0.61469,0.61282,0.73354,0.79482
393.25576,0.8499,0.74901,0.6701,0.62361,0.61641,0.7307,0.7995
393.34917,0.86761,0.76628,0.68384,0.63309,0.62043,0.72811,0.80423
393.44262,0.88489,0.78386,0.69816,0.64314,0.62487,0.72577,0.80903
393.53612,0.90156,0.80167,0.71303,0.65378,0.62977,0.72368,0.81388
393.62966,0.91746,0.81958,0.72844,0.665,0.63513,0.72185,0.81878
393.72325,0.93241,0.83749,0.74433,0.67681,0.64095,0.72029,0.82372
393.81688,0.94622,0.85526,0.76067,0.68922,0.64727,0.719,0.82872
393.91056,0.95872,0.87274,0.77737,0.7022,0.65409,0.718,0.83375
394.00428,0.96973,0.88976,0.79438,0.71575,0.66141,0.71729,0.83883
394.09805,0.97912,0.90616,0.81158,0.72983,0.66926,0.71689,0.84393
394.19186,0.98674,0.92174,0.82889,0.74444,0.67764,0.71678,0.84907
394.28571,0.99248,0.93632,0.84616,0.7595,0.68656,0.717,0.85423
394.37961,0.99626,0.94971,0.86327,0.77499,0.69602,0.71754,0.85941
394.47356,0.99802,0.96173,0.88006,0.79082,0.70602,0.71842,0.8646
394.56755,0.99776,0.9722,0.89637,0.80693,0.71656,0.71964,0.8698
394.66158,0.99547,0.98098,0.912,0.8232,0.72763,0.72121,0.87501
394.75566,0.9912,0.98792,0.92678,0.83954,0.73921,0.72315,0.8802
394.84979,0.98503,0.99291,0.94052,0.85581,0.75129,0.72547,0.88539
394.94395,0.97706,0.99588,0.95302,0.87188,0.76383,0.72817,0.89056
395.03817,0.96741,0.99677,0.96411,0.88758,0.7768,0.73127,0.8957
395.13243,0.95622,0.99557,0.9736,0.90274,0.79015,0.7348,0.9008
395.22673,0.94365,0.99231,0.98135,0.91719,0.80381,0.73875,0.90586
395.32108,0.92987,0.98704,0.98721,0.93073,0.81771,0.74313,0.91087
395.41547,0.91503,0.97985,0.9911,0.94318,0.83177,0.7479,0.91582
395.50991,0.89932,0.97085,0.99292,0.95435,0.84587,0.75302,0.92069
395.6044,0.88289,0.96018,0.99266,0.96405,0.85992,0.75847,0.92548
395.69892,0.8659,0.94799,0.99029,0.97212,0.87377,0.76428,0.93019
395.7935,0.8485,0.93446,0.98586,0.9784,0.88727,0.77047,0.93478
395.88812,0.83083,0.91976,0.97944,0.98279,0.90028,0.77704,0.93927
395.98278,0.81301,0.90407,0.97112,0.98517,0.91263,0.78398,0.94363
396.07749,0.79515,0.88755,0.96104,0.98551,0.92414,0.79128,0.94785
396.17225,0.77736,0.87039,0.94934,0.98376,0.93463,0.7989,0.95192
396.26705,0.75971,0.85275,0.93619,0.97995,0.94392,0.8068,0.95583
396.3619,0.74229,0.83477,0.92176,0.97412,0.95186,0.81494,0.95957
396.45679,0.72515,0.81659,0.90624,0.96636,0.95827,0.82326,0.96312
396.55172,0.70834,0.79833,0.88981,0.95679,0.96302,0.8317,0.96647
396.64671,0.69191,0.78012,0.87265,0.94555,0.966,0.84019,0.96961
396.74173,0.67589,0.76203,0.85493,0.93279,0.9671,0.84863,0.97253
396.83681,0.6603,0.74415,0.83681,0.91869,0.96628,0.85693,0.97522
396.93193,0.64517,0.72656,0.81845,0.90343,0.96352,0.86499,0.97765
397.02709,0.6305,0.70931,0.79997,0.8872,0.95882,0.87268,0.97983
397.1223,0.6163,0.69244,0.7815,0.87019,0.95223,0.87989,0.98174
397.21756,0.60258,0.676,0.76313,0.85257,0.94383,0.88647,0.98337
397.31286,0.58932,0.66001,0.74497,0.83451,0.93373,0.8923,0.98471
397.40821,0.57654,0.64449,0.72709,0.81616,0.92207,0.89723,0.98574
397.5036,0.56421,0.62946,0.70954,0.79767,0.909,0.90114,0.98647
397.59904,0.55234,0.61492,0.69239,0.77917,0.89469,0.90388,0.98688
397.69452,0.54091,0.60087,0.67567,0.76075,0.87931,0.90536,0.98696
397.79006,0.52992,0.58732,0.65942,0.74253,0.86305,0.90546,0.9867
397.88563,0.51934,0.57426,0.64365,0.72458,0.84609,0.90411,0.9861
397.98125,0.50916,0.56169,0.62838,0.70697,0.82859,0.90125,0.98515
398.07692,0.49938,0.54959,0.61362,0.68976,0.81072,0.89685,0.98386
398.17264,0.48997,0.53795,0.59938,0.67298,0.79262,0.89091,0.9822
398.2684,0.48093,0.52676,0.58565,0.65668,0.77444,0.88347,0.98018
398.3642,0.47224,0.516,0.57243,0.64087,0.7563,0.87457,0.9778
398.46006,0.46389,0.50567,0.55972,0.62557,0.73829,0.86431,0.97506
398.55596,0.45586,0.49575,0.54749,0.61079,0.72051,0.85279,0.97195
398.6519,0.44814,0.48622,0.53574,0.59654,0.70305,0.84013,0.96848
398.74789,0.44071,0.47707,0.52446,0.58281,0.68595,0.82647,0.96464
398.84393,0.43357,0.46829,0.51363,0.5696,0.66927,0.81197,0.96045
398.94001,0.42671,0.45985,0.50324,0.5569,0.65305,0.79678,0.95589
399.03614,0.4201,0.45175,0.49326,0.5447,0.63732,0.78104,0.95099
399.13232,0.41374,0.44396,0.4837,0.53299,0.6221,0.76492,0.94573
399.22854,0.40762,0.43649,0.47452,0.52176,0.6074,0.74854,0.94014
399.32481,0.40173,0.4293,0.46572,0.51098,0.59323,0.73204,0.93421
399.42113,0.39606,0.4224,0.45727,0.50065,0.57958,0.71554,0.92795
399.51749,0.39059,0.41576,0.44917,0.49074,0.56646,0.69914,0.92137
399.6139,0.38533,0.40938,0.44139,0.48124,0.55387,0.68293,0.91449
399.71035,0.38025,0.40325,0.43393,0.47214,0.54178,0.667,0.90732
399.80686,0.37536,0.39735,0.42677,0.46342,0.53018,0.6514,0.89985
399.9034,0.37065,0.39167,0.41989,0.45505,0.51907,0.6362,0.89212
400,0.36609,0.38621,0.41328,0.44704,0.50842,0.62142,0.88412
400.09664,0.3617,0.38095,0.40694,0.43935,0.49823,0.6071,0.87588
400.19333,0.35747,0.37588,0.40084,0.43198,0.48846,0.59327,0.86741
400.29007,0.35338,0.371,0.39499,0.42491,0.47912,0.57993,0.85873
400.38685,0.34942,0.36629,0.38935,0.41812,0.47017,0.5671,0.84984
400.48368,0.34561,0.36176,0.38394,0.41161,0.46161,0.55476,0.84078
400.58055,0.34192,0.35739,0.37872,0.40536,0.45341,0.54294,0.83154
400.67747,0.33835,0.35317,0.37371,0.39936,0.44556,0.5316,0.82216
400.77444,0.33491,0.3491,0.36888,0.39359,0.43805,0.52075,0.81265
400.87146,0.33157,0.34518,0.36423,0.38805,0.43085,0.51037,0.80302
400.96852,0.32835,0.34139,0.35975,0.38273,0.42396,0.50045,0.7933
401.06563,0.32522,0.33772,0.35543,0.37761,0.41735,0.49096,0.78351
401.16279,0.3222,0.33419,0.35127,0.37268,0.41102,0.48191,0.77367
401.26,0.31928,0.33077,0.34726,0.36794,0.40495,0.47325,0.76378
401.35725,0.31644,0.32746,0.34339,0.36338,0.39912,0.46499,0.75389
401.45455,0.3137,0.32427,0.33965,0.35899,0.39354,0.45711,0.74399
401.55189,0.31104,0.32118,0.33604,0.35476,0.38817,0.44957,0.73412
401.64928,0.30846,0.31819,0.33256,0.35068,0.38303,0.44238,0.72429
401.74672,0.30596,0.31529,0.32919,0.34675,0.37808,0.43551,0.71453
401.84421,0.30353,0.31249,0.32594,0.34296,0.37333,0.42894,0.70485
401.94175,0.30118,0.30978,0.3228,0.33931,0.36876,0.42267,0.69526
402.03933,0.2989,0.30715,0.31976,0.33578,0.36437,0.41667,0.6858
402.13696,0.29669,0.30461,0.31682,0.33238,0.36015,0.41093,0.67647
402.23464,0.29454,0.30214,0.31398,0.32909,0.35608,0.40544,0.66729
402.33236,0.29245,0.29975,0.31122,0.32591,0.35217,0.40019,0.65829
402.43013,0.29042,0.29743,0.30856,0.32284,0.3484,0.39516,0.64947
402.52795,0.28846,0.29518,0.30598,0.31988,0.34477,0.39034,0.64085
402.62582,0.28654,0.293,0.30348,0.31701,0.34127,0.38573,0.63245
402.72374,0.28469,0.29088,0.30105,0.31423,0.33789,0.3813,0.62428
402.8217,0.28288,0.28882,0.2987,0.31155,0.33464,0.37705,0.61635
402.91971,0.28112,0.28683,0.29643,0.30895,0.3315,0.37298,0.60867
403.01777,0.27942,0.28489,0.29422,0.30643,0.32847,0.36906,0.60126
403.11587,0.27776,0.28301,0.29208,0.304,0.32554,0.3653,0.59412
403.21402,0.27615,0.28118,0.29,0.30164,0.32271,0.36169,0.58726
403.31223,0.27458,0.27941,0.28798,0.29935,0.31997,0.35822,0.58069
403.41048,0.27305,0.27768,0.28602,0.29713,0.31733,0.35487,0.57441
403.50877,0.27156,0.276,0.28412,0.29498,0.31478,0.35166,0.56843
403.60712,0.27012,0.27437,0.28227,0.2929,0.3123,0.34856,0.56275
403.70551,0.26871,0.27279,0.28048,0.29088,0.30991,0.34557,0.55737
403.80395,0.26734,0.27125,0.27873,0.28891,0.30759,0.34269,0.55229
403.90244,0.26601,0.26975,0.27704,0.28701,0.30535,0.33992,0.54752
404.00098,0.26471,0.26829,0.27539,0.28516,0.30318,0.33724,0.54305
404.09956,0.26345,0.26687,0.27379,0.28337,0.30107,0.33466,0.53887
404.19819,0.26222,0.26549,0.27223,0.28162,0.29903,0.33216,0.53498
404.29688,0.26102,0.26415,0.27071,0.27993,0.29706,0.32975,0.53138
404.3956,0.25986,0.26284,0.26924,0.27828,0.29514,0.32742,0.52807
404.49438,0.25872,0.26157,0.26781,0.27669,0.29328,0.32517,0.52502
404.59321,0.25761,0.26033,0.26641,0.27513,0.29147,0.32299,0.52224
404.69208,0.25654,0.25912,0.26505,0.27362,0.28972,0.32088,0.51972
404.791,0.25549,0.25795,0.26373,0.27215,0.28802,0.31883,0.51744
404.88998,0.25446,0.25681,0.26244,0.27072,0.28636,0.31686,0.5154
404.98899,0.25347,0.25569,0.26119,0.26933,0.28476,0.31494,0.51358
405.08806,0.2525,0.25461,0.25997,0.26798,0.2832,0.31308,0.51198
405.18718,0.25155,0.25355,0.25878,0.26667,0.28169,0.31128,0.51058
405.28634,0.25063,0.25252,0.25762,0.26539,0.28021,0.30954,0.50936
405.38556,0.24974,0.25152,0.2565,0.26414,0.27878,0.30784,0.50833
405.48482,0.24886,0.25055,0.2554,0.26293,0.27739,0.3062,0.50747
405.58413,0.24801,0.2496,0.25433,0.26175,0.27603,0.30461,0.50675
405.68349,0.24718,0.24867,0.25329,0.2606,0.27472,0.30306,0.50618
405.7829,0.24638,0.24777,0.25227,0.25948,0.27344,0.30155,0.50574
405.88235,0.24559,0.24689,0.25128,0.25839,0.27219,0.30009,0.50542
405.98186,0.24482,0.24604,0.25031,0.25733,0.27098,0.29867,0.50521
406.08141,0.24408,0.2452,0.24938,0.2563,0.26979,0.29729,0.50509
406.18102,0.24335,0.24439,0.24846,0.25529,0.26864,0.29594,0.50505
406.28067,0.24265,0.2436,0.24757,0.25431,0.26752,0.29464,0.50509
406.38037,0.24196,0.24283,0.2467,0.25335,0.26643,0.29336,0.50519
406.48012,0.24129,0.24208,0.24585,0.25242,0.26537,0.29213,0.50535
406.57992,0.24064,0.24135,0.24502,0.25152,0.26434,0.29092,0.50555
406.67976,0.24001,0.24064,0.24422,0.25064,0.26333,0.28975,0.50579
406.77966,0.23939,0.23995,0.24343,0.24978,0.26235,0.28861,0.50606
406.87961,0.23879,0.23928,0.24267,0.24894,0.26139,0.2875,0.50634
406.9796,0.23821,0.23862,0.24192,0.24812,0.26046,0.28642,0.50665
407.07965,0.23765,0.23799,0.2412,0.24733,0.25955,0.28536,0.50695
407.17974,0.2371,0.23737,0.24049,0.24655,0.25866,0.28433,0.50726
407.27988,0.23656,0.23676,0.2398,0.2458,0.2578,0.28333,0.50756
407.38007,0.23604,0.23618,0.23913,0.24506,0.25695,0.28236,0.50786
407.48031,0.23554,0.23561,0.23848,0.24435,0.25613,0.2814,0.50813
407.58061,0.23505,0.23505,0.23784,0.24365,0.25533,0.28048,0.50839
407.68095,0.23458,0.23451,0.23722,0.24297,0.25455,0.27957,0.50863
407.78133,0.23412,0.23399,0.23662,0.24231,0.25379,0.27869,0.50884
407.88177,0.23368,0.23348,0.23604,0.24167,0.25304,0.27783,0.50901
407.98226,0.23325,0.23299,0.23547,0.24104,0.25231,0.27699,0.50916
408.0828,0.23283,0.23251,0.23491,0.24043,0.2516,0.27617,0.50927
408.18339,0.23243,0.23205,0.23437,0.23984,0.25091,0.27537,0.50935
408.28402,0.23204,0.2316,0.23385,0.23926,0.25023,0.2746,0.50938
408.38471,0.23167,0.23116,0.23334,0.2387,0.24957,0.27384,0.50938
408.48545,0.2313,0.23074,0.23284,0.23815,0.24892,0.2731,0.50934
408.58623,0.23095,0.23033,0.23236,0.23762,0.24828,0.27237,0.50925
408.68707,0.23062,0.22993,0.23189,0.23711,0.24764,0.27167,0.50913
408.78795,0.23029,0.22955,0.23144,0.2366,0.24702,0.27098,0.50896
408.88889,0.22998,0.22918,0.231,0.23612,0.2464,0.27031,0.50874
408.98987,0.22968,0.22882,0.23057,0.23564,0.24578,0.26965,0.50849
409.09091,0.2294,0.22848,0.23016,0.23518,0.24517,0.26901,0.50819
409.19199,0.22912,0.22815,0.22976,0.23474,0.24466,0.26839,0.50785
409.29313,0.22886,0.22783,0.22937,0.23431,0.24444,0.26778,0.50747
409.39431,0.22861,0.22752,0.229,0.23389,0.24437,0.26718,0.50705
409.49555,0.22837,0.22723,0.22864,0.23348,0.24405,0.2666,0.50659
409.59683,0.22815,0.22694,0.22829,0.23309,0.24357,0.26604,0.50609
409.69817,0.22793,0.22667,0.22795,0.2327,0.24307,0.26549,0.50555
409.79955,0.22773,0.22641,0.22762,0.23234,0.24258,0.26495,0.50497
409.90099,0.22754,0.22616,0.22731,0.23198,0.24212,0.26442,0.50436
410.00248,0.22736,0.22593,0.22701,0.23163,0.24167,0.26391,0.50371
410.10401,0.22719,0.2257,0.22672,0.2313,0.24124,0.26341,0.50302
410.2056,0.22703,0.22549,0.22644,0.23098,0.24083,0.26293,0.5023
410.30723,0.22689,0.22528,0.22617,0.23067,0.24043,0.26245,0.50155
410.40892,0.22675,0.22509,0.22592,0.23037,0.24005,0.26199,0.50077
410.51066,0.22663,0.22491,0.22567,0.23008,0.23968,0.26154,0.49996
410.61245,0.22652,0.22474,0.22544,0.22981,0.23932,0.2611,0.49912
410.71429,0.22642,0.22458,0.22522,0.22954,0.23898,0.26067,0.49825
410.81617,0.22633,0.22443,0.225,0.22929,0.23864,0.26025,0.49735
410.91811,0.22625,0.2243,0.2248,0.22905,0.23832,0.25985,0.49643
411.0201,0.22618,0.22417,0.22462,0.22881,0.23802,0.25945,0.49549
411.12214,0.22613,0.22405,0.22444,0.22859,0.23772,0.25906,0.49452
411.22424,0.22608,0.22395,0.22427,0.22838,0.23743,0.25869,0.49353
411.32638,0.22605,0.22385,0.22411,0.22818,0.23716,0.25833,0.49252
411.42857,0.22603,0.22377,0.22397,0.22799,0.23689,0.25797,0.49149
411.53082,0.22601,0.2237,0.22383,0.22781,0.23664,0.25763,0.49045
411.63311,0.22601,0.22363,0.2237,0.22764,0.23639,0.25729,0.48938
411.73545,0.22603,0.22358,0.22359,0.22748,0.23616,0.25697,0.4883
411.83785,0.22605,0.22354,0.22348,0.22733,0.23594,0.25665,0.48721
411.9403,0.22608,0.22351,0.22339,0.22719,0.23573,0.25634,0.4861
412.0428,0.22613,0.22349,0.22331,0.22706,0.23552,0.25605,0.48497
412.14535,0.22619,0.22348,0.22324,0.22695,0.23533,0.25576,0.48384
412.24795,0.22625,0.22348,0.22317,0.22684,0.23514,0.25548,0.48269
412.3506,0.22633,0.22349,0.22312,0.22674,0.23497,0.25521,0.48153
412.4533,0.22643,0.22352,0.22308,0.22665,0.23481,0.25495,0.48037
412.55605,0.22653,0.22355,0.22305,0.22657,0.23465,0.25469,0.47919
412.65886,0.22664,0.22359,0.22303,0.2265,0.23451,0.25445,0.47801
412.76171,0.22677,0.22365,0.22302,0.22644,0.23437,0.25421,0.47682
412.86462,0.22691,0.22372,0.22302,0.22639,0.23424,0.25399,0.47562
412.96758,0.22706,0.22379,0.22303,0.22635,0.23413,0.25377,0.47442
413.07059,0.22722,0.22388,0.22305,0.22632,0.23402,0.25356,0.47322
413.17365,0.2274,0.22398,0.22309,0.2263,0.23392,0.25336,0.47201
413.27677,0.22759,0.22409,0.22313,0.22629,0.23383,0.25316,0.47079
413.37993,0.22779,0.22421,0.22318,0.22629,0.23375,0.25298,0.46958
413.48315,0.228,0.22434,0.22325,0.2263,0.23368,0.2528,0.46836
413.58641,0.22822,0.22449,0.22332,0.22632,0.23362,0.25263,0.46714
413.68973,0.22846,0.22464,0.22341,0.22634,0.23357,0.25247,0.46592
413.7931,0.22871,0.22481,0.2235,0.22638,0.23352,0.25232,0.4647
413.89653,0.22898,0.22499,0.22361,0.22643,0.23349,0.25217,0.46348
414,0.22926,0.22518,0.22373,0.22649,0.23346,0.25204,0.46226
414.10353,0.22955,0.22538,0.22386,0.22656,0.23345,0.25191,0.46104
414.2071,0.22985,0.2256,0.224,0.22664,0.23344,0.25179,0.45982
414.31073,0.23017,0.22582,0.22416,0.22673,0.23344,0.25168,0.4586
414.41441,0.2305,0.22606,0.22432,0.22683,0.23345,0.25157,0.45739
414.51815,0.23085,0.22631,0.2245,0.22694,0.23347,0.25148,0.45618
414.62193,0.23121,0.22658,0.22468,0.22706,0.2335,0.25139,0.45497
414.72577,0.23158,0.22685,0.22488,0.22719,0.23354,0.25131,0.45377
414.82966,0.23197,0.22714,0.22509,0.22733,0.23359,0.25124,0.45257
414.9336,0.23238,0.22744,0.22531,0.22748,0.23365,0.25117,0.45137
415.03759,0.2328,0.22776,0.22555,0.22764,0.23371,0.25112,0.45018
415.14164,0.23323,0.22809,0.22579,0.22781,0.23379,0.25107,0.449
415.24574,0.23369,0.22843,0.22605,0.228,0.23387,0.25103,0.44782
415.34989,0.23415,0.22878,0.22632,0.22819,0.23397,0.251,0.44664
415.45409,0.23464,0.22915,0.22661,0.22839,0.23407,0.25098,0.44547
415.55834,0.23514,0.22954,0.2269,0.22861,0.23419,0.25096,0.44431
415.66265,0.23565,0.22993,0.22721,0.22884,0.23431,0.25096,0.44315
415.76701,0.23619,0.23034,0.22753,0.22908,0.23444,0.25096,0.442
415.87142,0.23674,0.23077,0.22787,0.22933,0.23459,0.25097,0.44086
415.97589,0.23731,0.23121,0.22822,0.22959,0.23474,0.25099,0.43972
416.0804,0.23789,0.23167,0.22858,0.22986,0.2349,0.25102,0.43859
416.18497,0.2385,0.23214,0.22895,0.23015,0.23507,0.25105,0.43747
416.28959,0.23912,0.23263,0.22934,0.23044,0.23526,0.2511,0.43635
416.39427,0.23976,0.23313,0.22975,0.23075,0.23545,0.25115,0.43524
416.49899,0.24042,0.23366,0.23016,0.23107,0.23565,0.25121,0.43415
416.60377,0.24111,0.23419,0.2306,0.23141,0.23587,0.25128,0.43305
416.70861,0.24181,0.23475,0.23104,0.23175,0.23609,0.25136,0.43197
416.81349,0.24253,0.23532,0.23151,0.23211,0.23632,0.25145,0.43089
416.91843,0.24327,0.2359,0.23198,0.23248,0.23657,0.25155,0.42983
417.02342,0.24404,0.23651,0.23247,0.23287,0.23682,0.25165,0.42877
417.12846,0.24482,0.23713,0.23298,0.23327,0.23709,0.25177,0.42772
417.23356,0.24563,0.23778,0.23351,0.23368,0.23737,0.25189,0.42667
417.33871,0.24646,0.23844,0.23405,0.2341,0.23765,0.25203,0.42564
417.44391,0.24732,0.23912,0.2346,0.23454,0.23795,0.25217,0.42462
417.54917,0.2482,0.23982,0.23517,0.23499,0.23826,0.25232,0.4236
417.65448,0.2491,0.24054,0.23576,0.23546,0.23859,0.25248,0.42259
417.75984,0.25003,0.24128,0.23637,0.23594,0.23892,0.25265,0.4216
417.86525,0.25098,0.24204,0.237,0.23644,0.23927,0.25283,0.42061
417.97072,0.25196,0.24282,0.23764,0.23695,0.23962,0.25302,0.41963
418.07624,0.25296,0.24362,0.2383,0.23748,0.23999,0.25322,0.41866
418.18182,0.25399,0.24445,0.23898,0.23802,0.24037,0.25343,0.4177
418.28745,0.25505,0.2453,0.23968,0.23858,0.24077,0.25365,0.41675
418.39313,0.25614,0.24617,0.24039,0.23915,0.24118,0.25388,0.4158
418.49886,0.25726,0.24706,0.24113,0.23974,0.24159,0.25412,0.41487
418.60465,0.25841,0.24798,0.24189,0.24035,0.24203,0.25437,0.41395
418.71049,0.25958,0.24893,0.24267,0.24097,0.24247,0.25462,0.41303
418.81639,0.26079,0.2499,0.24346,0.24161,0.24293,0.25489,0.41213
418.92234,0.26203,0.25089,0.24428,0.24227,0.2434,0.25518,0.41123
419.02834,0.2633,0.25191,0.24512,0.24295,0.24389,0.25547,0.41035
419.1344,0.26461,0.25296,0.24599,0.24364,0.24439,0.25577,0.40947
419.24051,0.26595,0.25403,0.24687,0.24435,0.24491,0.25608,0.4086
419.34667,0.26733,0.25514,0.24778,0.24509,0.24543,0.25641,0.40775
419.45289,0.26874,0.25627,0.24872,0.24584,0.24598,0.25674,0.4069
419.55916,0.27019,0.25743,0.24967,0.24661,0.24654,0.25709,0.40606
419.66548,0.27168,0.25863,0.25065,0.2474,0.24711,0.25745,0.40523
419.77186,0.2732,0.25985,0.25166,0.24821,0.2477,0.25782,0.40441
419.8783,0.27477,0.2611,0.25269,0.24904,0.2483,0.2582,0.40361
419.98478,0.27638,0.26239,0.25375,0.24989,0.24893,0.25859,0.40281
420.09132,0.27803,0.26371,0.25483,0.25077,0.24956,0.259,0.40202
420.19792,0.27972,0.26507,0.25595,0.25167,0.25022,0.25942,0.40124
420.30457,0.28146,0.26646,0.25709,0.25259,0.25089,0.25985,0.40047
420.41127,0.28324,0.26788,0.25826,0.25353,0.25157,0.26029,0.39971
420.51803,0.28507,0.26935,0.25945,0.2545,0.25228,0.26075,0.39896
420.62484,0.28695,0.27085,0.26068,0.25549,0.253,0.26122,0.39822
420.73171,0.28887,0.27239,0.26194,0.2565,0.25375,0.2617,0.39748
420.83863,0.29085,0.27397,0.26323,0.25754,0.25451,0.2622,0.39676
420.9456,0.29288,0.27559,0.26455,0.25861,0.25528,0.26271,0.39605
421.05263,0.29497,0.27725,0.26591,0.2597,0.25608,0.26323,0.39535
421.15972,0.2971,0.27895,0.2673,0.26082,0.2569,0.26377,0.39466
421.26685,0.2993,0.2807,0.26872,0.26197,0.25774,0.26432,0.39397
421.37405,0.30155,0.2825,0.27018,0.26315,0.2586,0.26489,0.3933
421.48129,0.30386,0.28434,0.27168,0.26435,0.25948,0.26547,0.39264
421.58859,0.30624,0.28622,0.27321,0.26559,0.26038,0.26607,0.39198
421.69595,0.30867,0.28816,0.27478,0.26685,0.2613,0.26668,0.39134
421.80336,0.31118,0.29015,0.27639,0.26815,0.26224,0.26731,0.3907
421.91083,0.31375,0.29219,0.27804,0.26947,0.26321,0.26795,0.39008
422.01835,0.31638,0.29428,0.27974,0.27083,0.2642,0.26861,0.38946
422.12592,0.31909,0.29643,0.28147,0.27223,0.26522,0.26929,0.38886
422.23355,0.32187,0.29863,0.28325,0.27365,0.26625,0.26998,0.38826
422.34124,0.32473,0.30089,0.28507,0.27512,0.26732,0.27069,0.38768
422.44898,0.32766,0.30321,0.28694,0.27661,0.26841,0.27142,0.3871
422.55677,0.33067,0.30559,0.28885,0.27815,0.26952,0.27216,0.38653
422.66462,0.33377,0.30804,0.29081,0.27972,0.27066,0.27293,0.38598
422.77253,0.33694,0.31055,0.29282,0.28133,0.27183,0.27371,0.38543
422.88049,0.34021,0.31312,0.29489,0.28298,0.27303,0.27451,0.38489
