Inputs,,,Output,,,,,
Wavelength (um),r1 (um),t1 (nm),Absorption,,,,,
405.48482,0.13,0.35,0.33996,,,,,
405.58413,0.13,0.35,0.33769,,,,,
405.68349,0.13,0.35,0.33549,,,,,
405.7829,0.13,0.35,0.33336,,,,,
405.88235,0.13,0.35,0.33131,,,,,
405.98186,0.13,0.35,0.32932,,,,,
406.08141,0.13,0.35,0.3274,,,,,
406.18102,0.13,0.35,0.32555,,,,,
406.28067,0.13,0.35,0.32376,,,,,
406.38037,0.13,0.35,0.32204,,,,,
406.48012,0.13,0.35,0.32037,,,,,
406.57992,0.13,0.35,0.31877,,,,,
406.67976,0.13,0.35,0.31722,,,,,
406.77966,0.13,0.35,0.31573,,,,,
406.87961,0.13,0.35,0.31429,,,,,
406.9796,0.13,0.35,0.31291,,,,,
407.07965,0.13,0.35,0.31157,,,,,
407.17974,0.13,0.35,0.31029,,,,,
407.27988,0.13,0.35,0.30906,,,,,
407.38007,0.13,0.35,0.30788,,,,,
407.48031,0.13,0.35,0.30675,,,,,
407.58061,0.13,0.35,0.30566,,,,,
407.68095,0.13,0.35,0.30462,,,,,
407.78133,0.13,0.35,0.30362,,,,,
407.88177,0.13,0.35,0.30266,,,,,
407.98226,0.13,0.35,0.30175,,,,,
408.0828,0.13,0.35,0.30088,,,,,
408.18339,0.13,0.35,0.30005,,,,,
408.28402,0.13,0.35,0.29926,,,,,
408.38471,0.13,0.35,0.29851,,,,,
408.48545,0.13,0.35,0.2978,,,,,
408.58623,0.13,0.35,0.29712,,,,,
408.68707,0.13,0.35,0.29649,,,,,
408.78795,0.13,0.35,0.29589,,,,,
408.88889,0.13,0.35,0.29532,,,,,
408.98987,0.13,0.35,0.29479,,,,,
409.09091,0.13,0.35,0.2943,,,,,
409.19199,0.13,0.35,0.29384,,,,,
409.29313,0.13,0.35,0.29342,,,,,
409.39431,0.13,0.35,0.29302,,,,,
409.49555,0.13,0.35,0.29266,,,,,
409.59683,0.13,0.35,0.29234,,,,,
409.69817,0.13,0.35,0.29204,,,,,
409.79955,0.13,0.35,0.29178,,,,,
409.90099,0.13,0.35,0.29155,,,,,
410.00248,0.13,0.35,0.29135,,,,,
410.10401,0.13,0.35,0.29118,,,,,
410.2056,0.13,0.35,0.29104,,,,,
410.30723,0.13,0.35,0.29094,,,,,
410.40892,0.13,0.35,0.29086,,,,,
410.51066,0.13,0.35,0.29081,,,,,
410.61245,0.13,0.35,0.2908,,,,,
410.71429,0.13,0.35,0.29081,,,,,
410.81617,0.13,0.35,0.29085,,,,,
410.91811,0.13,0.35,0.29092,,,,,
411.0201,0.13,0.35,0.29102,,,,,
411.12214,0.13,0.35,0.29115,,,,,
411.22424,0.13,0.35,0.29131,,,,,
411.32638,0.13,0.35,0.2915,,,,,
411.42857,0.13,0.35,0.29172,,,,,
411.53082,0.13,0.35,0.29197,,,,,
411.63311,0.13,0.35,0.29224,,,,,
411.73545,0.13,0.35,0.29255,,,,,
411.83785,0.13,0.35,0.29288,,,,,
411.9403,0.13,0.35,0.29325,,,,,
412.0428,0.13,0.35,0.29364,,,,,
412.14535,0.13,0.35,0.29406,,,,,
412.24795,0.13,0.35,0.29452,,,,,
412.3506,0.13,0.35,0.295,,,,,
412.4533,0.13,0.35,0.29551,,,,,
412.55605,0.13,0.35,0.29605,,,,,
412.65886,0.13,0.35,0.29663,,,,,
412.76171,0.13,0.35,0.29723,,,,,
412.86462,0.13,0.35,0.29786,,,,,
412.96758,0.13,0.35,0.29853,,,,,
413.07059,0.13,0.35,0.29923,,,,,
413.17365,0.13,0.35,0.29995,,,,,
413.27677,0.13,0.35,0.30071,,,,,
413.37993,0.13,0.35,0.30151,,,,,
413.48315,0.13,0.35,0.30233,,,,,
413.58641,0.13,0.35,0.30319,,,,,
413.68973,0.13,0.35,0.30408,,,,,
413.7931,0.13,0.35,0.305,,,,,
413.89653,0.13,0.35,0.30596,,,,,
414,0.13,0.35,0.30695,,,,,
414.10353,0.13,0.35,0.30798,,,,,
414.2071,0.13,0.35,0.30905,,,,,
414.31073,0.13,0.35,0.31015,,,,,
414.41441,0.13,0.35,0.31128,,,,,
414.51815,0.13,0.35,0.31245,,,,,
414.62193,0.13,0.35,0.31366,,,,,
414.72577,0.13,0.35,0.31491,,,,,
414.82966,0.13,0.35,0.3162,,,,,
414.9336,0.13,0.35,0.31753,,,,,
415.03759,0.13,0.35,0.31889,,,,,
415.14164,0.13,0.35,0.3203,,,,,
415.24574,0.13,0.35,0.32175,,,,,
415.34989,0.13,0.35,0.32324,,,,,
415.45409,0.13,0.35,0.32478,,,,,
415.55834,0.13,0.35,0.32636,,,,,
415.66265,0.13,0.35,0.32798,,,,,
415.76701,0.13,0.35,0.32965,,,,,
415.87142,0.13,0.35,0.33136,,,,,
415.97589,0.13,0.35,0.33312,,,,,
416.0804,0.13,0.35,0.33493,,,,,
416.18497,0.13,0.35,0.33679,,,,,
416.28959,0.13,0.35,0.3387,,,,,
416.39427,0.13,0.35,0.34066,,,,,
416.49899,0.13,0.35,0.34267,,,,,
416.60377,0.13,0.35,0.34474,,,,,
416.70861,0.13,0.35,0.34686,,,,,
416.81349,0.13,0.35,0.34904,,,,,
416.91843,0.13,0.35,0.35127,,,,,
417.02342,0.13,0.35,0.35356,,,,,
417.12846,0.13,0.35,0.35591,,,,,
417.23356,0.13,0.35,0.35832,,,,,
417.33871,0.13,0.35,0.36079,,,,,
417.44391,0.13,0.35,0.36333,,,,,
417.54917,0.13,0.35,0.36593,,,,,
417.65448,0.13,0.35,0.36859,,,,,
417.75984,0.13,0.35,0.37133,,,,,
417.86525,0.13,0.35,0.37413,,,,,
417.97072,0.13,0.35,0.37701,,,,,
418.07624,0.13,0.35,0.37995,,,,,
418.18182,0.13,0.35,0.38297,,,,,
418.28745,0.13,0.35,0.38607,,,,,
418.39313,0.13,0.35,0.38925,,,,,
418.49886,0.13,0.35,0.3925,,,,,
418.60465,0.13,0.35,0.39584,,,,,
418.71049,0.13,0.35,0.39925,,,,,
418.81639,0.13,0.35,0.40276,,,,,
418.92234,0.13,0.35,0.40635,,,,,
419.02834,0.13,0.35,0.41003,,,,,
419.1344,0.13,0.35,0.4138,,,,,
419.24051,0.13,0.35,0.41767,,,,,
419.34667,0.13,0.35,0.42163,,,,,
419.45289,0.13,0.35,0.42569,,,,,
419.55916,0.13,0.35,0.42985,,,,,
419.66548,0.13,0.35,0.43411,,,,,
419.77186,0.13,0.35,0.43848,,,,,
419.8783,0.13,0.35,0.44295,,,,,
419.98478,0.13,0.35,0.44754,,,,,
420.09132,0.13,0.35,0.45223,,,,,
420.19792,0.13,0.35,0.45704,,,,,
420.30457,0.13,0.35,0.46197,,,,,
420.41127,0.13,0.35,0.46702,,,,,
420.51803,0.13,0.35,0.47219,,,,,
420.62484,0.13,0.35,0.47749,,,,,
420.73171,0.13,0.35,0.48291,,,,,
420.83863,0.13,0.35,0.48846,,,,,
420.9456,0.13,0.35,0.49415,,,,,
421.05263,0.13,0.35,0.49997,,,,,
421.15972,0.13,0.35,0.50592,,,,,
421.26685,0.13,0.35,0.51202,,,,,
421.37405,0.13,0.35,0.51826,,,,,
421.48129,0.13,0.35,0.52465,,,,,
421.58859,0.13,0.35,0.53118,,,,,
421.69595,0.13,0.35,0.53786,,,,,
421.80336,0.13,0.35,0.5447,,,,,
421.91083,0.13,0.35,0.55169,,,,,
422.01835,0.13,0.35,0.55883,,,,,
422.12592,0.13,0.35,0.56613,,,,,
422.23355,0.13,0.35,0.57358,,,,,
422.34124,0.13,0.35,0.5812,,,,,
422.44898,0.13,0.35,0.58898,,,,,
422.55677,0.13,0.35,0.59692,,,,,
422.66462,0.13,0.35,0.60501,,,,,
422.77253,0.13,0.35,0.61327,,,,,
422.88049,0.13,0.35,0.6217,,,,,
422.98851,0.13,0.35,0.63028,,,,,
423.09658,0.13,0.35,0.63901,,,,,
423.2047,0.13,0.35,0.64791,,,,,
423.31288,0.13,0.35,0.65695,,,,,
423.42112,0.13,0.35,0.66615,,,,,
423.52941,0.13,0.35,0.6755,,,,,
423.63776,0.13,0.35,0.68498,,,,,
423.74616,0.13,0.35,0.6946,,,,,
423.85462,0.13,0.35,0.70435,,,,,
423.96313,0.13,0.35,0.71422,,,,,
424.0717,0.13,0.35,0.7242,,,,,
424.18033,0.13,0.35,0.73428,,,,,
424.28901,0.13,0.35,0.74446,,,,,
424.39774,0.13,0.35,0.75472,,,,,
424.50654,0.13,0.35,0.76504,,,,,
424.61538,0.13,0.35,0.77541,,,,,
424.72429,0.13,0.35,0.78581,,,,,
424.83325,0.13,0.35,0.79623,,,,,
424.94226,0.13,0.35,0.80665,,,,,
425.05133,0.13,0.35,0.81704,,,,,
425.16046,0.13,0.35,0.82738,,,,,
425.26965,0.13,0.35,0.83764,,,,,
425.37889,0.13,0.35,0.84781,,,,,
425.48818,0.13,0.35,0.85785,,,,,
425.59753,0.13,0.35,0.86772,,,,,
425.70694,0.13,0.35,0.87741,,,,,
425.81641,0.13,0.35,0.88687,,,,,
425.92593,0.13,0.35,0.89608,,,,,
426.0355,0.13,0.35,0.90499,,,,,
426.14514,0.13,0.35,0.91357,,,,,
426.25483,0.13,0.35,0.92178,,,,,
426.36457,0.13,0.35,0.92958,,,,,
426.47438,0.13,0.35,0.93693,,,,,
426.58423,0.13,0.35,0.9438,,,,,
426.69415,0.13,0.35,0.95013,,,,,
426.80412,0.13,0.35,0.95591,,,,,
426.91415,0.13,0.35,0.96108,,,,,
427.02424,0.13,0.35,0.96561,,,,,
427.13438,0.13,0.35,0.96946,,,,,
427.24458,0.13,0.35,0.97261,,,,,
427.35484,0.13,0.35,0.97502,,,,,
427.46515,0.13,0.35,0.97666,,,,,
427.57552,0.13,0.35,0.9775,,,,,
427.68595,0.13,0.35,0.97754,,,,,
427.79644,0.13,0.35,0.97675,,,,,
427.90698,0.13,0.35,0.97511,,,,,
428.01758,0.13,0.35,0.97263,,,,,
428.12823,0.13,0.35,0.96929,,,,,
428.23894,0.13,0.35,0.96509,,,,,
428.34972,0.13,0.35,0.96005,,,,,
428.46054,0.13,0.35,0.95418,,,,,
428.57143,0.13,0.35,0.94749,,,,,
428.68237,0.13,0.35,0.93999,,,,,
428.79337,0.13,0.35,0.93173,,,,,
428.90443,0.13,0.35,0.92272,,,,,
429.01554,0.13,0.35,0.913,,,,,
429.12672,0.13,0.35,0.9026,,,,,
429.23795,0.13,0.35,0.89157,,,,,
429.34924,0.13,0.35,0.87995,,,,,
429.46058,0.13,0.35,0.86778,,,,,
429.57198,0.13,0.35,0.85511,,,,,
429.68345,0.13,0.35,0.84199,,,,,
429.79496,0.13,0.35,0.82846,,,,,
429.90654,0.13,0.35,0.81458,,,,,
430.01818,0.13,0.35,0.8004,,,,,
430.12987,0.13,0.35,0.78596,,,,,
430.24162,0.13,0.35,0.77132,,,,,
430.35343,0.13,0.35,0.75651,,,,,
430.4653,0.13,0.35,0.74159,,,,,
430.57722,0.13,0.35,0.7266,,,,,
430.68921,0.13,0.35,0.71159,,,,,
430.80125,0.13,0.35,0.69658,,,,,
430.91335,0.13,0.35,0.68163,,,,,
431.02551,0.13,0.35,0.66676,,,,,
431.13772,0.13,0.35,0.65201,,,,,
431.25,0.13,0.35,0.63741,,,,,
431.36233,0.13,0.35,0.62299,,,,,
431.47473,0.13,0.35,0.60878,,,,,
431.58718,0.13,0.35,0.5948,,,,,
431.69969,0.13,0.35,0.58107,,,,,
431.81226,0.13,0.35,0.56761,,,,,
431.92488,0.13,0.35,0.55445,,,,,
432.03757,0.13,0.35,0.5416,,,,,
432.15031,0.13,0.35,0.52907,,,,,
432.26312,0.13,0.35,0.51687,,,,,
432.37598,0.13,0.35,0.50502,,,,,
432.4889,0.13,0.35,0.49353,,,,,
432.60188,0.13,0.35,0.4824,,,,,
432.71492,0.13,0.35,0.47165,,,,,
432.82802,0.13,0.35,0.46128,,,,,
432.94118,0.13,0.35,0.4513,,,,,
433.05439,0.13,0.35,0.44171,,,,,
433.16767,0.13,0.35,0.43252,,,,,
433.281,0.13,0.35,0.42373,,,,,
433.3944,0.13,0.35,0.41534,,,,,
433.50785,0.13,0.35,0.40737,,,,,
433.62137,0.13,0.35,0.3998,,,,,
433.73494,0.13,0.35,0.39265,,,,,
433.84857,0.13,0.35,0.38592,,,,,
433.96226,0.13,0.35,0.37961,,,,,
434.07602,0.13,0.35,0.37372,,,,,
434.18983,0.13,0.35,0.36826,,,,,
434.3037,0.13,0.35,0.36323,,,,,
434.41763,0.13,0.35,0.35864,,,,,
434.53162,0.13,0.35,0.35448,,,,,
434.64567,0.13,0.35,0.35077,,,,,
434.75978,0.13,0.35,0.3475,,,,,
434.87395,0.13,0.35,0.34469,,,,,
434.98818,0.13,0.35,0.34234,,,,,
435.10247,0.13,0.35,0.34045,,,,,
435.21682,0.13,0.35,0.33903,,,,,
435.33123,0.13,0.35,0.33809,,,,,
435.4457,0.13,0.35,0.33764,,,,,
435.56023,0.13,0.35,0.33768,,,,,
435.67482,0.13,0.35,0.33823,,,,,
435.78947,0.13,0.35,0.33929,,,,,
435.90419,0.13,0.35,0.34086,,,,,
436.01896,0.13,0.35,0.34298,,,,,
436.13379,0.13,0.35,0.34563,,,,,
436.24868,0.13,0.35,0.34883,,,,,
436.36364,0.13,0.35,0.3526,,,,,
436.47865,0.13,0.35,0.35695,,,,,
436.59373,0.13,0.35,0.36188,,,,,
436.70886,0.13,0.35,0.3674,,,,,
436.82406,0.13,0.35,0.37353,,,,,
436.93931,0.13,0.35,0.38028,,,,,
437.05463,0.13,0.35,0.38765,,,,,
437.17001,0.13,0.35,0.39566,,,,,
437.28545,0.13,0.35,0.40431,,,,,
437.40095,0.13,0.35,0.4136,,,,,
437.51651,0.13,0.35,0.42354,,,,,
437.63214,0.13,0.35,0.43414,,,,,
437.74782,0.13,0.35,0.44539,,,,,
437.86356,0.13,0.35,0.45728,,,,,
437.97937,0.13,0.35,0.46982,,,,,
438.09524,0.13,0.35,0.48298,,,,,
438.21117,0.13,0.35,0.49676,,,,,
438.32716,0.13,0.35,0.51115,,,,,
438.44321,0.13,0.35,0.5261,,,,,
438.55932,0.13,0.35,0.5416,,,,,
438.6755,0.13,0.35,0.55762,,,,,
438.79173,0.13,0.35,0.5741,,,,,
438.90803,0.13,0.35,0.59102,,,,,
439.02439,0.13,0.35,0.60831,,,,,
439.14081,0.13,0.35,0.62592,,,,,
439.25729,0.13,0.35,0.64379,,,,,
439.37384,0.13,0.35,0.66184,,,,,
439.49045,0.13,0.35,0.68001,,,,,
439.60711,0.13,0.35,0.69821,,,,,
439.72384,0.13,0.35,0.71636,,,,,
439.84064,0.13,0.35,0.73437,,,,,
439.95749,0.13,0.35,0.75216,,,,,
440.07441,0.13,0.35,0.76964,,,,,
440.19139,0.13,0.35,0.78671,,,,,
440.30843,0.13,0.35,0.80329,,,,,
440.42553,0.13,0.35,0.81928,,,,,
440.5427,0.13,0.35,0.83461,,,,,
440.65993,0.13,0.35,0.84919,,,,,
440.77722,0.13,0.35,0.86295,,,,,
440.89457,0.13,0.35,0.87583,,,,,
441.01198,0.13,0.35,0.88776,,,,,
441.12946,0.13,0.35,0.89869,,,,,
441.247,0.13,0.35,0.90859,,,,,
441.36461,0.13,0.35,0.91742,,,,,
441.48227,0.13,0.35,0.92516,,,,,
441.6,0.13,0.35,0.9318,,,,,
441.71779,0.13,0.35,0.93734,,,,,
441.83565,0.13,0.35,0.94177,,,,,
441.95356,0.13,0.35,0.94513,,,,,
442.07154,0.13,0.35,0.94742,,,,,
442.18959,0.13,0.35,0.94868,,,,,
442.30769,0.13,0.35,0.94895,,,,,
442.42586,0.13,0.35,0.94826,,,,,
442.54409,0.13,0.35,0.94667,,,,,
442.66239,0.13,0.35,0.94422,,,,,
442.78075,0.13,0.35,0.94097,,,,,
442.89917,0.13,0.35,0.93697,,,,,
443.01766,0.13,0.35,0.93227,,,,,
443.13621,0.13,0.35,0.92693,,,,,
443.25482,0.13,0.35,0.92101,,,,,
443.37349,0.13,0.35,0.91456,,,,,
443.49223,0.13,0.35,0.90763,,,,,
443.61104,0.13,0.35,0.90028,,,,,
443.7299,0.13,0.35,0.89256,,,,,
443.84883,0.13,0.35,0.8845,,,,,
443.96783,0.13,0.35,0.87616,,,,,
444.08689,0.13,0.35,0.86758,,,,,
444.20601,0.13,0.35,0.8588,,,,,
444.32519,0.13,0.35,0.84985,,,,,
444.44444,0.13,0.35,0.84078,,,,,
444.56376,0.13,0.35,0.8316,,,,,
444.68314,0.13,0.35,0.82236,,,,,
444.80258,0.13,0.35,0.81307,,,,,
444.92208,0.13,0.35,0.80377,,,,,
445.04166,0.13,0.35,0.79447,,,,,
445.16129,0.13,0.35,0.78519,,,,,
445.28099,0.13,0.35,0.77595,,,,,
445.40075,0.13,0.35,0.76678,,,,,
445.52058,0.13,0.35,0.75767,,,,,
445.64047,0.13,0.35,0.74865,,,,,
445.76043,0.13,0.35,0.73972,,,,,
445.88045,0.13,0.35,0.7309,,,,,
446.00054,0.13,0.35,0.72219,,,,,
446.12069,0.13,0.35,0.71361,,,,,
446.24091,0.13,0.35,0.70515,,,,,
446.36119,0.13,0.35,0.69682,,,,,
446.48153,0.13,0.35,0.68863,,,,,
446.60194,0.13,0.35,0.68058,,,,,
446.72242,0.13,0.35,0.67268,,,,,
446.84296,0.13,0.35,0.66492,,,,,
446.96356,0.13,0.35,0.65731,,,,,
447.08423,0.13,0.35,0.64984,,,,,
447.20497,0.13,0.35,0.64253,,,,,
447.32577,0.13,0.35,0.63537,,,,,
447.44664,0.13,0.35,0.62835,,,,,
447.56757,0.13,0.35,0.62149,,,,,
447.68856,0.13,0.35,0.61477,,,,,
447.80963,0.13,0.35,0.60821,,,,,
447.93075,0.13,0.35,0.60178,,,,,
448.05195,0.13,0.35,0.59551,,,,,
448.17321,0.13,0.35,0.58938,,,,,
448.29453,0.13,0.35,0.58339,,,,,
448.41592,0.13,0.35,0.57755,,,,,
448.53738,0.13,0.35,0.57184,,,,,
448.6589,0.13,0.35,0.56627,,,,,
448.78049,0.13,0.35,0.56084,,,,,
448.90214,0.13,0.35,0.55554,,,,,
449.02386,0.13,0.35,0.55038,,,,,
449.14565,0.13,0.35,0.54535,,,,,
449.2675,0.13,0.35,0.54044,,,,,
449.38942,0.13,0.35,0.53567,,,,,
449.5114,0.13,0.35,0.53102,,,,,
449.63345,0.13,0.35,0.52649,,,,,
449.75557,0.13,0.35,0.52209,,,,,
449.87775,0.13,0.35,0.5178,,,,,
450,0.13,0.35,0.51364,,,,,
450.12232,0.13,0.35,0.50959,,,,,
450.2447,0.13,0.35,0.50566,,,,,
450.36715,0.13,0.35,0.50185,,,,,
450.48966,0.13,0.35,0.49814,,,,,
450.61224,0.13,0.35,0.49455,,,,,
450.73489,0.13,0.35,0.49107,,,,,
450.85761,0.13,0.35,0.4877,,,,,
450.98039,0.13,0.35,0.48444,,,,,
451.10324,0.13,0.35,0.48129,,,,,
451.22616,0.13,0.35,0.47825,,,,,
451.34914,0.13,0.35,0.47531,,,,,
451.47219,0.13,0.35,0.47247,,,,,
451.59531,0.13,0.35,0.46974,,,,,
451.71849,0.13,0.35,0.46712,,,,,
451.84175,0.13,0.35,0.4646,,,,,
451.96507,0.13,0.35,0.46218,,,,,
452.08845,0.13,0.35,0.45987,,,,,
452.21191,0.13,0.35,0.45766,,,,,
452.33543,0.13,0.35,0.45555,,,,,
452.45902,0.13,0.35,0.45355,,,,,
452.58267,0.13,0.35,0.45165,,,,,
452.7064,0.13,0.35,0.44985,,,,,
452.83019,0.13,0.35,0.44816,,,,,
452.95405,0.13,0.35,0.44657,,,,,
453.07798,0.13,0.35,0.44509,,,,,
453.20197,0.13,0.35,0.44372,,,,,
453.32603,0.13,0.35,0.44245,,,,,
453.45016,0.13,0.35,0.44129,,,,,
453.57436,0.13,0.35,0.44025,,,,,
453.69863,0.13,0.35,0.43931,,,,,
453.82297,0.13,0.35,0.43849,,,,,
453.94737,0.13,0.35,0.43778,,,,,
454.07184,0.13,0.35,0.43719,,,,,
454.19638,0.13,0.35,0.43672,,,,,
454.32099,0.13,0.35,0.43637,,,,,
454.44566,0.13,0.35,0.43614,,,,,
454.57041,0.13,0.35,0.43604,,,,,
454.69522,0.13,0.35,0.43607,,,,,
454.8201,0.13,0.35,0.43623,,,,,
454.94505,0.13,0.35,0.43652,,,,,
455.07007,0.13,0.35,0.43696,,,,,
455.19516,0.13,0.35,0.43754,,,,,
455.32032,0.13,0.35,0.43826,,,,,
455.44554,0.13,0.35,0.43914,,,,,
455.57084,0.13,0.35,0.44017,,,,,
455.6962,0.13,0.35,0.44136,,,,,
455.82164,0.13,0.35,0.44272,,,,,
455.94714,0.13,0.35,0.44425,,,,,
456.07271,0.13,0.35,0.44596,,,,,
456.19835,0.13,0.35,0.44785,,,,,
456.32406,0.13,0.35,0.44993,,,,,
456.44983,0.13,0.35,0.45221,,,,,
456.57568,0.13,0.35,0.45469,,,,,
456.7016,0.13,0.35,0.45738,,,,,
456.82759,0.13,0.35,0.46029,,,,,
456.95364,0.13,0.35,0.46343,,,,,
457.07977,0.13,0.35,0.4668,,,,,
457.20596,0.13,0.35,0.47042,,,,,
457.33223,0.13,0.35,0.4743,,,,,
457.45856,0.13,0.35,0.47843,,,,,
457.58497,0.13,0.35,0.48285,,,,,
457.71144,0.13,0.35,0.48754,,,,,
457.83799,0.13,0.35,0.49253,,,,,
457.9646,0.13,0.35,0.49783,,,,,
458.09129,0.13,0.35,0.50345,,,,,
458.21804,0.13,0.35,0.50939,,,,,
458.34487,0.13,0.35,0.51568,,,,,
458.47176,0.13,0.35,0.52232,,,,,
458.59873,0.13,0.35,0.52932,,,,,
458.72576,0.13,0.35,0.5367,,,,,
458.85287,0.13,0.35,0.54447,,,,,
458.98004,0.13,0.35,0.55263,,,,,
459.10729,0.13,0.35,0.5612,,,,,
459.23461,0.13,0.35,0.57019,,,,,
459.362,0.13,0.35,0.57961,,,,,
459.48946,0.13,0.35,0.58946,,,,,
459.61699,0.13,0.35,0.59974,,,,,
459.74459,0.13,0.35,0.61047,,,,,
459.87226,0.13,0.35,0.62164,,,,,
460,0.13,0.35,0.63326,,,,,
360,0.13,0.4,0.44096,,,,,
360.07828,0.13,0.4,0.43945,,,,,
360.15659,0.13,0.4,0.43797,,,,,
360.23494,0.13,0.4,0.43651,,,,,
360.31332,0.13,0.4,0.43507,,,,,
360.39173,0.13,0.4,0.43365,,,,,
360.47018,0.13,0.4,0.43226,,,,,
360.54866,0.13,0.4,0.43089,,,,,
360.62718,0.13,0.4,0.42954,,,,,
360.70573,0.13,0.4,0.42822,,,,,
360.78431,0.13,0.4,0.42691,,,,,
360.86293,0.13,0.4,0.42563,,,,,
360.94159,0.13,0.4,0.42437,,,,,
361.02027,0.13,0.4,0.42314,,,,,
361.099,0.13,0.4,0.42192,,,,,
361.17775,0.13,0.4,0.42073,,,,,
361.25654,0.13,0.4,0.41956,,,,,
361.33537,0.13,0.4,0.41841,,,,,
361.41423,0.13,0.4,0.41728,,,,,
361.49312,0.13,0.4,0.41617,,,,,
361.57205,0.13,0.4,0.41508,,,,,
361.65102,0.13,0.4,0.41401,,,,,
361.73001,0.13,0.4,0.41296,,,,,
361.80905,0.13,0.4,0.41194,,,,,
361.88811,0.13,0.4,0.41093,,,,,
361.96721,0.13,0.4,0.40995,,,,,
362.04635,0.13,0.4,0.40898,,,,,
362.12552,0.13,0.4,0.40803,,,,,
362.20472,0.13,0.4,0.40711,,,,,
362.28396,0.13,0.4,0.4062,,,,,
362.36324,0.13,0.4,0.40532,,,,,
362.44255,0.13,0.4,0.40445,,,,,
362.52189,0.13,0.4,0.40361,,,,,
362.60127,0.13,0.4,0.40278,,,,,
362.68068,0.13,0.4,0.40197,,,,,
362.76013,0.13,0.4,0.40118,,,,,
362.83961,0.13,0.4,0.40042,,,,,
362.91913,0.13,0.4,0.39967,,,,,
362.99868,0.13,0.4,0.39894,,,,,
363.07827,0.13,0.4,0.39823,,,,,
363.15789,0.13,0.4,0.39754,,,,,
363.23755,0.13,0.4,0.39686,,,,,
363.31724,0.13,0.4,0.39621,,,,,
363.39697,0.13,0.4,0.39558,,,,,
363.47673,0.13,0.4,0.39496,,,,,
363.55653,0.13,0.4,0.39437,,,,,
363.63636,0.13,0.4,0.39379,,,,,
363.71623,0.13,0.4,0.39323,,,,,
363.79613,0.13,0.4,0.3927,,,,,
363.87607,0.13,0.4,0.39218,,,,,
363.95604,0.13,0.4,0.39168,,,,,
364.03605,0.13,0.4,0.39119,,,,,
364.11609,0.13,0.4,0.39073,,,,,
364.19617,0.13,0.4,0.39029,,,,,
364.27629,0.13,0.4,0.38987,,,,,
364.35644,0.13,0.4,0.38946,,,,,
364.43662,0.13,0.4,0.38908,,,,,
364.51684,0.13,0.4,0.38871,,,,,
364.59709,0.13,0.4,0.38836,,,,,
364.67738,0.13,0.4,0.38804,,,,,
364.75771,0.13,0.4,0.38773,,,,,
364.83807,0.13,0.4,0.38744,,,,,
364.91847,0.13,0.4,0.38717,,,,,
364.9989,0.13,0.4,0.38692,,,,,
365.07937,0.13,0.4,0.38669,,,,,
365.15987,0.13,0.4,0.38648,,,,,
365.24041,0.13,0.4,0.38629,,,,,
365.32098,0.13,0.4,0.38612,,,,,
365.40159,0.13,0.4,0.38597,,,,,
365.48223,0.13,0.4,0.38584,,,,,
365.56291,0.13,0.4,0.38573,,,,,
365.64363,0.13,0.4,0.38564,,,,,
365.72438,0.13,0.4,0.38558,,,,,
365.80517,0.13,0.4,0.38553,,,,,
365.88599,0.13,0.4,0.3855,,,,,
365.96685,0.13,0.4,0.3855,,,,,
366.04775,0.13,0.4,0.38551,,,,,
366.12868,0.13,0.4,0.38555,,,,,
366.20964,0.13,0.4,0.38561,,,,,
366.29064,0.13,0.4,0.38569,,,,,
366.37168,0.13,0.4,0.38579,,,,,
366.45276,0.13,0.4,0.38592,,,,,
366.53386,0.13,0.4,0.38607,,,,,
366.61501,0.13,0.4,0.38624,,,,,
366.69619,0.13,0.4,0.38643,,,,,
366.77741,0.13,0.4,0.38665,,,,,
366.85866,0.13,0.4,0.38689,,,,,
366.93995,0.13,0.4,0.38715,,,,,
367.02128,0.13,0.4,0.38744,,,,,
367.10264,0.13,0.4,0.38775,,,,,
367.18404,0.13,0.4,0.38809,,,,,
367.26547,0.13,0.4,0.38845,,,,,
367.34694,0.13,0.4,0.38884,,,,,
367.42844,0.13,0.4,0.38925,,,,,
367.50999,0.13,0.4,0.38969,,,,,
367.59156,0.13,0.4,0.39015,,,,,
367.67318,0.13,0.4,0.39064,,,,,
367.75483,0.13,0.4,0.39116,,,,,
367.83652,0.13,0.4,0.39171,,,,,
367.91824,0.13,0.4,0.39228,,,,,
368,0.13,0.4,0.39288,,,,,
368.0818,0.13,0.4,0.39351,,,,,
368.16363,0.13,0.4,0.39417,,,,,
368.2455,0.13,0.4,0.39486,,,,,
368.3274,0.13,0.4,0.39558,,,,,
368.40934,0.13,0.4,0.39633,,,,,
368.49132,0.13,0.4,0.39711,,,,,
368.57334,0.13,0.4,0.39792,,,,,
368.65539,0.13,0.4,0.39876,,,,,
368.73747,0.13,0.4,0.39964,,,,,
368.8196,0.13,0.4,0.40055,,,,,
368.90176,0.13,0.4,0.40149,,,,,
368.98396,0.13,0.4,0.40247,,,,,
369.06619,0.13,0.4,0.40348,,,,,
369.14846,0.13,0.4,0.40453,,,,,
369.23077,0.13,0.4,0.40562,,,,,
369.31311,0.13,0.4,0.40674,,,,,
369.39549,0.13,0.4,0.4079,,,,,
369.47791,0.13,0.4,0.4091,,,,,
369.56037,0.13,0.4,0.41034,,,,,
369.64286,0.13,0.4,0.41161,,,,,
369.72539,0.13,0.4,0.41293,,,,,
