Inputs,,,Output,,,,,
Wavelength (um),r1 (um),t1 (nm),Absorption,,,,,
384.13361,0.05,0.3,0.3071,,,,,
384.22274,0.05,0.3,0.30872,,,,,
384.31191,0.05,0.3,0.31039,,,,,
384.40111,0.05,0.3,0.31209,,,,,
384.49036,0.05,0.3,0.31383,,,,,
384.57966,0.05,0.3,0.31561,,,,,
384.66899,0.05,0.3,0.31743,,,,,
384.75836,0.05,0.3,0.31929,,,,,
384.84778,0.05,0.3,0.3212,,,,,
384.93724,0.05,0.3,0.32315,,,,,
385.02674,0.05,0.3,0.32514,,,,,
385.11628,0.05,0.3,0.32718,,,,,
385.20586,0.05,0.3,0.32927,,,,,
385.29549,0.05,0.3,0.3314,,,,,
385.38515,0.05,0.3,0.33359,,,,,
385.47486,0.05,0.3,0.33582,,,,,
385.56461,0.05,0.3,0.33811,,,,,
385.6544,0.05,0.3,0.34045,,,,,
385.74423,0.05,0.3,0.34285,,,,,
385.83411,0.05,0.3,0.3453,,,,,
385.92403,0.05,0.3,0.34781,,,,,
386.01399,0.05,0.3,0.35038,,,,,
386.10399,0.05,0.3,0.353,,,,,
386.19403,0.05,0.3,0.3557,,,,,
386.28411,0.05,0.3,0.35845,,,,,
386.37424,0.05,0.3,0.36127,,,,,
386.46441,0.05,0.3,0.36415,,,,,
386.55462,0.05,0.3,0.36711,,,,,
386.64488,0.05,0.3,0.37013,,,,,
386.73517,0.05,0.3,0.37323,,,,,
386.82551,0.05,0.3,0.3764,,,,,
386.91589,0.05,0.3,0.37964,,,,,
387.00631,0.05,0.3,0.38296,,,,,
387.09677,0.05,0.3,0.38636,,,,,
387.18728,0.05,0.3,0.38984,,,,,
387.27783,0.05,0.3,0.3934,,,,,
387.36842,0.05,0.3,0.39704,,,,,
387.45905,0.05,0.3,0.40077,,,,,
387.54973,0.05,0.3,0.40459,,,,,
387.64045,0.05,0.3,0.4085,,,,,
387.73121,0.05,0.3,0.4125,,,,,
387.82201,0.05,0.3,0.41659,,,,,
387.91286,0.05,0.3,0.42078,,,,,
388.00375,0.05,0.3,0.42506,,,,,
388.09468,0.05,0.3,0.42945,,,,,
388.18565,0.05,0.3,0.43393,,,,,
388.27667,0.05,0.3,0.43852,,,,,
388.36773,0.05,0.3,0.44321,,,,,
388.45883,0.05,0.3,0.448,,,,,
388.54998,0.05,0.3,0.4529,,,,,
388.64116,0.05,0.3,0.45791,,,,,
388.73239,0.05,0.3,0.46304,,,,,
388.82367,0.05,0.3,0.46827,,,,,
388.91498,0.05,0.3,0.47362,,,,,
389.00634,0.05,0.3,0.47908,,,,,
389.09774,0.05,0.3,0.48465,,,,,
389.18919,0.05,0.3,0.49035,,,,,
389.28068,0.05,0.3,0.49616,,,,,
389.37221,0.05,0.3,0.50208,,,,,
389.46378,0.05,0.3,0.50813,,,,,
389.5554,0.05,0.3,0.5143,,,,,
389.64706,0.05,0.3,0.52058,,,,,
389.73876,0.05,0.3,0.52698,,,,,
389.83051,0.05,0.3,0.5335,,,,,
389.9223,0.05,0.3,0.54014,,,,,
390.01413,0.05,0.3,0.54689,,,,,
390.10601,0.05,0.3,0.55376,,,,,
390.19793,0.05,0.3,0.56074,,,,,
390.28989,0.05,0.3,0.56783,,,,,
390.3819,0.05,0.3,0.57503,,,,,
390.47394,0.05,0.3,0.58233,,,,,
390.56604,0.05,0.3,0.58974,,,,,
390.65817,0.05,0.3,0.59725,,,,,
390.75035,0.05,0.3,0.60485,,,,,
390.84258,0.05,0.3,0.61254,,,,,
390.93484,0.05,0.3,0.62032,,,,,
391.02715,0.05,0.3,0.62817,,,,,
391.11951,0.05,0.3,0.6361,,,,,
391.21191,0.05,0.3,0.64409,,,,,
391.30435,0.05,0.3,0.65214,,,,,
391.39683,0.05,0.3,0.66023,,,,,
391.48936,0.05,0.3,0.66837,,,,,
391.58193,0.05,0.3,0.67654,,,,,
391.67455,0.05,0.3,0.68473,,,,,
391.76721,0.05,0.3,0.69293,,,,,
391.85991,0.05,0.3,0.70113,,,,,
391.95266,0.05,0.3,0.70932,,,,,
392.04545,0.05,0.3,0.71748,,,,,
392.13829,0.05,0.3,0.72561,,,,,
392.23117,0.05,0.3,0.73368,,,,,
392.32409,0.05,0.3,0.74169,,,,,
392.41706,0.05,0.3,0.74961,,,,,
392.51007,0.05,0.3,0.75744,,,,,
392.60313,0.05,0.3,0.76517,,,,,
392.69623,0.05,0.3,0.77276,,,,,
392.78937,0.05,0.3,0.78022,,,,,
392.88256,0.05,0.3,0.78752,,,,,
392.97579,0.05,0.3,0.79464,,,,,
393.06907,0.05,0.3,0.80158,,,,,
393.16239,0.05,0.3,0.80832,,,,,
393.25576,0.05,0.3,0.81483,,,,,
393.34917,0.05,0.3,0.82111,,,,,
393.44262,0.05,0.3,0.82714,,,,,
393.53612,0.05,0.3,0.83291,,,,,
393.62966,0.05,0.3,0.8384,,,,,
393.72325,0.05,0.3,0.8436,,,,,
393.81688,0.05,0.3,0.8485,,,,,
393.91056,0.05,0.3,0.85308,,,,,
394.00428,0.05,0.3,0.85734,,,,,
394.09805,0.05,0.3,0.86127,,,,,
394.19186,0.05,0.3,0.86486,,,,,
394.28571,0.05,0.3,0.8681,,,,,
394.37961,0.05,0.3,0.87098,,,,,
394.47356,0.05,0.3,0.8735,,,,,
394.56755,0.05,0.3,0.87566,,,,,
394.66158,0.05,0.3,0.87746,,,,,
394.75566,0.05,0.3,0.87889,,,,,
394.84979,0.05,0.3,0.87995,,,,,
394.94395,0.05,0.3,0.88065,,,,,
395.03817,0.05,0.3,0.88099,,,,,
395.13243,0.05,0.3,0.88097,,,,,
395.22673,0.05,0.3,0.88059,,,,,
395.32108,0.05,0.3,0.87987,,,,,
395.41547,0.05,0.3,0.87881,,,,,
395.50991,0.05,0.3,0.87742,,,,,
395.6044,0.05,0.3,0.8757,,,,,
395.69892,0.05,0.3,0.87367,,,,,
395.7935,0.05,0.3,0.87134,,,,,
395.88812,0.05,0.3,0.86871,,,,,
395.98278,0.05,0.3,0.86581,,,,,
396.07749,0.05,0.3,0.86263,,,,,
396.17225,0.05,0.3,0.8592,,,,,
396.26705,0.05,0.3,0.85553,,,,,
396.3619,0.05,0.3,0.85163,,,,,
396.45679,0.05,0.3,0.84751,,,,,
396.55172,0.05,0.3,0.84319,,,,,
396.64671,0.05,0.3,0.83867,,,,,
396.74173,0.05,0.3,0.83398,,,,,
396.83681,0.05,0.3,0.82912,,,,,
396.93193,0.05,0.3,0.82412,,,,,
397.02709,0.05,0.3,0.81897,,,,,
397.1223,0.05,0.3,0.8137,,,,,
397.21756,0.05,0.3,0.80831,,,,,
397.31286,0.05,0.3,0.80282,,,,,
397.40821,0.05,0.3,0.79724,,,,,
397.5036,0.05,0.3,0.79157,,,,,
397.59904,0.05,0.3,0.78584,,,,,
397.69452,0.05,0.3,0.78005,,,,,
397.79006,0.05,0.3,0.77421,,,,,
397.88563,0.05,0.3,0.76833,,,,,
397.98125,0.05,0.3,0.76241,,,,,
398.07692,0.05,0.3,0.75648,,,,,
398.17264,0.05,0.3,0.75052,,,,,
398.2684,0.05,0.3,0.74456,,,,,
398.3642,0.05,0.3,0.7386,,,,,
398.46006,0.05,0.3,0.73264,,,,,
398.55596,0.05,0.3,0.7267,,,,,
398.6519,0.05,0.3,0.72077,,,,,
398.74789,0.05,0.3,0.71486,,,,,
398.84393,0.05,0.3,0.70899,,,,,
398.94001,0.05,0.3,0.70314,,,,,
399.03614,0.05,0.3,0.69733,,,,,
399.13232,0.05,0.3,0.69156,,,,,
399.22854,0.05,0.3,0.68584,,,,,
399.32481,0.05,0.3,0.68016,,,,,
399.42113,0.05,0.3,0.67453,,,,,
399.51749,0.05,0.3,0.66896,,,,,
399.6139,0.05,0.3,0.66344,,,,,
399.71035,0.05,0.3,0.65797,,,,,
399.80686,0.05,0.3,0.65257,,,,,
399.9034,0.05,0.3,0.64723,,,,,
400,0.05,0.3,0.64194,,,,,
400.09664,0.05,0.3,0.63672,,,,,
400.19333,0.05,0.3,0.63157,,,,,
400.29007,0.05,0.3,0.62648,,,,,
400.38685,0.05,0.3,0.62146,,,,,
400.48368,0.05,0.3,0.6165,,,,,
400.58055,0.05,0.3,0.61161,,,,,
400.67747,0.05,0.3,0.60679,,,,,
400.77444,0.05,0.3,0.60203,,,,,
400.87146,0.05,0.3,0.59734,,,,,
400.96852,0.05,0.3,0.59272,,,,,
401.06563,0.05,0.3,0.58816,,,,,
401.16279,0.05,0.3,0.58368,,,,,
401.26,0.05,0.3,0.57925,,,,,
401.35725,0.05,0.3,0.5749,,,,,
401.45455,0.05,0.3,0.57061,,,,,
401.55189,0.05,0.3,0.56638,,,,,
401.64928,0.05,0.3,0.56222,,,,,
401.74672,0.05,0.3,0.55813,,,,,
401.84421,0.05,0.3,0.55409,,,,,
401.94175,0.05,0.3,0.55012,,,,,
402.03933,0.05,0.3,0.54621,,,,,
402.13696,0.05,0.3,0.54237,,,,,
402.23464,0.05,0.3,0.53858,,,,,
402.33236,0.05,0.3,0.53485,,,,,
402.43013,0.05,0.3,0.53118,,,,,
402.52795,0.05,0.3,0.52757,,,,,
402.62582,0.05,0.3,0.52401,,,,,
402.72374,0.05,0.3,0.52052,,,,,
402.8217,0.05,0.3,0.51707,,,,,
402.91971,0.05,0.3,0.51368,,,,,
403.01777,0.05,0.3,0.51035,,,,,
403.11587,0.05,0.3,0.50706,,,,,
403.21402,0.05,0.3,0.50383,,,,,
403.31223,0.05,0.3,0.50065,,,,,
403.41048,0.05,0.3,0.49752,,,,,
403.50877,0.05,0.3,0.49444,,,,,
403.60712,0.05,0.3,0.4914,,,,,
403.70551,0.05,0.3,0.48842,,,,,
403.80395,0.05,0.3,0.48548,,,,,
403.90244,0.05,0.3,0.48258,,,,,
404.00098,0.05,0.3,0.47973,,,,,
404.09956,0.05,0.3,0.47692,,,,,
404.19819,0.05,0.3,0.47416,,,,,
404.29688,0.05,0.3,0.47144,,,,,
404.3956,0.05,0.3,0.46876,,,,,
404.49438,0.05,0.3,0.46612,,,,,
404.59321,0.05,0.3,0.46352,,,,,
404.69208,0.05,0.3,0.46095,,,,,
404.791,0.05,0.3,0.45843,,,,,
404.88998,0.05,0.3,0.45594,,,,,
404.98899,0.05,0.3,0.45349,,,,,
405.08806,0.05,0.3,0.45108,,,,,
405.18718,0.05,0.3,0.4487,,,,,
405.28634,0.05,0.3,0.44636,,,,,
405.38556,0.05,0.3,0.44405,,,,,
405.48482,0.05,0.3,0.44177,,,,,
405.58413,0.05,0.3,0.43952,,,,,
405.68349,0.05,0.3,0.43731,,,,,
405.7829,0.05,0.3,0.43512,,,,,
405.88235,0.05,0.3,0.43297,,,,,
405.98186,0.05,0.3,0.43085,,,,,
406.08141,0.05,0.3,0.42876,,,,,
406.18102,0.05,0.3,0.42669,,,,,
406.28067,0.05,0.3,0.42465,,,,,
406.38037,0.05,0.3,0.42264,,,,,
406.48012,0.05,0.3,0.42066,,,,,
406.57992,0.05,0.3,0.4187,,,,,
406.67976,0.05,0.3,0.41677,,,,,
406.77966,0.05,0.3,0.41486,,,,,
406.87961,0.05,0.3,0.41298,,,,,
406.9796,0.05,0.3,0.41112,,,,,
407.07965,0.05,0.3,0.40929,,,,,
407.17974,0.05,0.3,0.40748,,,,,
407.27988,0.05,0.3,0.40569,,,,,
407.38007,0.05,0.3,0.40392,,,,,
407.48031,0.05,0.3,0.40217,,,,,
407.58061,0.05,0.3,0.40045,,,,,
407.68095,0.05,0.3,0.39874,,,,,
407.78133,0.05,0.3,0.39706,,,,,
407.88177,0.05,0.3,0.3954,,,,,
407.98226,0.05,0.3,0.39375,,,,,
408.0828,0.05,0.3,0.39213,,,,,
408.18339,0.05,0.3,0.39052,,,,,
408.28402,0.05,0.3,0.38893,,,,,
408.38471,0.05,0.3,0.38736,,,,,
408.48545,0.05,0.3,0.3858,,,,,
408.58623,0.05,0.3,0.38427,,,,,
408.68707,0.05,0.3,0.38275,,,,,
408.78795,0.05,0.3,0.38124,,,,,
408.88889,0.05,0.3,0.37976,,,,,
408.98987,0.05,0.3,0.37828,,,,,
409.09091,0.05,0.3,0.37683,,,,,
409.19199,0.05,0.3,0.37538,,,,,
409.29313,0.05,0.3,0.37395,,,,,
409.39431,0.05,0.3,0.37254,,,,,
409.49555,0.05,0.3,0.37114,,,,,
409.59683,0.05,0.3,0.36976,,,,,
409.69817,0.05,0.3,0.36838,,,,,
409.79955,0.05,0.3,0.36702,,,,,
409.90099,0.05,0.3,0.36568,,,,,
410.00248,0.05,0.3,0.36434,,,,,
410.10401,0.05,0.3,0.36302,,,,,
410.2056,0.05,0.3,0.36171,,,,,
410.30723,0.05,0.3,0.36041,,,,,
410.40892,0.05,0.3,0.35912,,,,,
410.51066,0.05,0.3,0.35785,,,,,
410.61245,0.05,0.3,0.35658,,,,,
410.71429,0.05,0.3,0.35533,,,,,
410.81617,0.05,0.3,0.35409,,,,,
410.91811,0.05,0.3,0.35285,,,,,
411.0201,0.05,0.3,0.35163,,,,,
411.12214,0.05,0.3,0.35042,,,,,
411.22424,0.05,0.3,0.34921,,,,,
411.32638,0.05,0.3,0.34802,,,,,
411.42857,0.05,0.3,0.34683,,,,,
411.53082,0.05,0.3,0.34566,,,,,
411.63311,0.05,0.3,0.34449,,,,,
411.73545,0.05,0.3,0.34333,,,,,
411.83785,0.05,0.3,0.34218,,,,,
411.9403,0.05,0.3,0.34103,,,,,
412.0428,0.05,0.3,0.3399,,,,,
412.14535,0.05,0.3,0.33877,,,,,
412.24795,0.05,0.3,0.33765,,,,,
412.3506,0.05,0.3,0.33654,,,,,
412.4533,0.05,0.3,0.33544,,,,,
412.55605,0.05,0.3,0.33434,,,,,
412.65886,0.05,0.3,0.33325,,,,,
412.76171,0.05,0.3,0.33217,,,,,
412.86462,0.05,0.3,0.33109,,,,,
412.96758,0.05,0.3,0.33002,,,,,
413.07059,0.05,0.3,0.32896,,,,,
413.17365,0.05,0.3,0.3279,,,,,
413.27677,0.05,0.3,0.32685,,,,,
413.37993,0.05,0.3,0.3258,,,,,
413.48315,0.05,0.3,0.32476,,,,,
413.58641,0.05,0.3,0.32373,,,,,
413.68973,0.05,0.3,0.3227,,,,,
413.7931,0.05,0.3,0.32167,,,,,
413.89653,0.05,0.3,0.32066,,,,,
414,0.05,0.3,0.31964,,,,,
414.10353,0.05,0.3,0.31863,,,,,
414.2071,0.05,0.3,0.31763,,,,,
414.31073,0.05,0.3,0.31663,,,,,
414.41441,0.05,0.3,0.31564,,,,,
414.51815,0.05,0.3,0.31465,,,,,
414.62193,0.05,0.3,0.31366,,,,,
414.72577,0.05,0.3,0.31268,,,,,
414.82966,0.05,0.3,0.31171,,,,,
414.9336,0.05,0.3,0.31073,,,,,
415.03759,0.05,0.3,0.30977,,,,,
415.14164,0.05,0.3,0.3088,,,,,
415.24574,0.05,0.3,0.30784,,,,,
415.34989,0.05,0.3,0.30688,,,,,
415.45409,0.05,0.3,0.30593,,,,,
415.55834,0.05,0.3,0.30498,,,,,
415.66265,0.05,0.3,0.30404,,,,,
415.76701,0.05,0.3,0.30309,,,,,
415.87142,0.05,0.3,0.30215,,,,,
415.97589,0.05,0.3,0.30122,,,,,
416.0804,0.05,0.3,0.30028,,,,,
416.18497,0.05,0.3,0.29935,,,,,
416.28959,0.05,0.3,0.29843,,,,,
416.39427,0.05,0.3,0.2975,,,,,
416.49899,0.05,0.3,0.29658,,,,,
416.60377,0.05,0.3,0.29566,,,,,
416.70861,0.05,0.3,0.29474,,,,,
416.81349,0.05,0.3,0.29383,,,,,
416.91843,0.05,0.3,0.29292,,,,,
417.02342,0.05,0.3,0.29201,,,,,
417.12846,0.05,0.3,0.2911,,,,,
417.23356,0.05,0.3,0.2902,,,,,
417.33871,0.05,0.3,0.2893,,,,,
417.44391,0.05,0.3,0.2884,,,,,
417.54917,0.05,0.3,0.2875,,,,,
417.65448,0.05,0.3,0.2866,,,,,
417.75984,0.05,0.3,0.28571,,,,,
417.86525,0.05,0.3,0.28482,,,,,
417.97072,0.05,0.3,0.28393,,,,,
418.07624,0.05,0.3,0.28304,,,,,
418.18182,0.05,0.3,0.28216,,,,,
418.28745,0.05,0.3,0.28127,,,,,
418.39313,0.05,0.3,0.28039,,,,,
418.49886,0.05,0.3,0.27951,,,,,
418.60465,0.05,0.3,0.27863,,,,,
418.71049,0.05,0.3,0.27775,,,,,
418.81639,0.05,0.3,0.27688,,,,,
418.92234,0.05,0.3,0.276,,,,,
419.02834,0.05,0.3,0.27513,,,,,
419.1344,0.05,0.3,0.27426,,,,,
419.24051,0.05,0.3,0.27339,,,,,
419.34667,0.05,0.3,0.27252,,,,,
419.45289,0.05,0.3,0.27165,,,,,
419.55916,0.05,0.3,0.27079,,,,,
419.66548,0.05,0.3,0.26993,,,,,
419.77186,0.05,0.3,0.26906,,,,,
419.8783,0.05,0.3,0.2682,,,,,
419.98478,0.05,0.3,0.26734,,,,,
420.09132,0.05,0.3,0.26648,,,,,
420.19792,0.05,0.3,0.26563,,,,,
420.30457,0.05,0.3,0.26477,,,,,
420.41127,0.05,0.3,0.26392,,,,,
420.51803,0.05,0.3,0.26307,,,,,
420.62484,0.05,0.3,0.26221,,,,,
420.73171,0.05,0.3,0.26136,,,,,
420.83863,0.05,0.3,0.26052,,,,,
420.9456,0.05,0.3,0.25967,,,,,
421.05263,0.05,0.3,0.25882,,,,,
421.15972,0.05,0.3,0.25798,,,,,
421.26685,0.05,0.3,0.25714,,,,,
421.37405,0.05,0.3,0.2563,,,,,
421.48129,0.05,0.3,0.25546,,,,,
421.58859,0.05,0.3,0.25462,,,,,
421.69595,0.05,0.3,0.25379,,,,,
421.80336,0.05,0.3,0.25295,,,,,
421.91083,0.05,0.3,0.25212,,,,,
422.01835,0.05,0.3,0.25129,,,,,
422.12592,0.05,0.3,0.25046,,,,,
422.23355,0.05,0.3,0.24964,,,,,
422.34124,0.05,0.3,0.24882,,,,,
422.44898,0.05,0.3,0.248,,,,,
422.55677,0.05,0.3,0.24718,,,,,
422.66462,0.05,0.3,0.24636,,,,,
422.77253,0.05,0.3,0.24555,,,,,
422.88049,0.05,0.3,0.24474,,,,,
422.98851,0.05,0.3,0.24394,,,,,
423.09658,0.05,0.3,0.24314,,,,,
423.2047,0.05,0.3,0.24234,,,,,
423.31288,0.05,0.3,0.24154,,,,,
423.42112,0.05,0.3,0.24075,,,,,
423.52941,0.05,0.3,0.23997,,,,,
423.63776,0.05,0.3,0.23919,,,,,
423.74616,0.05,0.3,0.23841,,,,,
423.85462,0.05,0.3,0.23764,,,,,
423.96313,0.05,0.3,0.23688,,,,,
424.0717,0.05,0.3,0.23612,,,,,
424.18033,0.05,0.3,0.23536,,,,,
424.28901,0.05,0.3,0.23462,,,,,
424.39774,0.05,0.3,0.23388,,,,,
424.50654,0.05,0.3,0.23315,,,,,
424.61538,0.05,0.3,0.23243,,,,,
424.72429,0.05,0.3,0.23171,,,,,
424.83325,0.05,0.3,0.23101,,,,,
424.94226,0.05,0.3,0.23032,,,,,
425.05133,0.05,0.3,0.22963,,,,,
425.16046,0.05,0.3,0.22896,,,,,
425.26965,0.05,0.3,0.2283,,,,,
425.37889,0.05,0.3,0.22766,,,,,
425.48818,0.05,0.3,0.22703,,,,,
425.59753,0.05,0.3,0.22641,,,,,
425.70694,0.05,0.3,0.22581,,,,,
425.81641,0.05,0.3,0.22523,,,,,
425.92593,0.05,0.3,0.22467,,,,,
426.0355,0.05,0.3,0.22412,,,,,
426.14514,0.05,0.3,0.2236,,,,,
426.25483,0.05,0.3,0.2231,,,,,
426.36457,0.05,0.3,0.22263,,,,,
426.47438,0.05,0.3,0.22219,,,,,
426.58423,0.05,0.3,0.22177,,,,,
426.69415,0.05,0.3,0.22138,,,,,
426.80412,0.05,0.3,0.22103,,,,,
426.91415,0.05,0.3,0.22071,,,,,
427.02424,0.05,0.3,0.22043,,,,,
427.13438,0.05,0.3,0.2202,,,,,
427.24458,0.05,0.3,0.22,,,,,
427.35484,0.05,0.3,0.21986,,,,,
427.46515,0.05,0.3,0.21977,,,,,
427.57552,0.05,0.3,0.21973,,,,,
427.68595,0.05,0.3,0.21976,,,,,
427.79644,0.05,0.3,0.21984,,,,,
427.90698,0.05,0.3,0.22,,,,,
428.01758,0.05,0.3,0.22024,,,,,
428.12823,0.05,0.3,0.22056,,,,,
428.23894,0.05,0.3,0.22096,,,,,
428.34972,0.05,0.3,0.22146,,,,,
428.46054,0.05,0.3,0.22207,,,,,
428.57143,0.05,0.3,0.22279,,,,,
428.68237,0.05,0.3,0.22363,,,,,
428.79337,0.05,0.3,0.2246,,,,,
428.90443,0.05,0.3,0.22572,,,,,
429.01554,0.05,0.3,0.22699,,,,,
429.12672,0.05,0.3,0.22843,,,,,
429.23795,0.05,0.3,0.23006,,,,,
429.34924,0.05,0.3,0.23188,,,,,
429.46058,0.05,0.3,0.23392,,,,,
429.57198,0.05,0.3,0.23619,,,,,
429.68345,0.05,0.3,0.23872,,,,,
429.79496,0.05,0.3,0.24153,,,,,
429.90654,0.05,0.3,0.24464,,,,,
430.01818,0.05,0.3,0.24808,,,,,
430.12987,0.05,0.3,0.25188,,,,,
430.24162,0.05,0.3,0.25607,,,,,
430.35343,0.05,0.3,0.26068,,,,,
430.4653,0.05,0.3,0.26574,,,,,
430.57722,0.05,0.3,0.27131,,,,,
430.68921,0.05,0.3,0.27741,,,,,
430.80125,0.05,0.3,0.2841,,,,,
430.91335,0.05,0.3,0.29143,,,,,
431.02551,0.05,0.3,0.29943,,,,,
431.13772,0.05,0.3,0.30818,,,,,
431.25,0.05,0.3,0.31771,,,,,
431.36233,0.05,0.3,0.32808,,,,,
431.47473,0.05,0.3,0.33936,,,,,
431.58718,0.05,0.3,0.35159,,,,,
431.69969,0.05,0.3,0.36483,,,,,
431.81226,0.05,0.3,0.37913,,,,,
431.92488,0.05,0.3,0.39451,,,,,
432.03757,0.05,0.3,0.41102,,,,,
432.15031,0.05,0.3,0.42866,,,,,
432.26312,0.05,0.3,0.44743,,,,,
432.37598,0.05,0.3,0.46731,,,,,
432.4889,0.05,0.3,0.48823,,,,,
432.60188,0.05,0.3,0.51011,,,,,
432.71492,0.05,0.3,0.53283,,,,,
432.82802,0.05,0.3,0.55622,,,,,
432.94118,0.05,0.3,0.58007,,,,,
433.05439,0.05,0.3,0.60412,,,,,
433.16767,0.05,0.3,0.6281,,,,,
433.281,0.05,0.3,0.65167,,,,,
433.3944,0.05,0.3,0.67448,,,,,
433.50785,0.05,0.3,0.69618,,,,,
433.62137,0.05,0.3,0.71641,,,,,
433.73494,0.05,0.3,0.73484,,,,,
433.84857,0.05,0.3,0.75115,,,,,
433.96226,0.05,0.3,0.76511,,,,,
434.07602,0.05,0.3,0.77652,,,,,
434.18983,0.05,0.3,0.78528,,,,,
434.3037,0.05,0.3,0.79135,,,,,
434.41763,0.05,0.3,0.79476,,,,,
434.53162,0.05,0.3,0.7956,,,,,
434.64567,0.05,0.3,0.79404,,,,,
434.75978,0.05,0.3,0.79026,,,,,
434.87395,0.05,0.3,0.78451,,,,,
434.98818,0.05,0.3,0.77701,,,,,
435.10247,0.05,0.3,0.76803,,,,,
435.21682,0.05,0.3,0.75782,,,,,
435.33123,0.05,0.3,0.7466,,,,,
435.4457,0.05,0.3,0.7346,,,,,
435.56023,0.05,0.3,0.72203,,,,,
435.67482,0.05,0.3,0.70905,,,,,
435.78947,0.05,0.3,0.69582,,,,,
435.90419,0.05,0.3,0.68249,,,,,
436.01896,0.05,0.3,0.66915,,,,,
436.13379,0.05,0.3,0.6559,,,,,
436.24868,0.05,0.3,0.64282,,,,,
436.36364,0.05,0.3,0.62997,,,,,
436.47865,0.05,0.3,0.61739,,,,,
436.59373,0.05,0.3,0.60512,,,,,
436.70886,0.05,0.3,0.59319,,,,,
436.82406,0.05,0.3,0.58162,,,,,
436.93931,0.05,0.3,0.57041,,,,,
437.05463,0.05,0.3,0.55957,,,,,
437.17001,0.05,0.3,0.5491,,,,,
437.28545,0.05,0.3,0.539,,,,,
437.40095,0.05,0.3,0.52926,,,,,
437.51651,0.05,0.3,0.51989,,,,,
437.63214,0.05,0.3,0.51086,,,,,
437.74782,0.05,0.3,0.50217,,,,,
437.86356,0.05,0.3,0.49381,,,,,
437.97937,0.05,0.3,0.48576,,,,,
438.09524,0.05,0.3,0.47801,,,,,
438.21117,0.05,0.3,0.47056,,,,,
438.32716,0.05,0.3,0.46339,,,,,
438.44321,0.05,0.3,0.45649,,,,,
438.55932,0.05,0.3,0.44984,,,,,
438.6755,0.05,0.3,0.44344,,,,,
438.79173,0.05,0.3,0.43727,,,,,
438.90803,0.05,0.3,0.43132,,,,,
439.02439,0.05,0.3,0.42559,,,,,
439.14081,0.05,0.3,0.42007,,,,,
439.25729,0.05,0.3,0.41473,,,,,
439.37384,0.05,0.3,0.40959,,,,,
439.49045,0.05,0.3,0.40462,,,,,
439.60711,0.05,0.3,0.39981,,,,,
439.72384,0.05,0.3,0.39517,,,,,
439.84064,0.05,0.3,0.39069,,,,,
439.95749,0.05,0.3,0.38634,,,,,
440.07441,0.05,0.3,0.38214,,,,,
440.19139,0.05,0.3,0.37807,,,,,
440.30843,0.05,0.3,0.37413,,,,,
440.42553,0.05,0.3,0.37031,,,,,
440.5427,0.05,0.3,0.36661,,,,,
440.65993,0.05,0.3,0.36302,,,,,
440.77722,0.05,0.3,0.35953,,,,,
440.89457,0.05,0.3,0.35615,,,,,
441.01198,0.05,0.3,0.35286,,,,,
441.12946,0.05,0.3,0.34967,,,,,
441.247,0.05,0.3,0.34656,,,,,
441.36461,0.05,0.3,0.34354,,,,,
441.48227,0.05,0.3,0.3406,,,,,
441.6,0.05,0.3,0.33774,,,,,
441.71779,0.05,0.3,0.33496,,,,,
441.83565,0.05,0.3,0.33224,,,,,
441.95356,0.05,0.3,0.3296,,,,,
442.07154,0.05,0.3,0.32702,,,,,
442.18959,0.05,0.3,0.3245,,,,,
442.30769,0.05,0.3,0.32205,,,,,
442.42586,0.05,0.3,0.31965,,,,,
442.54409,0.05,0.3,0.31731,,,,,
442.66239,0.05,0.3,0.31503,,,,,
442.78075,0.05,0.3,0.31279,,,,,
442.89917,0.05,0.3,0.31061,,,,,
443.01766,0.05,0.3,0.30848,,,,,
443.13621,0.05,0.3,0.30639,,,,,
443.25482,0.05,0.3,0.30434,,,,,
443.37349,0.05,0.3,0.30234,,,,,
443.49223,0.05,0.3,0.30038,,,,,
443.61104,0.05,0.3,0.29846,,,,,
443.7299,0.05,0.3,0.29658,,,,,
443.84883,0.05,0.3,0.29474,,,,,
443.96783,0.05,0.3,0.29293,,,,,
444.08689,0.05,0.3,0.29116,,,,,
444.20601,0.05,0.3,0.28942,,,,,
444.32519,0.05,0.3,0.28771,,,,,
444.44444,0.05,0.3,0.28603,,,,,
444.56376,0.05,0.3,0.28439,,,,,
444.68314,0.05,0.3,0.28277,,,,,
444.80258,0.05,0.3,0.28118,,,,,
444.92208,0.05,0.3,0.27962,,,,,
445.04166,0.05,0.3,0.27808,,,,,
445.16129,0.05,0.3,0.27658,,,,,
445.28099,0.05,0.3,0.27509,,,,,
445.40075,0.05,0.3,0.27363,,,,,
445.52058,0.05,0.3,0.27219,,,,,
445.64047,0.05,0.3,0.27078,,,,,
445.76043,0.05,0.3,0.26939,,,,,
445.88045,0.05,0.3,0.26802,,,,,
446.00054,0.05,0.3,0.26667,,,,,
446.12069,0.05,0.3,0.26534,,,,,
446.24091,0.05,0.3,0.26403,,,,,
446.36119,0.05,0.3,0.26274,,,,,
446.48153,0.05,0.3,0.26147,,,,,
446.60194,0.05,0.3,0.26022,,,,,
446.72242,0.05,0.3,0.25899,,,,,
446.84296,0.05,0.3,0.25777,,,,,
446.96356,0.05,0.3,0.25657,,,,,
